Gene = SIMC1
index = 1258
Annotated 5SS: [  271 56896 57954 75479 84059 86391 98510 98780]
Annotated 3SS: [ 56662  57883  75323  83905  86261  98352  98694 106815]
SMsplice 5SS: [  271 19597 25136 32154 57954 70320 75479 84059 86391 98510 98780]
SMsplice 3SS: [ 19517  25049  32023  57883  70227  75323  83905  86261  98352  98694
 106815]
top_k =  100
Partition function (log Z): -54.10089555037811

Sorted 5' Splice Sites (High to Low Probability):
Position 271: 0.714958578391116
Position 689: 0.2869897388268353
Position 7387: 0.12074281362844552
Position 2765: 0.08730803139864735
Position 1037: 0.0870481646207902
Position 5043: 0.022656742023567433
Position 4235: 0.021624014454325505
Position 1052: 0.01991926623952707
Position 3380: 0.016426604590463873
Position 3536: 0.015125973332014346
Position 1313: 0.011924216986471812
Position 275: 0.007334378604568473
Position 1078: 0.006276172413066313
Position 1085: 0.002550035131737847
Position 126: 0.0022296311485890943
Position 677: 0.0001619856529945134
Position 647: 0.0001008776474249244
Position 157: 4.944324008313825e-05
Position 210: 3.9220909169069796e-05
Position 119: 1.932711353337759e-05
Position 918: 1.799244340836717e-05
Position 554: 1.4252129508240309e-05
Position 985: 1.3530077266611328e-05
Position 915: 1.3360767279153742e-05
Position 1024: 1.0148460684579963e-05
Position 1177: 1.0016596417954687e-05
Position 598: 5.4034561817123625e-06
Position 982: 3.515125287587709e-06
Position 612: 3.192675951305199e-09
Position 679: 2.3008745134395363e-09
Position 665: 9.053160472204368e-10
Position 92: 3.3155063224126957e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9188: 0.2770022700674587
Position 887: 0.2601225594606834
Position 7204: 0.21220954566588734
Position 1263: 0.1551573054645219
Position 2646: 0.10303156730864801
Position 3459: 0.09228662239029115
Position 2348: 0.061255512091575065
Position 4150: 0.060209193246750545
Position 7261: 0.055850391460983834
Position 7664: 0.03736864453922951
Position 4833: 0.032152721008178134
Position 6399: 0.014772775346234278
Position 3644: 0.010881740470944201
Position 3199: 0.010287915929373842
Position 3144: 0.007536089112081699
Position 1968: 0.005443932162149412
Position 3248: 0.0049137365198781285
Position 466: 0.0046222161988492706
Position 545: 0.00360689187079997
Position 3503: 0.0032087112475710933
Position 1707: 0.00282946659384755
Position 632: 0.0026388921109994413
Position 1998: 0.0021716972404637507
Position 1124: 0.001363712302393604
Position 472: 0.0006839089284071011
Position 359: 0.0005048954040482058
Position 2565: 0.00028335772137269344
Position 560: 0.000235644082965625
Position 1182: 0.00021658778281827376
Position 585: 0.00018298652646241232
Position 914: 0.0001426401372872326
Position 674: 0.0001405859595663771
Position 818: 0.0001160490381711816
Position 1033: 4.2246947066247306e-05
Position 436: 2.541728450806183e-05
Position 429: 2.5275534716079684e-05
Position 504: 1.2823640871960573e-05
Position 486: 1.0602231199595014e-05
Position 411: 5.952368051913189e-06
Position 480: 5.473082559251808e-06
Position 441: 5.070518336058509e-06
Position 365: 4.5419861960182716e-06
Position 488: 2.793283226457699e-06
Position 684: 2.4798721960783875e-06
