Gene = HENMT1
index = 647
Annotated 5SS: [  160  1259  3672  5537  6407 10093 10912]
Annotated 3SS: [ 1159  3542  5423  6271  9912 10733 12130]
SMsplice 5SS: [ 1259  3672  6407 10093 10912]
SMsplice 3SS: [ 3542  6271  9912 10733 12130]
top_k =  100
Partition function (log Z): -5.377783889849866

Sorted 5' Splice Sites (High to Low Probability):
Position 1259: 0.9753363529032475
Position 3672: 0.97251091262661
Position 10912: 0.9080150071151878
Position 6407: 0.5959241662063652
Position 10093: 0.5579495839889536
Position 160: 0.38270039509729453
Position 1013: 0.37529625452328785
Position 3416: 0.2046280917863044
Position 5537: 0.1375116940895408
Position 589: 0.12991703413630867
Position 11782: 0.044889638946346386
Position 19: 0.035032407510362455
Position 460: 0.03115870254329213
Position 11784: 0.030561928863579984
Position 4986: 0.023444703067226947
Position 4921: 0.021261099537021634
Position 91: 0.02100720086558461
Position 1900: 0.020215372065371096
Position 10823: 0.015846002579526598
Position 896: 0.014011783160166958
Position 12224: 0.011269752659729241
Position 5226: 0.009505869768991206
Position 4748: 0.00772828612679045
Position 497: 0.003700688108536282
Position 1123: 0.002997116129510226
Position 3676: 0.001124842650973807
Position 700: 0.0006433237597223584
Position 501: 0.0004481705043027325
Position 169: 0.00040349173685291106
Position 820: 0.0003695018181669945
Position 813: 0.000340758082004928
Position 150: 0.0003296967226232654
Position 134: 0.0002568096518264531
Position 585: 0.0002042854991021803
Position 23: 0.00016122781388649174
Position 776: 0.00013142688671250027

Sorted 3' Splice Sites (High to Low Probability):
Position 10733: 0.9647546322071465
Position 3542: 0.9310821145423351
Position 12130: 0.8851646158387649
Position 6271: 0.5959241662063652
Position 9912: 0.5579495839889536
Position 1159: 0.4201556922815497
Position 1105: 0.3086538529901165
Position 3348: 0.1812791013234553
Position 5423: 0.13759501545079508
Position 917: 0.11566776670183211
Position 11688: 0.08196560873801714
Position 1187: 0.06382311557339017
Position 1122: 0.051889850485537695
Position 11036: 0.05141624053436294
Position 4797: 0.044705802604248585
Position 3576: 0.039258806162863064
Position 12406: 0.027197911484823242
Position 3183: 0.016226986254072782
Position 3206: 0.010416838781162147
Position 1765: 0.010143867192966104
Position 5127: 0.009505869768991206
Position 4590: 0.00772828612679045
Position 1785: 0.0065759499979589665
Position 811: 0.00522697915484307
Position 808: 0.0051821770770628306
Position 1761: 0.0034955548744460252
Position 758: 0.003112487575881466
Position 899: 0.0006807538055327812
Position 1062: 3.1853333088127814e-05
Position 1036: 2.2098473958079697e-05
