Gene = PLGRKT
index = 1037
Annotated 5SS: [   90  1310  5982 76121 76801]
Annotated 3SS: [ 1183  5894 75989 76690 79517]
SMsplice 5SS: [   90  1310  5982 24569 45405 46001 53397 55722 56016 66788 76121 76801]
SMsplice 3SS: [ 1183  5894 24392 45228 45919 53268 55641 55846 66606 75989 76690 78037]
top_k =  100
Partition function (log Z): -36.375174382265655

Sorted 5' Splice Sites (High to Low Probability):
Position 5982: 0.9871861598289862
Position 1310: 0.9155849018411221
Position 90: 0.8903225874586302
Position 1445: 0.17083752301712346
Position 247: 0.04850436890422499
Position 5687: 0.04134977470306314
Position 5514: 0.03843711545192721
Position 1864: 0.03727204249998466
Position 3073: 0.031083107021540553
Position 7144: 0.020659620122187392
Position 6605: 0.01617137720458523
Position 953: 0.014494455347244375
Position 525: 0.014052366129278198
Position 1756: 0.01228350369928152
Position 115: 0.011828099730895193
Position 5324: 0.011182785405188467
Position 586: 0.010067784693287406
Position 2111: 0.007753192479512428
Position 48: 0.00766964401358359
Position 127: 0.004221289781610359
Position 202: 0.003475556474512708
Position 651: 0.0018145547138501941
Position 676: 0.0011600267996588825
Position 237: 0.0010306276677277753
Position 2861: 0.00014736913063273597
Position 327: 1.1725305152425098e-05
Position 141: 5.0825780269353895e-06
Position 94: 9.119934169644187e-08
Position 68: 4.916939873274333e-08
Position 54: 1.2756859737161173e-08
Position 60: 1.0315913693897533e-08
Position 12: 2.3733627981253687e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5894: 0.9982105672709785
Position 1183: 0.8811136594353256
Position 18958: 0.29046381561592943
Position 9756: 0.21336931191092656
Position 1382: 0.13348931633882147
Position 10807: 0.1031430353658207
Position 9315: 0.055923082729877956
Position 5481: 0.05455953312961518
Position 10086: 0.0443980179678735
Position 9772: 0.037150111812135164
Position 7487: 0.035469770768041836
Position 2953: 0.031888667807716806
Position 1200: 0.031869049756724215
Position 10492: 0.029531767161504806
Position 6197: 0.028346936684699203
Position 7079: 0.027043807323534643
Position 11533: 0.025983151410293635
Position 1782: 0.025683279273016717
Position 5577: 0.025227357025375076
Position 1352: 0.022926953533318525
Position 10930: 0.02150730810407271
Position 6511: 0.01825471419252117
Position 1667: 0.015663181466495757
Position 8167: 0.015508446626015894
Position 9664: 0.013726203439019504
Position 6898: 0.013386972741584333
Position 6254: 0.013305728229755127
Position 7725: 0.011460196905474502
Position 5114: 0.011182785405188467
Position 9869: 0.006844354330729284
Position 1408: 0.006811226574117607
Position 1071: 0.0058536445726482
Position 6166: 0.005762888450728266
Position 434: 0.005732572127148329
Position 1269: 0.0035987191206791795
Position 8490: 0.003573754416956625
Position 8248: 0.0033433895524845815
Position 1978: 0.0030701622020406533
Position 713: 0.0030483764688606363
Position 2019: 0.0026912671146122873
Position 7946: 0.002636622017393628
Position 1610: 0.0023345912293729035
Position 7287: 0.0022354586406891147
Position 1498: 0.0019521912640301294
Position 1890: 0.0019369694056860834
Position 1689: 0.0018068556807066649
Position 6944: 0.0016483107576913177
Position 783: 0.0006178450736091157
Position 1204: 0.0006076971869812703
Position 178: 0.0005593324853369405
Position 1143: 0.0003566764470700373
Position 314: 0.0003332049921641734
Position 182: 0.00023177922573908104
Position 790: 0.0001713238464472402
Position 2675: 0.00014736913063273597
Position 693: 0.00011804415177492052
Position 246: 0.0001146549255388043
Position 984: 0.00011207921595327093
Position 635: 0.00010119857767460583
Position 650: 9.527375454422885e-05
Position 1094: 7.001420682652975e-05
Position 1025: 5.368567800742477e-05
Position 1501: 5.2140332215904775e-05
Position 270: 4.7140642218112246e-05
Position 1334: 4.346556411599724e-05
Position 1929: 3.0316570342361683e-05
Position 1338: 2.902079969255529e-05
Position 1913: 2.4477186831042373e-05
Position 1671: 1.4892521615714305e-05
Position 1443: 7.091944134778905e-06
