Gene = TSPAN12
index = 1499
Annotated 5SS: [  538  1660 18331 19581 42629 47895 51809]
Annotated 3SS: [ 1523 18247 19444 42553 47786 51664 69459]
SMsplice 5SS: [  154   538  1660 14810 18331 18820 19581 19757 24016 35597 42629 45386
 47470 47895 51809]
SMsplice 3SS: [  368  1523 14604 18247 18731 19444 19649 23873 35504 42553 45228 47365
 47786 51664 69459]
top_k =  100
Partition function (log Z): -27.41576163784937

Sorted 5' Splice Sites (High to Low Probability):
Position 538: 0.9334739992006041
Position 1660: 0.9145178354386084
Position 19581: 0.6962285491564447
Position 14810: 0.5594000849657004
Position 154: 0.4954702785673986
Position 124: 0.4375702442770906
Position 19757: 0.42211130713653366
Position 1664: 0.08538432729212089
Position 484: 0.06590972975906549
Position 302: 0.05247787859616086
Position 10141: 0.045956106079823734
Position 1319: 0.005588279073561381
Position 1335: 0.0028909048912871896
Position 222: 0.002207913808077323
Position 258: 0.002043867931434843
Position 1037: 0.0010260665385370194
Position 1272: 0.0010090394093756265
Position 2682: 0.00013121714761286983
Position 1686: 4.849186629480604e-05
Position 226: 4.613478033765651e-05
Position 1125: 3.2796582624421075e-05
Position 1029: 2.7345906795618107e-05
Position 86: 2.3162056872927608e-05
Position 1485: 8.182638591451852e-06
Position 1204: 8.055257948024287e-06
Position 1195: 5.517406872923623e-06
Position 703: 4.159640796974734e-06
Position 1352: 3.846497254726305e-06
Position 413: 4.4483823062220636e-07
Position 131: 3.174854966427683e-08
Position 458: 3.8856858897990046e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1523: 0.9886987500807147
Position 368: 0.9772881801651268
Position 19444: 0.9376991469179036
Position 21940: 0.7199343625898688
Position 14604: 0.5615194459499242
Position 19649: 0.3984054937031104
Position 9823: 0.05123373882550167
Position 15405: 0.03669456800679709
Position 15598: 0.011853532593886763
Position 1551: 0.011289778281219964
Position 1154: 0.009510539598933837
Position 371: 0.009137353429516428
Position 505: 0.0015138511334637625
Position 455: 0.001279271615139759
Position 5510: 0.0012281908432771533
Position 5342: 0.0011620986348499767
Position 2975: 0.0010101288894190255
Position 8770: 0.0005910095136599174
Position 11173: 0.0005731535198255104
Position 865: 0.0005652739545143178
Position 915: 0.0005006434331191133
Position 1788: 0.0004872344518435224
Position 3494: 0.00033210193105101093
Position 2588: 0.00019635761364248316
Position 8322: 0.00015991939540536512
Position 3473: 0.00013484878515168208
Position 6769: 0.00011144199040832402
Position 2939: 6.726841627415452e-05
Position 4131: 6.516409846817625e-05
Position 6150: 5.80216421296729e-05
Position 6430: 5.732816635222825e-05
Position 1828: 4.411716574253166e-05
Position 4934: 3.58910101360077e-05
Position 1944: 2.597812191751453e-05
Position 3362: 1.9576196274608908e-05
Position 3861: 1.950014592267518e-05
Position 2054: 1.9329152361372238e-05
Position 3000: 1.540292669235897e-05
Position 2908: 1.4124297353691285e-05
Position 1318: 1.2876725390185275e-05
Position 813: 1.0956289772189879e-05
Position 995: 9.335350551435152e-06
Position 1850: 8.688404546288789e-06
Position 584: 4.150734367750259e-06
Position 196: 3.3048387748522214e-06
Position 1315: 1.8071430905979028e-06
Position 200: 1.5525358168240596e-06
Position 2574: 7.551834396073522e-07
Position 1357: 7.334554207515385e-08
Position 338: 5.973080438492834e-08
Position 458: 5.1499296719699125e-08
Position 231: 5.054406684466175e-08
Position 402: 3.7324312463036335e-09
Position 420: 2.9741270001733876e-09
Position 398: 2.5639516523077976e-09
Position 209: 2.119839806542283e-09
Position 475: 1.5553044945642002e-09
Position 222: 1.5241849236039223e-09
Position 396: 1.506095033420062e-09
Position 426: 7.828585237622041e-10
Position 628: 6.568163322262639e-10
Position 271: 6.235617557319707e-10
Position 529: 5.160803959430021e-10
Position 220: 4.587234399907213e-10
Position 273: 2.016243683877735e-10
Position 289: 8.254908835421742e-11
Position 180: 4.5494336516318026e-11
Position 310: 1.7512620598002327e-11
Position 283: 3.314514707373953e-12
Position 167: 2.3495441975875953e-12
