Gene = EBNA1BP2
index = 477
Annotated 5SS: [ 208  375  782 1505 3322 5101 5435 7618]
Annotated 3SS: [ 290  608 1380 3231 5024 5340 7454 7766]
SMsplice 5SS: [ 208  375 1505 3322 5101 7618]
SMsplice 3SS: [ 290 1380 3167 5024 7454 7694]
top_k =  100
Partition function (log Z): 1.4363197807348358

Sorted 5' Splice Sites (High to Low Probability):
Position 208: 0.9990474412809871
Position 1505: 0.9291743355250573
Position 375: 0.898230629658563
Position 5101: 0.8925682343799869
Position 3322: 0.741142924816045
Position 7618: 0.5431468391106876
Position 5435: 0.3504547014988547
Position 34: 0.12229065343016149
Position 782: 0.11541956938225238
Position 5137: 0.07950456184279266
Position 3523: 0.07663959885316739
Position 7640: 0.03825573113947892
Position 1331: 0.02355215154091839
Position 6480: 0.01828645244339041
Position 5105: 0.013631068443526267
Position 1754: 0.00881878986519947
Position 1800: 0.005948021832183957
Position 28: 0.004651025343896793
Position 4599: 0.003927021768015804
Position 3273: 0.0035138926964967446
Position 5474: 0.0033800128745921985
Position 15: 0.003088024256505383
Position 399: 0.0023511327956146147
Position 392: 0.0018430072653132107
Position 3703: 0.0017462850454030819
Position 8: 0.0009864052402252564
Position 508: 0.0009746145303672759
Position 212: 0.0005003452817405428
Position 5130: 0.00024221160019635853
Position 128: 0.000214307244754602
Position 214: 0.00011194774737209056
Position 115: 6.250578193331868e-05
Position 119: 2.7496994987804034e-05
Position 227: 4.782922164167091e-06
Position 132: 3.5732244574688616e-06
Position 90: 1.6701792649795613e-06
Position 121: 1.8601005682361725e-09
Position 105: 6.496457952713053e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5024: 0.9923588273392504
Position 290: 0.7912429518946498
Position 7694: 0.6144476110760003
Position 7454: 0.5890539401824479
Position 1432: 0.4530140980094631
Position 1380: 0.4381754171328369
Position 5340: 0.42665694721775504
Position 3167: 0.3856135429398356
Position 3231: 0.3749462034915685
Position 7766: 0.2875520071568485
Position 118: 0.131001583683091
Position 296: 0.1034039519510343
Position 608: 0.059126647938498894
Position 3447: 0.0548179028898414
Position 633: 0.025640276888001107
Position 6317: 0.021153610962972535
Position 1200: 0.020413240325421245
Position 1222: 0.018007657438422385
Position 1636: 0.0130674056970986
Position 664: 0.011012310951918932
Position 544: 0.010828467812963738
Position 1172: 0.010232002627256633
Position 7720: 0.008044345436131802
Position 1271: 0.006697516918504813
Position 3100: 0.005918767044463405
Position 1276: 0.00534929359443141
Position 312: 0.0051959361934820255
Position 592: 0.0050404412308977025
Position 4465: 0.003927021768015804
Position 695: 0.0037199786253681397
Position 345: 0.0020157724827647465
Position 3694: 0.0017462850454030825
Position 1709: 0.0016994060002848337
Position 323: 0.0014317622620853762
Position 1495: 0.0008372610196396085
Position 4791: 0.00020252396209965618
Position 327: 8.87482280094572e-05
Position 460: 2.6104360975201552e-05
Position 641: 2.5341573628702498e-05
Position 199: 7.433409942307718e-06
Position 203: 8.359052153650864e-07
Position 171: 2.783291356340712e-07
Position 81: 2.7627958775241854e-07
Position 141: 2.8745868222075775e-08
Position 205: 5.738507106546451e-09
