Gene = RP11-229P13.27
index = 1165
Annotated 5SS: [  31  417 7652 8409]
Annotated 3SS: [ 319 7507 8324 8661]
SMsplice 5SS: [  31  417 1163]
SMsplice 3SS: [ 319 1037 8825]
top_k =  100
Partition function (log Z): -2.190079657822

Sorted 5' Splice Sites (High to Low Probability):
Position 417: 0.9998057955445805
Position 31: 0.9317072203207535
Position 1163: 0.9081121123915811
Position 1453: 0.31963928959277366
Position 239: 0.17568484581719984
Position 874: 0.13620927662508006
Position 878: 0.045633015921323544
Position 1403: 0.02835428960496506
Position 538: 0.00659834275455042
Position 988: 0.0015031454582958403
Position 212: 1.2316712758628806e-05
Position 248: 6.184414783395879e-06
Position 19: 1.4769036552708945e-06
Position 35: 1.1365053302059917e-06
Position 392: 5.303030996551639e-07
Position 431: 2.8354747090177214e-07
Position 390: 2.5633887132914405e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 319: 0.8698544848894104
Position 1037: 0.5134870729505969
Position 1067: 0.4508093692105811
Position 1306: 0.2961038943923819
Position 3408: 0.21210648014001837
Position 125: 0.1345519571855267
Position 6225: 0.12379643412145545
Position 231: 0.091423650400896
Position 8825: 0.08351755487993721
Position 786: 0.08140543209473715
Position 3432: 0.08015381515980427
Position 1808: 0.075628351499049
Position 4123: 0.0746380622154801
Position 6428: 0.07174060966930283
Position 3611: 0.07072820619555938
Position 761: 0.05880373875861862
Position 1248: 0.05144977453006276
Position 5970: 0.03399521705600286
Position 2944: 0.02906192142778927
Position 522: 0.020741122632524537
Position 741: 0.016083636077569952
Position 6060: 0.015831975028877503
Position 4012: 0.015324013024312418
Position 826: 0.014467738381255264
Position 1375: 0.01091551385144165
Position 502: 0.009394345451536988
Position 4602: 0.00770209547647858
Position 593: 0.0077013576581359796
Position 3975: 0.006837983799022122
Position 261: 0.006015747382715958
Position 1783: 0.005665276830766178
Position 1366: 0.005083430817266635
Position 327: 0.0030222382340575745
Position 1250: 0.0011607270983597087
Position 283: 0.000960754415005293
Position 301: 0.0009244309794547536
Position 1227: 0.000630717177362883
Position 1090: 0.0006294445491581981
Position 943: 0.00043249305120612397
Position 338: 0.0004269055366361341
Position 991: 1.2886488516217184e-05
Position 341: 1.1107070423999002e-05
Position 294: 8.950314039339691e-06
Position 486: 6.424709414208683e-06
Position 368: 6.303558449321156e-06
Position 238: 6.289272759884273e-06
Position 329: 5.70415907575246e-06
Position 365: 3.474607476855951e-06
Position 374: 1.3960421453894675e-07
Position 381: 2.4051111753881144e-08
Position 248: 9.986249885783961e-09
