Gene = SRM
index = 1332
Annotated 5SS: [ 248  800 1225 3421 4014 4244 5063]
Annotated 3SS: [ 678 1131 3266 3929 4097 4939 5138]
SMsplice 5SS: [ 248  800 1225 3421 4014 4244 5063]
SMsplice 3SS: [ 678 1131 3266 3929 4097 4939 5138]
top_k =  100
Partition function (log Z): 18.95280560200777

Sorted 5' Splice Sites (High to Low Probability):
Position 4014: 0.9989782466340976
Position 248: 0.9983818828799533
Position 4244: 0.9942232002510809
Position 5063: 0.976223240872173
Position 800: 0.9206987057727635
Position 3421: 0.7396236131377991
Position 1225: 0.7081547024919195
Position 1315: 0.19497818717166102
Position 1042: 0.1212741348928104
Position 1247: 0.09321509559637108
Position 1046: 0.07456670733395833
Position 847: 0.07318962235450338
Position 1055: 0.036899158700603216
Position 1023: 0.03682769566821175
Position 3470: 0.017057536099996475
Position 2015: 0.016331020145171446
Position 3462: 0.01411653946320238
Position 3342: 0.01104306446196155
Position 1063: 0.005732206368609343
Position 4622: 0.005093023499709364
Position 4569: 0.0035814241254547236
Position 4871: 0.003565889678527812
Position 624: 0.0020128812204266364
Position 189: 0.001091117287042625
Position 4685: 0.0010772050527797547
Position 4283: 0.0008552013745400593
Position 4377: 0.0008077502973051098
Position 4534: 0.0007701797483271426
Position 4831: 0.0006442905396031629
Position 4667: 0.0006076570426658482
Position 4409: 0.0005562427372223699
Position 3346: 0.0005442342729960013
Position 1726: 0.00036470688318557476
Position 1211: 0.00030372272851620545
Position 550: 0.0002661771187193171
Position 428: 0.0002591400750380152
Position 4985: 0.00020545596150867046
Position 3996: 0.00013094107484316647
Position 5151: 8.941895085820594e-05
Position 140: 3.6463449983281044e-05
Position 502: 2.0939669677160026e-05
Position 479: 1.35424712746978e-05
Position 552: 1.2121386486251858e-05
Position 462: 3.0397038516619393e-06
Position 10: 1.2671803945452156e-06
Position 678: 1.0943004089553838e-06
Position 43: 4.586914909334038e-07
Position 1398: 3.6024415605910537e-07
Position 711: 1.6429662681219162e-07
Position 18: 6.114912116614229e-08
Position 161: 5.5326664412230344e-08
Position 5005: 8.547367945680929e-09
Position 5067: 7.1882615625581976e-09
Position 5050: 6.408947430017286e-09
Position 15: 4.2443351309385807e-10
Position 179: 8.72270451115603e-12
Position 237: 1.4250181788476826e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3929: 0.9995050970987799
Position 1131: 0.9956832648778363
Position 4939: 0.9651397967512637
Position 678: 0.9261656888044754
Position 5138: 0.8788511656834161
Position 3266: 0.6684779506677369
Position 4097: 0.6385124804708513
Position 964: 0.24760733304977495
Position 4087: 0.18511218924978376
Position 4132: 0.15069004331087593
Position 5188: 0.08269749115539984
Position 3322: 0.07024217977827263
Position 643: 0.06318009129277913
Position 3220: 0.043664856989946696
Position 868: 0.01642801470283908
Position 5231: 0.014255394806323572
Position 1912: 0.013475931641635588
Position 4343: 0.01190963139960157
Position 4954: 0.010712179921295814
Position 4108: 0.009820621381861539
Position 4649: 0.006895472210426836
Position 890: 0.006180176058340634
Position 4981: 0.00610989572574628
Position 4144: 0.00495587437150167
Position 4978: 0.00396434004816681
Position 4984: 0.0038124758073073283
Position 4941: 0.0033811913328347224
Position 5431: 0.002831175041567677
Position 682: 0.0026132918851340457
Position 652: 0.002235234006040569
Position 466: 0.0019367791166796993
Position 1857: 0.001835327533350893
Position 4153: 0.001556778006245562
Position 4206: 0.0013420046297304244
Position 4135: 0.0013337367250052198
Position 721: 0.0012964940760332114
Position 1880: 0.0010197609701849573
Position 645: 0.0009456790103976227
Position 5155: 0.0009270397144323572
Position 4102: 0.0009086844008720933
Position 473: 0.0008713349166476015
Position 969: 0.0007023208551329466
Position 896: 0.0006158253321703981
Position 4966: 0.0006085215336044329
Position 988: 0.0005910957846904063
Position 926: 0.0005234482031742648
Position 5273: 0.0004871900227022383
Position 5357: 0.0004522334929929281
Position 1469: 0.0003647068831855748
Position 3952: 0.0002056096808488981
Position 780: 0.0001921690747883108
Position 5165: 0.0001866060036307634
Position 751: 0.0001127898751853749
Position 3942: 9.13897242511299e-05
Position 3859: 7.472822270907393e-05
Position 3823: 6.472771043182435e-05
Position 338: 1.8302379817536436e-05
Position 584: 1.3832775682885113e-05
Position 1159: 7.812001812074524e-06
Position 4012: 7.531264327111708e-06
Position 3581: 5.8088532978446425e-06
Position 483: 5.5086429479127594e-06
Position 612: 4.672612158871654e-06
Position 227: 3.707446878543507e-06
Position 799: 2.4221873070617433e-06
Position 188: 1.7574858946001226e-06
Position 266: 7.520152036282648e-07
Position 4233: 2.8423318551169584e-07
Position 494: 2.6485139979587865e-07
Position 442: 1.5117985379020517e-07
Position 491: 1.374668458942919e-07
Position 1153: 6.351345885375205e-08
Position 436: 4.9010699044735365e-08
Position 754: 4.7041097450999594e-08
Position 1091: 3.6508946861532916e-08
Position 1197: 2.8627229283817112e-08
Position 1100: 2.6126764133172863e-08
Position 1209: 2.5945040056371682e-08
Position 485: 2.3809730246443822e-08
Position 281: 2.2818562243742363e-08
Position 1073: 1.5040596450952035e-08
Position 1268: 1.0389316238679375e-08
Position 247: 5.165054617263505e-09
