Gene = EXD3
index = 513
Annotated 5SS: [   149  27960  39950  49837  50358  55327  56770  66995  68563  68924
  70643  71197  71945  72225  73894  74153  75192  99173  99538 113656
 115655]
Annotated 3SS: [ 27857  39884  49662  50189  55272  56629  66893  68488  68884  70475
  71060  71733  72114  73730  73979  75023  99118  99405 113561 115615
 115998]
SMsplice 5SS: [   149    504  11713  25845  27960  39950  49837  51791  56770  66995
  68563  68924  70643  71945  72225  73894  74153  75192  99538 113656]
SMsplice 3SS: [   417  11597  25745  27857  39884  49662  51666  56629  66893  68488
  68884  70537  71733  72114  73808  73979  75065  99405 113561 116060]
top_k =  100
Partition function (log Z): 7.399273333863157

Sorted 5' Splice Sites (High to Low Probability):
Position 72225: 0.9999999999999996
Position 49837: 0.9999999999999989
Position 39950: 0.9999999999999988
Position 56770: 0.9999999999999986
Position 25845: 0.9999999999999984
Position 11713: 0.9999999999999982
Position 27960: 0.9988885423898509
Position 75192: 0.9980597945049844
Position 70643: 0.9791761668337996
Position 68924: 0.9591185410626311
Position 66995: 0.9306064973668899
Position 71945: 0.9253804843322002
Position 504: 0.8613341972650188
Position 68563: 0.8065935194311252
Position 74153: 0.6802536050395069
Position 149: 0.649402019924974
Position 14029: 0.5365491118523681
Position 51791: 0.4762311359730001
Position 51799: 0.4284669452087952
Position 73894: 0.41325555570316597
Position 73901: 0.397602409503599
Position 40522: 0.332487383445653
Position 50164: 0.326513670987723
Position 67278: 0.32067753052701464
Position 50358: 0.2901008403355999
Position 233: 0.19865968222459068
Position 52787: 0.19734156085631202
Position 57511: 0.12789950893491425
Position 71197: 0.11146006555300406
Position 177: 0.10743945420298508
Position 57859: 0.09984638238197927
Position 66978: 0.06939350263310785
Position 53865: 0.066098317306009
Position 71316: 0.060340144652917024
Position 68047: 0.053651055263150615
Position 57753: 0.048685720172575025
Position 30658: 0.04631961107045739
Position 52430: 0.04623035446818602
Position 78121: 0.045750240964087835
Position 6558: 0.04186492359089769
Position 68553: 0.04185283036048789
Position 650: 0.0393017936038489
