Gene = SSNA1
index = 1340
Annotated 5SS: [132 619]
Annotated 3SS: [ 418 1159]
SMsplice 5SS: [158 505]
SMsplice 3SS: [ 418 1159]
top_k =  100
Partition function (log Z): -4.478668430464306

Sorted 5' Splice Sites (High to Low Probability):
Position 158: 0.6618909872849307
Position 505: 0.6603054098398375
Position 619: 0.30389813780042124
Position 132: 0.2916221979058427
Position 268: 0.018621812920668866
Position 1123: 0.01345310079579315
Position 1072: 0.01218941176100008
Position 130: 0.010578694718932209
Position 1496: 0.010457024707317637
Position 1245: 0.009173705655218063
Position 1088: 0.00624886966896253
Position 1381: 0.005093867100620202
Position 266: 0.0037677239561225468
Position 324: 0.002662228286864002
Position 125: 0.0017865055113283905
Position 180: 0.001554093527467871
Position 1397: 0.001251893153133134
Position 968: 0.0012005881102099478
Position 47: 0.0010371973531256183
Position 1321: 0.0009204711774035677
Position 1485: 0.0008207502725590961
Position 56: 0.0006447108606363603
Position 199: 0.00043183309091777056
Position 321: 0.0003569896725217673
Position 347: 0.0002297606770580782
Position 53: 2.6959968340024604e-05
Position 13: 1.9626506060877328e-05
Position 10: 2.6634892549335965e-06
Position 576: 2.4675081079240536e-06
Position 894: 2.0554668106488418e-06
Position 252: 6.920973063797117e-07
Position 73: 6.811121118674638e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 418: 0.9809398533771871
Position 1159: 0.7130557243261322
Position 1042: 0.16232004025756774
Position 1380: 0.03679647501721026
Position 1306: 0.028230535273251027
Position 1603: 0.025536017939525205
Position 858: 0.017082674094054787
Position 396: 0.011824174014534321
Position 880: 0.011784819219675514
Position 1011: 0.00860184408963669
Position 1355: 0.00804876720667555
Position 1122: 0.006216075760123433
Position 1548: 0.004175292937730984
Position 1657: 0.002959500700322394
Position 1058: 0.0016541206572041655
Position 462: 0.00032197538109728655
Position 424: 0.00024410652036746094
Position 468: 0.0001834149858102511
Position 1358: 0.00015233648583576071
Position 298: 5.92114463574382e-05
Position 498: 4.074116701700296e-05
Position 972: 1.898605805160572e-05
Position 558: 5.088266751141607e-06
Position 746: 3.807807428241524e-07
Position 353: 2.3673480792446917e-07
Position 260: 2.068427618339269e-07
Position 441: 1.690271662912889e-07
Position 194: 1.2141431073217286e-07
Position 543: 1.2110548563284427e-07
Position 243: 5.209212907415098e-08
Position 438: 4.877736196225598e-08
