Gene = PRRC1
index = 1080
Annotated 5SS: [  168  5974  7312  9170 12788 16178 21535 30313]
Annotated 3SS: [ 5850  6921  9008 12684 16013 21430 30209 34097]
SMsplice 5SS: [  168  7126  7312  9170 12833 16178 21535 30313]
SMsplice 3SS: [ 6921  7212  9008 12684 16013 21430 30209 30512]
top_k =  100
Partition function (log Z): 3.7157945465498248

Sorted 5' Splice Sites (High to Low Probability):
Position 21535: 1.0000000000000033
Position 9170: 0.9996273037255936
Position 16178: 0.9973574046810807
Position 30313: 0.9887366224381913
Position 7312: 0.9876838336909417
Position 168: 0.9590708098620601
Position 7126: 0.8120745381705343
Position 12833: 0.6994653679670827
Position 27078: 0.6539268336785289
Position 22451: 0.5574793244010099
Position 27264: 0.387319217025343
Position 5974: 0.3435614792005017
Position 26303: 0.2635114088859075
Position 30526: 0.22328953483176625
Position 30819: 0.20078593102422676
Position 18649: 0.1872225752394331
Position 8644: 0.14760157541036545
Position 391: 0.14541064672478402
Position 31107: 0.12736526551822716
Position 26657: 0.10534182810567233
Position 14343: 0.09241431427268168
Position 14270: 0.07712191174005034
Position 17795: 0.06442045392783473
Position 18162: 0.06264809080622592
Position 15692: 0.05907402016175134
Position 12788: 0.05073744899115141
Position 18616: 0.04372728289634356
Position 8871: 0.03868961177922731
Position 32466: 0.0385452372173157
Position 9376: 0.03773532047012256
Position 12809: 0.028475356654514956
Position 4425: 0.0241245786745778
Position 11471: 0.022906680903251465
Position 56: 0.0215557144437665
Position 14295: 0.014719426861580192
Position 32438: 0.009483923762112061
Position 10558: 0.009235239783860844
Position 6150: 0.009223070442377945
Position 7953: 0.003921875694863552
Position 17380: 0.002651238588706956
Position 16094: 0.001530797967652755
Position 8325: 0.0012480277076912399
Position 7985: 0.0011208930604886618
Position 179: 0.0010225597872654951
Position 68: 0.0003916046250802092
Position 9126: 0.0003726962744088133
Position 196: 0.00015046055565135462
Position 160: 1.2412858520686312e-05
Position 36: 1.470318916560726e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 21430: 1.000000000000003
Position 16013: 0.9988882026487333
Position 30209: 0.9887366224381917
Position 6921: 0.9857318052419418
Position 7212: 0.8030931176719482
Position 9008: 0.7834298869160536
Position 12684: 0.7786781736127488
Position 26871: 0.653926833678529
Position 30512: 0.5905522647763538
Position 34097: 0.5031530360059997
Position 27192: 0.390304854495924
Position 5850: 0.3435614792005017
Position 32325: 0.2592840110395822
Position 26222: 0.254928445088328
Position 22362: 0.19786822998348144
Position 14038: 0.18425565287431223
Position 22335: 0.16974569320580407
Position 9061: 0.16582376814268476
Position 18489: 0.1612405731901001
Position 30990: 0.15598791503539094
Position 8498: 0.14760157541036545
Position 271: 0.10621797791795452
Position 22312: 0.09221049309086243
Position 22293: 0.08721328878842348
Position 30426: 0.0871549562424019
Position 26502: 0.07070345688496467
Position 18509: 0.06970928494567653
Position 17709: 0.06442045392783473
Position 18062: 0.06264809080622592
Position 15613: 0.05907402016175134
Position 8956: 0.05070721579083516
Position 8684: 0.03871235149240731
Position 26468: 0.034638371220707655
Position 4358: 0.0241245786745778
Position 9287: 0.023198195085683465
Position 232: 0.021125972453596435
Position 9290: 0.011661857242740162
Position 7056: 0.010933448947585817
Position 22131: 0.010440173938846699
Position 11330: 0.00984634378085072
Position 10455: 0.00923523978386084
Position 6090: 0.009223070442377945
Position 26045: 0.008582963797579496
Position 11192: 0.007734563942608212
Position 11303: 0.005325773179792533
Position 7884: 0.0050427687553522135
Position 9251: 0.002875268141698937
Position 17263: 0.002651238588706954
Position 8232: 0.0012480277076912399
Position 23281: 0.0003520717833389276
Position 167: 0.00027040551746752053
Position 9034: 1.6389437248452565e-05
Position 21998: 7.644518968445995e-07
Position 22209: 6.809416947834273e-07
