Gene = MFSD1
index = 839
Annotated 5SS: [  451  2507  3610  5218  5599  7423 12203 17883 18462 19789 20276 21661
 22372 24198 25473]
Annotated 3SS: [ 2453  3496  5174  5530  7313 12099 17783 18349 19731 20118 21562 22258
 24149 25414 27113]
SMsplice 5SS: [  177  3610  5218  5599  7423 17883 18462 21661]
SMsplice 3SS: [ 3496  5174  5530  7313 17783 18349 21562 27113]
top_k =  100
Partition function (log Z): -11.896711719119702

Sorted 5' Splice Sites (High to Low Probability):
Position 7423: 0.9321231288753787
Position 3610: 0.8237835462755151
Position 5599: 0.7578591070492325
Position 5218: 0.694398704977047
Position 2507: 0.4464688284756458
Position 177: 0.2973473322458443
Position 6896: 0.2705940674541559
Position 751: 0.2558949177048173
Position 703: 0.22053461135745075
Position 451: 0.17251882594974613
Position 352: 0.1428691825095179
Position 3677: 0.1415727991669819
Position 464: 0.06716818488383378
Position 110: 0.05750578561658015
Position 4070: 0.049796913926321525
Position 420: 0.03607961393093434
Position 12203: 0.0313160346938085
Position 3633: 0.028260212296128958
Position 4496: 0.02788366000872441
Position 2584: 0.022183258254149168
Position 4263: 0.018024181585327075
Position 1667: 0.017953029127115244
Position 7520: 0.010543519635955375
Position 3825: 0.008850934432368267
Position 6639: 0.008691490099282707
Position 3119: 0.007505886990170848
Position 3871: 0.006637975505207226
Position 2376: 0.0030220992029110255
Position 852: 0.0024055149415472864
Position 242: 0.00158640963393491
Position 434: 0.0007858949986590333
Position 195: 0.0004649625603544243
Position 510: 0.0002817396866912455
Position 27: 5.381573038594467e-06
Position 6: 4.853120627576323e-06
Position 157: 4.4702163480255164e-06
Position 249: 5.101496982242316e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7313: 0.9963545817617709
Position 3496: 0.995104567371723
Position 5174: 0.7378195615310111
Position 5530: 0.44053490341242507
Position 15868: 0.3500396283684872
Position 5409: 0.2775487653210701
Position 2453: 0.24914429569097973
Position 2239: 0.22252989024172648
Position 509: 0.18867435169470673
Position 11303: 0.18400162785083415
Position 6761: 0.14655597274786672
Position 6786: 0.12403809470628915
Position 12480: 0.11458410763532756
Position 11968: 0.10018592353330845
Position 12099: 0.08315793131692287
Position 8184: 0.04822597568163344
Position 14732: 0.03281796625060587
Position 4199: 0.03239679747282319
Position 7901: 0.02698118811656148
Position 3789: 0.023691158739902712
Position 630: 0.023659889028894692
Position 3870: 0.023142035651332837
Position 608: 0.018171973227527286
Position 3938: 0.015007765142057154
Position 327: 0.012553776711870244
Position 1365: 0.012110988913930597
Position 7949: 0.010943010547032173
Position 513: 0.010061952491303665
Position 6432: 0.008691490099282707
Position 3009: 0.007505886990170821
Position 9267: 0.0069036708284754625
Position 4392: 0.006890251719372086
Position 4425: 0.006620792401856184
Position 10812: 0.006229223209890151
Position 1515: 0.0058420402131846745
Position 7768: 0.0041486675662734
Position 9692: 0.004049778841157627
Position 3975: 0.0019568546975076433
Position 7554: 0.0017139834586335923
Position 486: 0.000984669855882739
Position 703: 0.0007695164959379713
Position 567: 0.0005820615735029502
