Gene = NSUN2
index = 966
Annotated 5SS: [  408   693  1419  7728 10078 11276 13186 15342 16565 21567 22337 23466
 26092 26472 28019 28687 29154 30831]
Annotated 3SS: [  534  1313  7621 10005 11190 12992 15266 16433 21492 22205 23368 25906
 26378 27882 28605 29014 30790 33058]
SMsplice 5SS: [  408   693  1419  7728 11276 13976 15342 16565 21567 22337 23466 28368
 28687 30831]
SMsplice 3SS: [  534  1313  7621 11190 13823 15266 16433 21492 22205 23368 28255 28605
 30697 33058]
top_k =  100
Partition function (log Z): 14.440404929768999

Sorted 5' Splice Sites (High to Low Probability):
Position 22337: 1.000000000000003
Position 16565: 0.9947726917349384
Position 13976: 0.99400145250834
Position 408: 0.9798295991076298
Position 15342: 0.9590296134499766
Position 30831: 0.9413746749394089
Position 28687: 0.9400508893397997
Position 1419: 0.9355940576288865
Position 11276: 0.895832396767165
Position 693: 0.8856437159431606
Position 23466: 0.830409009334304
Position 28368: 0.66862261187205
Position 21567: 0.64334431951072
Position 26472: 0.5955409182064358
Position 7728: 0.5439815042472356
Position 26092: 0.4558798012560188
Position 25686: 0.382287913690308
Position 13186: 0.272211581176027
Position 21648: 0.22952389409951682
Position 32377: 0.2262149640430792
Position 29154: 0.19314026569782664
Position 17819: 0.18451034256566318
Position 973: 0.18065925328840085
Position 18180: 0.11765263623667685
Position 882: 0.11099760516128483
Position 21600: 0.10652653374023749
Position 1787: 0.08049756833820841
Position 11303: 0.07970688375572527
Position 866: 0.07471292076573047
Position 1423: 0.061113965148325115
Position 830: 0.04979670862703702
Position 624: 0.038387539674114075
Position 19550: 0.032905917623540774
Position 33362: 0.02188236070029778
Position 12566: 0.016142134574303045
Position 23662: 0.014737650170328995
Position 1085: 0.011319060920827979
Position 245: 0.009254083254546294
Position 183: 0.004804634456963566
Position 15410: 0.004584131761971376
Position 15630: 0.003797182104145081
Position 633: 0.003115827767459361
Position 1385: 0.002951435330479684
Position 19744: 0.002879671436974235
Position 247: 0.0016215683438654813
Position 807: 0.0014890879433221386
Position 210: 0.0012624517337550345
Position 1212: 0.0011752345660471012
Position 331: 0.0003777505469463289
Position 235: 0.00037051848292057855
Position 385: 0.00036595817385976344
Position 103: 0.0002699001380542087
Position 147: 0.0002522221558378501
Position 173: 0.00019903106456965953
Position 144: 0.00018747331668657005
Position 305: 0.00014603127278116972
Position 29: 0.00012757191918732696
Position 388: 7.24364311216542e-05
Position 683: 7.12979132433387e-05
Position 278: 5.294958152499323e-05
Position 293: 5.246589791669686e-05
Position 258: 1.1231997698384264e-05
Position 221: 7.68802170353446e-06
Position 5: 5.265631812708374e-06
Position 65: 3.841701944468378e-06
Position 323: 2.149803499814141e-06
Position 119: 2.3793283603651718e-07
Position 110: 6.277901167071808e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1313: 0.9988330741296618
Position 534: 0.9983752257722723
Position 13823: 0.9940014525083404
Position 21492: 0.9793947473504756
Position 11190: 0.975539280522891
Position 28605: 0.9482397448952193
Position 16433: 0.8083326686407135
Position 15266: 0.7247824154908653
Position 33058: 0.7102951532915457
Position 28255: 0.6321156570579208
Position 22205: 0.621821116779327
Position 26378: 0.5955409182064364
Position 7621: 0.5439815042472356
Position 30697: 0.40125670571277733
Position 25577: 0.3822879136903082
Position 23368: 0.37755349387331827
Position 30790: 0.35283032540052855
Position 23393: 0.31276928951699184
Position 12992: 0.272211581176027
Position 22261: 0.2501776025549738
Position 32205: 0.2433038777558887
Position 15233: 0.22201978387186003
Position 772: 0.21785160746188995
Position 30586: 0.2149517252251466
Position 25853: 0.21051397639289926
Position 29014: 0.19314026569782664
Position 17613: 0.17378974073142883
Position 30956: 0.16462077097195202
Position 16412: 0.16262433536014007
Position 25906: 0.1371555805755486
Position 22258: 0.12469204290600017
Position 25856: 0.10821024428757081
Position 18010: 0.10281896116849738
Position 780: 0.07719668952516057
Position 23374: 0.07191185220195549
Position 23418: 0.0681743737420383
Position 31127: 0.049369836963101266
Position 1612: 0.03974180313874848
Position 28169: 0.03650695481412867
Position 19529: 0.032905917623540795
Position 874: 0.03194067320496498
Position 16440: 0.022182984898004115
Position 33491: 0.02188236070029778
Position 1700: 0.021821269620508225
Position 15189: 0.016806959363332655
Position 12330: 0.016142134574303045
Position 18021: 0.014833675068179529
Position 29608: 0.013880443925398408
Position 1549: 0.012589473402963049
Position 804: 0.01227393075260264
Position 17734: 0.00939113214600725
Position 818: 0.008898054584208101
Position 30523: 0.00889194418073087
Position 23582: 0.007734420766259354
Position 1046: 0.0063451405764952135
Position 1687: 0.006345022175988657
Position 23517: 0.004398340244677316
Position 22013: 0.0033092377597016384
Position 19662: 0.0028796714369742375
Position 23579: 0.0026048891593923257
Position 15432: 0.0019380462765103725
Position 15538: 0.0018591358276347089
Position 941: 0.001489736022517604
Position 17490: 0.0012080233927958671
Position 16299: 0.0009152390369055411
Position 842: 0.0009111563593614307
Position 732: 0.0007916236103819586
Position 16365: 0.000509577591893483
Position 1344: 0.00039356120401432487
Position 786: 0.0003542685654512062
Position 16341: 0.00020788620728170412
Position 1359: 0.00020384622227119408
Position 977: 0.00019113541472284747
Position 1282: 0.00013722003490636693
Position 17657: 0.00012144629543116878
Position 1239: 6.646969107245142e-05
Position 567: 1.7715528902066843e-05
Position 514: 1.4694309999303356e-05
Position 597: 1.091969812064607e-05
Position 14958: 4.586485890055346e-06
Position 1127: 2.0127495600583458e-06
Position 547: 1.8098523763661838e-06
Position 544: 1.7403863904788356e-06
Position 570: 1.565542429463829e-06
Position 576: 4.725199443476365e-07
