Gene = SLC35B4
index = 1267
Annotated 5SS: [  377  7686 10380 12247 15023 15291 16900 17529 20661]
Annotated 3SS: [ 7571 10276 12196 14940 15229 16789 17452 20584 21971]
SMsplice 5SS: [  377 10380 12427 15023 16900 17529]
SMsplice 3SS: [10276 12376 14940 16789 17452 25874]
top_k =  100
Partition function (log Z): 0.07833893114572921

Sorted 5' Splice Sites (High to Low Probability):
Position 10380: 0.9991282473161013
Position 17529: 0.9861959621562314
Position 16900: 0.9602102859018115
Position 12427: 0.8991934977300228
Position 15023: 0.8834187490235645
Position 377: 0.8411487851471213
Position 4518: 0.380791197603316
Position 7686: 0.29530850367907036
Position 18049: 0.22616689087061848
Position 12247: 0.19306666745487644
Position 20784: 0.180308185703602
Position 1818: 0.10186828108029668
Position 26: 0.06452770648421068
Position 2013: 0.05446694785545754
Position 17055: 0.05303129612249527
Position 3310: 0.05000090350767297
Position 196: 0.04840974460700394
Position 248: 0.042400991063229476
Position 20661: 0.03620231993935488
Position 4485: 0.029302213396170614
Position 6976: 0.02395399054856192
Position 20855: 0.020588805572374812
Position 15020: 0.017929917716007132
Position 174: 0.014823009550294676
Position 10836: 0.014630085896961145
Position 1801: 0.010488261807978336
Position 2317: 0.006147992537269548
Position 4532: 0.004982463715707052
Position 17367: 0.004923310678207807
Position 16790: 0.0036695533658430216
Position 3314: 0.003193913895518055
Position 32: 0.0018089427235429818
Position 242: 0.0009563229057437169
Position 10472: 0.0008717526838968677
Position 346: 0.0004935460581533143
Position 2774: 0.00017843972132404457
Position 3798: 0.00016689960393922613
Position 1796: 0.00013164752856657363
Position 130: 5.664656284255351e-05
Position 1524: 4.160324352098104e-05
Position 269: 3.582437268396787e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 10276: 0.9979444544777519
Position 17452: 0.9959099748190704
Position 16789: 0.9439592039502995
Position 14940: 0.8487575851755809
Position 25874: 0.55024214430691
Position 12376: 0.4902419410700617
Position 12196: 0.46646251154093316
Position 4424: 0.41507587471519347
Position 7571: 0.29530850367907036
Position 20584: 0.23800705681849801
Position 17910: 0.15740466227103858
Position 20742: 0.1443706377158116
Position 21971: 0.13385174466814953
Position 1663: 0.11641668612912144
Position 17827: 0.07778365325897454
Position 12157: 0.07250795601479815
Position 3152: 0.053194817403191
Position 14909: 0.05259108156399064
Position 12338: 0.05222908956076557
Position 1893: 0.04705189523418967
Position 17671: 0.03349662997125632
Position 16986: 0.03318455286876696
Position 18744: 0.03280522937099682
Position 6773: 0.023953990548561916
Position 16666: 0.017581717473455345
Position 19176: 0.015989983804707772
Position 22009: 0.013579708019459033
Position 22660: 0.013482783123867567
Position 19740: 0.013403360865904313
Position 18152: 0.012404169187836309
Position 18585: 0.011325597667587166
Position 17007: 0.01099709647053689
Position 336: 0.00760358564663742
Position 16825: 0.0074970292837247925
Position 12224: 0.006688056111952347
Position 17237: 0.00526205644490028
Position 2173: 0.005236985938931712
Position 17914: 0.004825181335067246
Position 10733: 0.004448991942947576
Position 174: 0.004315024104689329
Position 12387: 0.004130610886388273
Position 10629: 0.003912308611679803
Position 10748: 0.003170971795140072
Position 10797: 0.002824339229927131
Position 16705: 0.0021978876142922914
Position 10241: 0.0020555455222460504
Position 128: 0.0017657802808418049
Position 16992: 0.0014936477290735733
Position 1741: 0.0011875009571174857
Position 2070: 0.0008802545841999937
Position 1822: 0.000693906887627466
Position 1909: 0.0006645264334273815
Position 363: 0.00047537276803213274
Position 1931: 0.00040652045074542856
Position 1637: 0.0003755423030346643
Position 117: 0.00027956495416500996
Position 10800: 0.0002734743172665647
Position 17806: 0.00024090127035428092
Position 213: 0.00023676956257436032
Position 2664: 0.0001784397213240447
Position 3659: 0.00016689960393922613
Position 1589: 9.065138553861177e-05
Position 1777: 3.710739659767482e-05
Position 1567: 3.0801094899268584e-05
Position 2109: 3.075201413784246e-05
Position 191: 1.3607112617873737e-05
Position 152: 1.3418288791721862e-05
