Gene = MLH1
index = 850
Annotated 5SS: [  332  3378  7722 11143 13732 15574 18531 18768 21213 24268 27132 32676
 35601 46963 49000 54352 55278 55686]
Annotated 3SS: [ 3286  7622 11068 13658 15481 18487 18678 21099 24173 26977 32304 35451
 46853 48935 54186 55184 55571 57153]
SMsplice 5SS: [  559  3378 11143 13732 15574 18531 18768 21213 27132 30627 35601 46963
 49000 55278 55686]
SMsplice 3SS: [ 3286 11068 13658 15440 18487 18678 21099 26977 30533 35451 46853 48935
 55184 55571 56283]
top_k =  100
Partition function (log Z): -6.889844429070468

Sorted 5' Splice Sites (High to Low Probability):
Position 13732: 1.0000000000000038
Position 18768: 1.000000000000003
Position 3378: 0.9907542991415177
Position 35601: 0.9883667800389793
Position 11143: 0.964268033068075
Position 15574: 0.8405541167837132
Position 21213: 0.8244196809844412
Position 1015: 0.6845454377922658
Position 559: 0.6327555588507906
Position 27132: 0.6123335178562381
Position 18531: 0.5970245655515971
Position 46963: 0.44016611134421724
Position 24268: 0.3541942596194816
Position 332: 0.33915176542639347
Position 7722: 0.18148400944879944
Position 8061: 0.15448871299898786
Position 134: 0.11959212184043538
Position 153: 0.11932596560791525
Position 16192: 0.0696391641240604
Position 11004: 0.06789555868117486
Position 24538: 0.03330283124699494
Position 24418: 0.025404503467264174
Position 3151: 0.017269861025768673
Position 594: 0.014615205271420727
Position 110: 0.013731774897367936
Position 16198: 0.008950112242123161
Position 3969: 0.008123345252947372
Position 7717: 0.0036950107561203563
Position 38776: 0.0024131220984033855
Position 608: 0.002124280593363219
Position 261: 0.0010067755677407514
Position 95: 0.0009155751567687675
Position 221: 0.0004330752052767684
Position 508: 0.0003379436719395884
Position 285: 0.00028837696168659285
Position 41: 0.00017294703046507435
Position 430: 9.656025918553078e-05
Position 175: 8.573633569309695e-10
Position 190: 3.0396526975784454e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 13658: 1.0000000000000036
Position 35451: 0.9998824915565973
Position 18678: 0.9650651931180994
Position 11068: 0.9642680330680751
Position 3286: 0.9600030780833292
Position 46853: 0.8772760671558221
Position 21099: 0.8244196809844412
Position 18487: 0.6319593724335013
Position 26977: 0.6123335178562384
Position 15440: 0.44225078488612746
Position 49927: 0.36548929772815675
Position 24173: 0.3541942596194818
Position 907: 0.30965203878337516
Position 15481: 0.24573351261681375
Position 869: 0.24403834196173999
Position 7622: 0.18517902020491983
Position 423: 0.15505671323535372
Position 7921: 0.15448871299898786
Position 15416: 0.109288387164604
Position 504: 0.09251843404001944
Position 15969: 0.07858927636618354
Position 47991: 0.0746768136160604
Position 10880: 0.06789555868117486
Position 744: 0.06578557846962015
Position 15347: 0.04328143211616799
Position 39565: 0.04118771348723757
Position 37913: 0.03469037562268039
Position 882: 0.03465837555178864
Position 24417: 0.03330969225421374
Position 3291: 0.02903156312377439
Position 24267: 0.025404503467264174
Position 3046: 0.018989518960182614
Position 957: 0.015267138777854487
Position 39927: 0.010207295890825314
Position 36521: 0.00812880844761445
Position 3823: 0.008123345252947372
Position 39084: 0.00716006102006181
Position 425: 0.0061895132025951245
Position 231: 0.005468937078966353
Position 37412: 0.002460433273942169
Position 38656: 0.002413122098403381
Position 36141: 0.0022597150306725685
Position 35838: 0.001548838164699878
Position 35874: 0.0013842364914503197
Position 35890: 0.001338016179505039
Position 37351: 0.0007252192744660836
Position 456: 0.00021955195779694883
Position 767: 0.00010703988673473677
Position 187: 8.942047246988934e-05
Position 27307: 8.257709222910064e-05
Position 535: 2.9138888012907315e-05
Position 29622: 2.3580218659204117e-05
Position 435: 3.449682274466076e-06
Position 363: 2.691226721769384e-06
Position 19602: 2.544385777159222e-06
Position 258: 2.4200477085865063e-06
Position 545: 2.3187082984327955e-06
Position 481: 2.2633230091953384e-06
Position 22068: 1.9457395199323272e-06
