Gene = PITHD1
index = 1033
Annotated 5SS: [ 309 1077 1537 7375 8019]
Annotated 3SS: [1032 1458 7269 7909 8869]
SMsplice 5SS: [ 309 1537 7375 8019]
SMsplice 3SS: [1458 7269 7909 9345]
top_k =  100
Partition function (log Z): -4.366166830841448

Sorted 5' Splice Sites (High to Low Probability):
Position 309: 0.9835250464540406
Position 7375: 0.9204419484560274
Position 8019: 0.8662094738310456
Position 1537: 0.7176171397984338
Position 1077: 0.2333545994473726
Position 5671: 0.19309788882379741
Position 6483: 0.08610767090382716
Position 1589: 0.022590375863237682
Position 7363: 0.02211623730405806
Position 658: 0.020169710232359823
Position 6478: 0.017531892182858434
Position 1197: 0.015598961684783082
Position 882: 0.012531000359009312
Position 344: 0.01249540552037711
Position 6113: 0.012114667913433675
Position 1282: 0.006505284135883118
Position 5190: 0.004828991140394632
Position 4735: 0.003883688358502288
Position 97: 0.0037267949673678614
Position 631: 0.0020414799066832863
Position 958: 0.0003533641400530327
Position 893: 0.0003213645214809893
Position 75: 2.8956987825862933e-05
Position 281: 1.3660500518041563e-06
Position 121: 1.3409995789505923e-07
Position 42: 1.2637072238374993e-07
Position 466: 1.7878778128461767e-08
Position 139: 1.491613789683956e-08
Position 113: 2.3313085050233833e-09
Position 14: 5.1031958444482436e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7269: 0.9785037007154965
Position 7909: 0.8766639241908503
Position 1458: 0.717686092350015
Position 9345: 0.3413350419451775
Position 8869: 0.323210517687763
Position 5625: 0.19398125280223086
Position 1032: 0.17605489606209393
Position 6338: 0.10363956308668561
Position 9468: 0.07396866447563843
Position 775: 0.06022023389488277
Position 9530: 0.048937322789306306
Position 8575: 0.02729912848641267
Position 8972: 0.026283912019815135
Position 8775: 0.023853542522512226
Position 1426: 0.022322894865768304
Position 945: 0.020630611940957746
Position 8279: 0.017310836360298263
Position 553: 0.015045425413821025
Position 5856: 0.012800184214358093
Position 8684: 0.012505852457466594
Position 9110: 0.01051143178968148
Position 8628: 0.009390987902113158
Position 8656: 0.008841394170635824
Position 7724: 0.007365234315166402
Position 9366: 0.006991874210017648
Position 4616: 0.005567858883282644
Position 5091: 0.0048289911403946294
Position 8151: 0.004585448201604099
Position 7457: 0.003789930431723633
Position 486: 0.003116142400418955
Position 7775: 0.0027132924971088736
Position 980: 0.0024144725052489516
Position 730: 0.0022556883053687503
Position 727: 0.002204634141571101
Position 391: 0.0018208249090624015
Position 442: 0.001791307357154876
Position 1104: 0.001696322504271472
Position 746: 0.001292575624345932
Position 951: 0.0007701445590260772
Position 7693: 0.000708699437384447
Position 832: 0.0005926559271385592
Position 787: 0.0005870386547679136
Position 916: 0.0003658797527636364
Position 842: 0.00031844253021330376
Position 1721: 0.00016615586980849782
Position 167: 8.259431817021804e-05
Position 182: 6.988500757607246e-05
Position 170: 2.8559662326484523e-05
Position 224: 2.6316753854530056e-05
Position 568: 1.6042708752309426e-05
Position 703: 1.4553333086545187e-05
Position 1051: 9.190793565628068e-06
Position 535: 1.2387033603893787e-06
Position 527: 1.2151126629989504e-06
Position 402: 9.100685281335363e-07
Position 415: 7.825057769374495e-07
Position 179: 7.168143167076535e-07
Position 572: 5.725011113427242e-07
