Gene = FBXL18
index = 541
Annotated 5SS: [  142  8387 13311 22568]
Annotated 3SS: [ 8167 11766 22348 31866]
SMsplice 5SS: [  142  8387 11899 22568]
SMsplice 3SS: [ 8167 11766 22348 31866]
top_k =  100
Partition function (log Z): -9.310101792340996

Sorted 5' Splice Sites (High to Low Probability):
Position 22568: 0.9931170838283104
Position 8387: 0.9904647775148132
Position 11899: 0.9552446969749114
Position 142: 0.9107389630181589
Position 23380: 0.5229360315402813
Position 25691: 0.41630199550597224
Position 25483: 0.29238846325791035
Position 1037: 0.16783871660861
Position 18864: 0.10693650125760873
Position 23701: 0.09620847894118932
Position 8597: 0.08918557284325779
Position 13311: 0.057785044893717025
Position 11631: 0.05720822359034322
Position 12883: 0.0438304914029942
Position 11893: 0.042539468287288794
Position 70: 0.0360117831709355
Position 23720: 0.03485814241882554
Position 26228: 0.02820487071711021
Position 591: 0.024107609165466375
Position 11615: 0.013362243083274461
Position 6110: 0.01223564041882597
Position 23752: 0.008754597829302694
Position 8568: 0.007542520299986534
Position 23442: 0.006619699581750426
Position 9629: 0.0038023964896238866
Position 105: 0.0009855590504109144
Position 11986: 0.0006748254523895368
Position 189: 0.0005594325518295327
Position 716: 0.00042228920341403584
Position 701: 0.00042001453490095667
Position 673: 0.00019342862506487607
Position 595: 0.00017716100979844093
Position 737: 0.0001476033172868013
Position 199: 0.0001284163373897059
Position 706: 0.00011898295699812087
Position 147: 6.516246326671432e-05
Position 219: 5.969995356838426e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 22348: 0.9987523634133721
Position 11766: 0.9987349627418926
Position 8167: 0.8735922742997593
Position 25334: 0.5216509830362122
Position 23304: 0.5012852674851157
Position 31866: 0.3331614946217841
Position 25578: 0.2680564334509433
Position 23585: 0.2536002353673057
Position 25454: 0.1957312801511803
Position 23860: 0.13305102579042138
Position 831: 0.12674411708192773
Position 18705: 0.10693650125760873
Position 8237: 0.09093303289038154
Position 11509: 0.07057046667361759
Position 26974: 0.06219835319659875
Position 13070: 0.057785044893717025
Position 8485: 0.057582325819028786
Position 26108: 0.04914701840470022
Position 12607: 0.044167610876904
Position 8524: 0.03914576732421551
Position 23336: 0.03675299537659693
Position 8103: 0.025939470324672406
Position 25744: 0.024332029806967182
Position 24026: 0.020422246932829357
Position 5991: 0.0065538087092553415
Position 986: 0.006468712145600648
Position 5971: 0.005681831709570628
Position 859: 0.00503874148078295
Position 9532: 0.0038023964896238866
Position 884: 0.0037232512587893145
Position 13740: 0.0001878359374081412
Position 16153: 0.00016358234128255105
Position 12456: 0.00010087226436616907
Position 12344: 9.835127531590406e-05
Position 11961: 4.923147922173003e-05
Position 12488: 3.467178782055786e-05
