Gene = TWISTNB
index = 1512
Annotated 5SS: [ 325 4309 9016]
Annotated 3SS: [ 4166  8806 10359]
SMsplice 5SS: [ 325 4309 9016]
SMsplice 3SS: [ 4166  8806 12621]
top_k =  100
Partition function (log Z): -6.537588011431804

Sorted 5' Splice Sites (High to Low Probability):
Position 9016: 0.9797886661361593
Position 4309: 0.9744266553201516
Position 325: 0.9482776621412012
Position 2864: 0.3330466602742398
Position 7175: 0.3304956181493442
Position 12806: 0.30074219871908514
Position 7541: 0.14934568100546664
Position 128: 0.12035056379744405
Position 7317: 0.05948356338449065
Position 1271: 0.02809858420754638
Position 8649: 0.02166103073508263
Position 81: 0.014452332170224727
Position 7387: 0.012344495775994594
Position 494: 0.0006010114125766841
Position 829: 0.0003588588428192382
Position 555: 0.0002690876262919706
Position 604: 0.0002651312482696984
Position 121: 0.00023656681684960698
Position 418: 0.00013869025682892275
Position 191: 8.43248026936131e-05
Position 183: 7.412829841036709e-05
Position 50: 1.0177355166560281e-05
Position 34: 4.316939661343506e-06
Position 26: 6.164727805899142e-07
Position 160: 1.1985758241023993e-07
Position 198: 8.968850781178124e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8806: 0.9551689916252182
Position 4166: 0.9517693999888904
Position 12621: 0.5366459796140712
Position 7076: 0.4037345326759989
Position 12899: 0.24900643067148104
Position 7444: 0.14934568100546664
Position 2795: 0.14436974223533333
Position 2636: 0.1328503501711343
Position 13207: 0.1258870872478861
Position 13037: 0.10904825344451152
Position 10359: 0.08609897367215899
Position 11027: 0.043847075838741895
Position 2737: 0.04325594493427131
Position 267: 0.0432308311069378
Position 8718: 0.038998204638490394
Position 9448: 0.03693876176753354
Position 198: 0.028492634606940126
Position 1147: 0.02814199537716619
Position 4174: 0.022657255331261558
Position 8354: 0.02166103073508263
Position 9311: 0.017152100692843116
Position 11159: 0.01643280999588942
Position 9418: 0.014134889326041025
Position 12850: 0.01324335608664564
Position 9102: 0.012689412863467826
Position 234: 0.010090608710401329
Position 9135: 0.008888002177206733
Position 9261: 0.0062034879035476
Position 2502: 0.005877114186245601
Position 2553: 0.0034051416330397235
Position 158: 0.003309603303030055
Position 2534: 0.003288367114215658
Position 11225: 0.0032637902687882264
Position 10014: 0.001775133093080824
Position 9577: 0.0014561398724366092
Position 7903: 0.0007834067727858325
Position 4441: 0.0006046809298013923
Position 4635: 0.0005971556998038976
Position 4858: 0.00021247411702305532
