Gene = GCSAML
index = 582
Annotated 5SS: [  176 19997 42163 49409 56582 58902]
Annotated 3SS: [19881 42077 49348 56531 58872 67084]
SMsplice 5SS: [  176 12350 19997 33603 40296 49409 56582 67231 67721]
SMsplice 3SS: [12116 19881 33530 40208 49348 56531 67084 67662 68258]
top_k =  100
Partition function (log Z): -33.80334085884789

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.9998788516179118
Position 12350: 0.8982456504308314
Position 19997: 0.5508004307902856
Position 12618: 0.06521849807731456
Position 5879: 0.0006367123278906439
Position 225: 0.00012024906198717365
Position 5872: 0.0001187758421305582
Position 3632: 6.525571357867606e-05
Position 1547: 2.2371084618165315e-05
Position 1571: 1.8249199382709566e-05
Position 519: 4.839212541074153e-07
Position 586: 2.1056694506169623e-07
Position 486: 2.0483189669781415e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12116: 0.9060516828336889
Position 19881: 0.9047111161735883
Position 22979: 0.28772038755605533
Position 22428: 0.14750949338003733
Position 12515: 0.08445988285538923
Position 20551: 0.05820574031389892
Position 20166: 0.057364809540290634
Position 18760: 0.0328380443715424
Position 17345: 0.016579859196979563
Position 7461: 0.002717178931823673
Position 6137: 0.0023300419277696113
Position 4798: 0.0021192629179963905
Position 5720: 0.002091747684756066
Position 12440: 0.0016807664051939205
Position 10656: 0.0013986379735816943
Position 9581: 0.001186921412753636
Position 5777: 0.0005099826611969079
Position 1737: 0.00041271376748400917
Position 3352: 0.00040750531946723203
Position 7913: 0.00040416820682890795
Position 5780: 0.000359675210185482
Position 731: 0.0002868804992943875
Position 5078: 0.00027180464782524245
Position 5686: 0.00027113268546581935
Position 7107: 0.0002613454700906101
Position 1399: 0.00025333193121486084
Position 6482: 0.0002096764989236446
Position 5701: 0.0002070926803626092
Position 1012: 0.00016506397109657334
Position 6798: 0.00016195134770139797
Position 615: 0.00015476627190553455
Position 6068: 0.0001527549771435799
Position 2207: 0.0001492310063361133
Position 5553: 0.00014870392406787065
Position 4621: 0.00014662444681945414
Position 1907: 0.000138931603798985
Position 5365: 0.00012956110620667132
Position 1503: 0.00011518675179159063
Position 3514: 0.00011451708371430948
Position 3876: 9.302182134106901e-05
Position 2431: 9.02576537299402e-05
Position 3211: 7.631292091427218e-05
Position 4463: 5.9557358364440335e-05
Position 3397: 4.598447986006113e-05
Position 3047: 4.351370920342157e-05
Position 2784: 4.23825834650489e-05
Position 632: 4.225673118881906e-05
Position 3004: 3.4853460915379485e-05
Position 2041: 3.4276196299157466e-05
Position 1332: 3.07852501030175e-05
Position 585: 2.103385241004338e-05
Position 2130: 2.0279484693842862e-05
Position 1076: 1.8589480895406403e-05
Position 755: 1.7745430335639977e-05
Position 1342: 1.7050713098944454e-05
Position 777: 1.4862193671218671e-05
Position 1112: 1.381900057427376e-05
Position 3483: 9.556983599840297e-06
Position 1440: 1.6286171026386929e-06
