Gene = FOXL2NB
index = 563
Annotated 5SS: [ 231 2406]
Annotated 3SS: [2285 3030]
SMsplice 5SS: [774]
SMsplice 3SS: [2030]
top_k =  100
Partition function (log Z): -8.567968409173368

Sorted 5' Splice Sites (High to Low Probability):
Position 774: 0.6688327660032485
Position 2154: 0.5414597542876186
Position 231: 0.5145333489706914
Position 1834: 0.42740650413653314
Position 1618: 0.1782095255647153
Position 583: 0.0755032087025567
Position 1171: 0.07388240929318296
Position 103: 0.06381697717780761
Position 813: 0.06378844081304715
Position 2615: 0.046496610996124677
Position 2550: 0.036665459540506436
Position 1573: 0.021518689390976647
Position 2146: 0.018444000822486796
Position 791: 0.0142550672539812
Position 146: 0.012841003161352674
Position 334: 0.008164809322970552
Position 735: 0.0064601617957245035
Position 610: 0.00454387260979358
Position 394: 0.004318014426213853
Position 2160: 0.0023248537172462663
Position 747: 0.0015378557813762249
Position 590: 0.0013560609324080482
Position 2142: 0.0010808633358498113
Position 1332: 0.0009389638667918195
Position 386: 0.0008853582630556543
Position 2140: 0.0008326628938610231
Position 555: 0.0007583762206105775
Position 2166: 0.0006462707181628579
Position 571: 0.0006004606650740524
Position 339: 0.0005627305235813869
Position 151: 2.455955733811135e-05
Position 260: 3.489167851311783e-06
Position 437: 2.948994290085785e-06
Position 7: 1.1068710294949674e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2030: 0.8874055083758089
Position 1721: 0.40874792415133526
Position 690: 0.3693129068918492
Position 4143: 0.27566244943885443
Position 2277: 0.2584398263061734
Position 1422: 0.2268883263900798
Position 5298: 0.08290844127406533
Position 2815: 0.057664355506598916
Position 5810: 0.03509873643696798
Position 974: 0.03067136161495271
Position 3030: 0.026704118711469802
Position 603: 0.022610542034280808
Position 993: 0.021945210032139395
Position 435: 0.020602873012915884
Position 530: 0.019711884700892947
Position 1078: 0.018114622337321744
Position 641: 0.011993379142799477
Position 1773: 0.005666093332212916
Position 2823: 0.00461166411488404
Position 2227: 0.0042092234536088
Position 1526: 0.001078527912022365
Position 1201: 0.0009389638667918177
Position 172: 0.0003631587933818405
Position 481: 0.00033873379292193256
Position 1111: 0.0003285096787993669
Position 488: 0.0002515750021235823
Position 539: 0.00021727098401651179
Position 1084: 6.223884818573048e-05
Position 370: 4.448173369675111e-05
Position 401: 2.797748412846568e-05
Position 230: 2.6436704635262792e-05
Position 459: 2.3523471268823016e-05
Position 374: 1.8517523779688745e-05
Position 765: 3.769137276163295e-06
Position 546: 3.0574018913201064e-06
