Gene = AGT
index = 39
Annotated 5SS: [  212  4303  8365 10105]
Annotated 3SS: [ 3443  8096  9959 10967]
SMsplice 5SS: [  212  4303  8365 10105]
SMsplice 3SS: [ 4173  8096  9959 10967]
top_k =  100
Partition function (log Z): -2.042373680161915

Sorted 5' Splice Sites (High to Low Probability):
Position 4303: 0.9997738627244923
Position 212: 0.9545335869136473
Position 10105: 0.9335650540133635
Position 8365: 0.741446115741174
Position 3399: 0.21046043233055606
Position 8589: 0.19660424450110753
Position 25: 0.13624701453697902
Position 9029: 0.11266653624320701
Position 4734: 0.10376751519564038
Position 3223: 0.09692536667632153
Position 6475: 0.03528929102134725
Position 1015: 0.03250854506346405
Position 4989: 0.026942592352403268
Position 6748: 0.023539817888265233
Position 7558: 0.01324977471811859
Position 11058: 0.010578711503314537
Position 10096: 0.007378852114699076
Position 8773: 0.00310644581487417
Position 77: 0.0006786561765531491
Position 17: 0.0002057777451442159
Position 4710: 0.0002013000826473298
Position 4715: 0.00015942882359668028
Position 4566: 0.0001028424022410042
Position 82: 0.00010186456068227239
Position 67: 8.969144328740256e-05
Position 31: 1.7245775429555635e-06
Position 29: 1.6382585950092988e-06
Position 64: 4.0810117850585686e-07
Position 47: 3.6518769233944756e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4173: 0.9834610312376392
Position 9959: 0.8993852718576806
Position 10967: 0.8262017087302342
Position 8096: 0.7396448168899791
Position 3318: 0.21046043233055606
Position 8528: 0.20078146081863404
Position 8897: 0.11749864071942277
Position 4588: 0.10177883898148175
Position 143: 0.06867437873546633
Position 3142: 0.06836369139776262
Position 10014: 0.053684848856591076
Position 11645: 0.04517417048227063
Position 10368: 0.03481310089809834
Position 927: 0.030261628171725567
Position 4870: 0.02569796176572522
Position 6658: 0.023539817888265233
Position 10327: 0.02242559629911285
Position 6448: 0.019971590782579877
Position 10859: 0.019885647160139856
Position 3075: 0.015239530425483804
Position 6427: 0.015213388040314912
Position 10277: 0.013650968257882826
Position 2974: 0.01332214485307511
Position 7487: 0.01324977471811859
Position 109: 0.012670353484059009
Position 10904: 0.01177858629788536
Position 4121: 0.010658997209529657
Position 10460: 0.008789311650325492
Position 98: 0.00835239650102359
Position 10837: 0.006864630217463266
Position 7864: 0.004322627972655075
Position 4086: 0.0035709955588973724
Position 4688: 0.0024619681362610096
Position 851: 0.0022469168917384885
Position 153: 0.0021632701118296273
Position 4001: 0.002082838718425801
Position 4890: 0.0015309510396002252
Position 6254: 0.00010431219845245506
Position 4434: 7.439602530771427e-05
Position 4593: 3.0365847475705682e-05
Position 4431: 2.8446376933289938e-05
Position 4563: 1.5323507108414104e-05
