Gene = NADK2
index = 908
Annotated 5SS: [  300 14322 15324 16257 22203 24051 29955 34629 40693 41572 44258]
Annotated 3SS: [14232 15234 16174 22118 23913 29875 34532 40636 41517 44133 46515]
SMsplice 5SS: [  300   917  8331  8532 14322 15324 16257 16542 22203 24051 34629 41572
 44258]
SMsplice 3SS: [  816  8213  8426 14232 15234 16174 16439 22118 23913 34532 41517 44133
 44775]
top_k =  100
Partition function (log Z): 1.402150468923126

Sorted 5' Splice Sites (High to Low Probability):
Position 16257: 0.9953510053743602
Position 8532: 0.9855747268747882
Position 14322: 0.9840643761408052
Position 15324: 0.9816388023101441
Position 16542: 0.9790313513577827
Position 24051: 0.9335197391693686
Position 300: 0.8864211317313943
Position 8331: 0.7928160775280655
Position 22203: 0.6243159006220379
Position 917: 0.5016482778725413
Position 963: 0.4983517221274598
Position 9992: 0.4050086761858527
Position 10651: 0.32107917253036394
Position 15647: 0.3046755835274825
Position 10173: 0.21700229903991972
Position 22193: 0.1909805695966342
Position 8759: 0.1471349912511851
Position 8308: 0.1182677474526506
Position 22850: 0.11709190497084135
Position 16027: 0.0858799141631773
Position 15538: 0.08569916145392871
Position 22230: 0.07991522812841988
Position 29955: 0.05186293231979907
Position 236: 0.04933795924985644
Position 257: 0.025558040998964946
Position 440: 0.01829698760052744
Position 14808: 0.013484319710946682
Position 79: 0.010773428945284347
Position 15341: 0.009331897688468666
Position 8878: 0.004722957690140726
Position 695: 0.00427039881087397
Position 24055: 0.002926752059066952
Position 16269: 0.002525399992877601
Position 677: 0.0018057385204308016
Position 16237: 0.0014814941841880226
Position 304: 0.001147089306703827
Position 115: 0.0007293083539239975
Position 483: 0.000595588214741078
Position 479: 0.00044795383828787565
Position 16294: 0.00044008039274511066
Position 602: 0.00019364590258244283
Position 350: 0.00018429815590675694
Position 481: 0.00014985184328916045
Position 415: 4.888450409601658e-05
Position 121: 3.9694023137965776e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 816: 1.000000000000001
Position 16174: 0.9997000444512613
Position 15234: 0.9991558097359817
Position 23913: 0.9991378472017438
Position 8426: 0.9865453378417075
Position 14232: 0.9840643761408051
Position 16439: 0.9229548437181069
Position 8213: 0.9130109826684711
Position 22118: 0.8952116983470925
Position 9799: 0.4050086761858527
Position 10567: 0.32107917253036394
Position 15537: 0.24295293745554447
Position 10080: 0.18772826573863688
Position 24851: 0.17649629462680083
Position 31080: 0.13820814147043808
Position 29828: 0.13188714614299774
Position 8696: 0.13078113471590938
Position 29875: 0.117353245396769
Position 32945: 0.11724317411162549
Position 32381: 0.09005143809856284
Position 15940: 0.07080837603771487
Position 22784: 0.06725368209679526
Position 15485: 0.062125187110594206
Position 22698: 0.049838222874046094
Position 28780: 0.043522434655864736
Position 16354: 0.034232069850973934
Position 26514: 0.033416823811433016
Position 15461: 0.0284762987948893
Position 27352: 0.026190614084330717
Position 24587: 0.025553519099356402
Position 15386: 0.02300363896304857
Position 16451: 0.021840815923339148
Position 10041: 0.021792155384779383
Position 8639: 0.018179045570741653
Position 24146: 0.01600611693903296
Position 14704: 0.013484319710946682
Position 15734: 0.01242173152398875
Position 26881: 0.012184755887876987
Position 26335: 0.011447142497510925
Position 26912: 0.010508144286824193
Position 26594: 0.009791152052286457
Position 25276: 0.009064287884791616
Position 26964: 0.008906950060508845
Position 15395: 0.008265454262687117
Position 10086: 0.007481877916503467
Position 15568: 0.007213810091215492
Position 15602: 0.006662819960396269
Position 25019: 0.006223000052628689
Position 24247: 0.004255042388595831
Position 15420: 0.0034894886056663498
Position 15712: 0.002747742094386223
Position 16960: 0.0008621527982545645
Position 16387: 3.6218653645451734e-06
