Gene = IPPK
index = 710
Annotated 5SS: [  358 11632 13810 17693 20813 22207 27514 29556 32265 35108 35880 50780]
Annotated 3SS: [11583 13713 17625 20690 22116 27454 29482 31984 34956 35776 50699 54207]
SMsplice 5SS: [  358  6204  6506 10966 11632 13810 15050 17693 20854 22207 29556 35108
 35880 42017 45715 50780 54353]
SMsplice 3SS: [ 6112  6464 10845 11583 13713 14903 17625 20690 22116 29482 35018 35776
 41895 45638 50699 54207 56534]
top_k =  100
Partition function (log Z): -15.786093314814451

Sorted 5' Splice Sites (High to Low Probability):
Position 13810: 0.9994993798531759
Position 11632: 0.94754159379695
Position 6204: 0.9210895556439598
Position 358: 0.8962839766962358
Position 17693: 0.8150376726854645
Position 6506: 0.7732499813643432
Position 22207: 0.7368466897385842
Position 15050: 0.7174926201246611
Position 1888: 0.5626485833296914
Position 17030: 0.5577298174220898
Position 20854: 0.5211971361768768
Position 20813: 0.29512174551327996
Position 6048: 0.2549562271987311
Position 7447: 0.1946503299165052
Position 8467: 0.12341270216206421
Position 21343: 0.11053332808596011
Position 20841: 0.0925546452353894
Position 15650: 0.06722089461612125
Position 982: 0.04583609965464167
Position 566: 0.03734878073214669
Position 11641: 0.036003566795753214
Position 14700: 0.02642895098551275
Position 382: 0.026021943318049107
Position 15726: 0.024223220902413623
Position 387: 0.020548404588330158
Position 1610: 0.01721259054658921
Position 1094: 0.016891216868208467
Position 12348: 0.016638880696664582
Position 444: 0.012487586130849705
Position 407: 0.012290237530476355
Position 966: 0.006769191695282424
Position 12337: 0.006299790443847974
Position 1014: 0.004810057574292889
Position 548: 0.004539620812852493
Position 1004: 0.002971750545980202
Position 15170: 0.0017682579517519887
Position 17228: 0.0013500729502979086
Position 14952: 0.0010414145603269886
Position 14075: 0.0009610459132310445
Position 14904: 0.0006712946936538119
Position 840: 0.0005663497363682402
Position 15344: 0.00048743519388121006
Position 371: 0.000161537057590263
Position 47: 0.00012881305286429367
Position 15027: 0.00011986575777982529
Position 603: 9.20549758797669e-05
Position 312: 6.227293992246641e-05
Position 49: 6.249173787945873e-06
Position 340: 4.180820951290844e-06
Position 149: 3.6093533429589523e-06
Position 365: 9.785093584826958e-07
Position 135: 5.63398870428128e-08
Position 241: 4.13588314476656e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11583: 0.9835451605927026
Position 13713: 0.9406613339906305
Position 20690: 0.9310812138098606
Position 22116: 0.9111685878883683
Position 6112: 0.8594859165480241
Position 17625: 0.8150376726854645
Position 6464: 0.6803530580196442
Position 14903: 0.6469703106269488
Position 1718: 0.5626485833296914
Position 16802: 0.557729817422089
Position 5900: 0.31655986629466737
Position 24876: 0.19378746311094613
Position 26894: 0.17735830527202925
Position 21237: 0.12792265105349812
Position 8322: 0.12341270216206411
Position 26110: 0.11052508173638709
Position 23379: 0.09266181196236753
Position 15622: 0.08816629928022901
Position 24880: 0.08746441506613442
Position 7363: 0.08691328985107769
Position 14865: 0.0739858515096018
Position 7188: 0.06857963656958771
Position 6391: 0.0625715042580385
Position 912: 0.05980379431757955
Position 13657: 0.0588380458625457
Position 20968: 0.046194664506573106
Position 24495: 0.04492346031784446
Position 7225: 0.039157403495839765
Position 6411: 0.03032541908666101
Position 22887: 0.025924478875719904
Position 12210: 0.022938671140512575
Position 442: 0.021379524699182095
Position 14527: 0.015881946599432338
Position 1477: 0.008779357333904628
Position 891: 0.00805859375415404
Position 464: 0.006124211972428209
Position 15504: 0.004229621252758905
Position 22375: 0.004201673397157378
Position 14541: 0.0036417263364819314
Position 14562: 0.0029887698681059904
Position 14575: 0.0021330870686227933
Position 17819: 0.0020879327387488215
Position 14579: 0.001920712064492879
Position 17129: 0.0013500729502979134
Position 13988: 0.0008479823315482567
Position 819: 0.0005259646261069936
Position 15202: 0.00048743519388121006
Position 638: 0.0003661533093646787
Position 14036: 0.00011306358168278783
