Gene = ANLN
index = 86
Annotated 5SS: [  239  6614  9588 16761 18151 20899 21361 26079 27385 29674 30509 30939
 32187 33004 34138 34788 34937 35935 36231 37223 49485 54057 60032]
Annotated 3SS: [ 6459  9272 16374 17927 20707 21252 25951 27273 29437 30362 30790 32050
 32826 34010 34738 34879 35895 36208 37109 49397 53948 59858 62670]
SMsplice 5SS: [  239  6614  9588 16761 20899 21361 26079 29662 30509 30939 32187 33004
 34788 34937 37223 49485 54057 59507 60032]
SMsplice 3SS: [ 6459  9412 16675 20707 21252 25951 29437 30362 30805 32050 32826 34738
 34879 37109 49397 53948 59335 59858 62670]
top_k =  100
Partition function (log Z): 9.39936020643507

Sorted 5' Splice Sites (High to Low Probability):
Position 9588: 0.9999999999999978
Position 20899: 0.9999999999999978
Position 30509: 0.9999999999999966
Position 32187: 0.9999812438639107
Position 34937: 0.9200660752975669
Position 21361: 0.9041825398607913
Position 33004: 0.8987435130662571
Position 37223: 0.8751656343970273
Position 26079: 0.8366239563852245
Position 6614: 0.7930588582726102
Position 29662: 0.7740426984933354
Position 239: 0.7599061829575502
Position 30939: 0.7423833064910788
Position 34788: 0.5642355202350366
Position 34138: 0.4333979615968919
Position 21825: 0.3549567343649706
Position 35632: 0.2512807935540196
Position 35935: 0.24720779683321664
Position 243: 0.2400938170424482
Position 5963: 0.23637137927367044
Position 29674: 0.21084252372059756
Position 26103: 0.1607391395927877
Position 27369: 0.1411851086638814
Position 39740: 0.1344187934706779
Position 18151: 0.12862311372070917
Position 28455: 0.12507320896896515
Position 28477: 0.11603546159076464
Position 36269: 0.06096650714225698
Position 27385: 0.05126272487046804
Position 23082: 0.04146358113108536
Position 30849: 0.03998469392108425
Position 31109: 0.03807434301052911
Position 6584: 0.03705715734607369
Position 28489: 0.03594741996500725
Position 29942: 0.025173186442488428
Position 29988: 0.011296965281471356
Position 32376: 0.006701513819779119
Position 32466: 0.0037071471312750317
Position 32653: 0.0036199829283546673
Position 29531: 0.003172879423070941
Position 26107: 0.0020513908253151944
Position 30046: 0.001789592235250493
Position 26928: 0.0015136714793585774
Position 33480: 0.0013138125179626807
Position 26528: 0.0012056123210840218
Position 26841: 0.0011012225118391546
Position 32991: 4.639713428186979e-06
Position 32986: 3.1551782392658797e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 20707: 0.9999999999999978
Position 25951: 0.9994144868033275
Position 32050: 0.9910727040120499
Position 29437: 0.9878987892693472
Position 9412: 0.9875237687070304
Position 30362: 0.9821860327278067
Position 37109: 0.8891790534732761
Position 32826: 0.8728686219124762
Position 34879: 0.837833366921494
Position 6459: 0.8301160156186844
Position 21252: 0.6443206860345367
Position 34738: 0.6335460737869215
Position 41850: 0.4157391363443351
Position 34010: 0.36789711018700527
Position 30805: 0.3425552785327699
Position 39439: 0.2856576709386807
Position 35895: 0.28362340876962433
Position 28291: 0.2770560905247369
Position 35509: 0.25469324063406074
Position 5905: 0.2363713792736705
Position 30769: 0.20251984106662174
Position 38500: 0.2025065170505931
Position 27273: 0.19244783353434944
Position 30790: 0.18089041694551117
Position 21714: 0.17714846685975486
Position 21160: 0.1363560282296682
Position 17927: 0.12862311372070917
Position 21236: 0.12252081980440942
Position 37593: 0.11139186212008569
Position 21627: 0.10490739192315315
Position 33947: 0.06416732689413378
Position 43394: 0.047555319833510565
Position 22974: 0.04146358113108538
Position 29753: 0.03825978147703773
Position 30984: 0.0380743430105291
Position 21548: 0.03658905944878937
Position 36208: 0.035092392994336204
Position 30848: 0.029890735649523627
Position 38821: 0.024661116869766877
Position 21650: 0.020604512402515682
Position 32931: 0.01807600736460997
Position 34711: 0.016239803433288503
Position 21749: 0.01570730373075766
Position 32332: 0.014028643879408826
Position 9272: 0.012476231292967942
Position 30845: 0.012342069231255522
Position 30382: 0.009073309822493172
Position 32080: 0.008908539851861094
Position 30639: 0.008203719574901399
Position 38993: 0.008113237808711232
Position 37427: 0.0075089199511170724
Position 32779: 0.006399024167414318
Position 30735: 0.005965939411579812
Position 30328: 0.0037143163554450628
Position 30364: 0.0027563522743099984
Position 26780: 0.0019731579065642383
Position 30306: 0.0016429197221124706
Position 34049: 0.0013335245157528742
Position 26233: 0.0012056123210840222
Position 33124: 0.0011102294045216576
Position 21030: 0.0009850057921761508
Position 32973: 0.0008033989076663397
Position 26684: 0.0006417360846334932
Position 30217: 0.0006270315800041061
Position 32739: 0.0006028515889524104
Position 33384: 0.00020358311344102344
Position 29313: 0.00015931236765621525
Position 32706: 7.797002085181332e-07
Position 32702: 6.243165945982577e-07
