Gene = G0S2
index = 571
Annotated 5SS: [130]
Annotated 3SS: [232]
SMsplice 5SS: [130 342]
SMsplice 3SS: [232 425]
top_k =  100
Partition function (log Z): -2.504160154692663

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9927484094156226
Position 342: 0.5854793417082973
Position 334: 0.01731513766130386
Position 53: 0.00505988070073497
Position 170: 0.0016138668719585254
Position 57: 0.00037290941085443667
Position 532: 0.00015836695590498912
Position 133: 0.00012478599841851177
Position 5: 1.3377774784726803e-07
Position 119: 1.0470978484478798e-07
Position 379: 8.347050777616942e-09
Position 346: 7.873437388617058e-09
Position 233: 3.509643173870334e-09
Position 180: 2.4144590657200237e-09
Position 274: 1.836873262262204e-09
Position 376: 1.0020358038833957e-09
Position 400: 1.756375097376288e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 232: 0.9994825126479947
Position 425: 0.411187656186795
Position 441: 0.07832979131833208
Position 564: 0.02412581004516609
Position 731: 0.017949791264111566
Position 444: 0.016983725082516374
Position 750: 0.011203869812824285
Position 465: 0.009337363512042464
Position 576: 0.007856477478361684
Position 407: 0.005880310766821253
Position 877: 0.005855394974928926
Position 483: 0.0053576368057680224
Position 810: 0.0025714072126728615
Position 695: 0.0012960597663962596
Position 668: 0.001218299587558775
Position 495: 0.0008872212688591814
Position 448: 0.0005364279782779056
Position 767: 0.000525879957705268
Position 779: 0.00044741657555451904
Position 733: 0.00035743957173368506
Position 206: 0.00022725137150811999
Position 492: 0.00022066075840289573
Position 507: 0.00020008993511178526
Position 782: 0.0001328974026582119
Position 477: 0.00011720083206919553
Position 671: 0.00010993224808791315
Position 688: 0.0001009165232048
Position 499: 8.759999314038399e-05
Position 514: 8.418249433562831e-05
Position 510: 3.8145493854663864e-05
Position 593: 3.754428112284549e-05
Position 794: 3.207587848186238e-05
Position 690: 2.6297616733100515e-05
Position 257: 1.983351654008295e-05
Position 252: 1.7091401175291862e-05
Position 250: 1.614651712937559e-05
Position 300: 6.6028806918338415e-06
Position 279: 3.6931633109586674e-06
Position 259: 2.656718996092675e-06
Position 303: 1.4516793659208767e-06
Position 318: 5.8368626357908813e-08
Position 282: 5.7082053909117466e-08
Position 315: 5.676000632467816e-08
Position 160: 1.1155028074203286e-08
Position 324: 8.361287165483173e-09
Position 165: 8.050317501297828e-09
Position 264: 7.210238169666176e-11
