Gene = CCK
index = 312
Annotated 5SS: [ 207 1487]
Annotated 3SS: [1270 6671]
SMsplice 5SS: [ 207 1487]
SMsplice 3SS: [1270 6671]
top_k =  100
Partition function (log Z): -2.6093867395064403

Sorted 5' Splice Sites (High to Low Probability):
Position 1487: 0.9957197642713495
Position 207: 0.8534555186294555
Position 4597: 0.3273145116839134
Position 4384: 0.23314316936041077
Position 4407: 0.1345613732179791
Position 1081: 0.11340256999433741
Position 219: 0.09306981966891001
Position 494: 0.054222903845401106
Position 4339: 0.04483487638314603
Position 2128: 0.035631245496804256
Position 2453: 0.031208634363719154
Position 1643: 0.02049051961075122
Position 4355: 0.014098036670217824
Position 1949: 0.011337163491760035
Position 4779: 0.007680347938677542
Position 1589: 0.006367497723294167
Position 2439: 0.0053485412022421545
Position 71: 0.005334566334235767
Position 2029: 0.0032951769302926558
Position 1055: 0.0026785403391881455
Position 375: 0.0016398898349091876
Position 386: 0.0016090051897013943
Position 1665: 0.0011448530549785232
Position 1118: 0.0010790827776776773
Position 100: 2.8613312374364994e-05
Position 1408: 1.0419685584417684e-05
Position 1309: 8.724363232862125e-06
Position 169: 8.714509244848167e-06
Position 1394: 5.650936436336916e-06
Position 211: 5.229294245467075e-06
Position 1339: 1.6769452918442943e-06
Position 1293: 1.2937334835143947e-06
Position 380: 1.7523645093797096e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6671: 0.8796959223968852
Position 1270: 0.5113567832907774
Position 4273: 0.4402914033849739
Position 1351: 0.4249407689923722
Position 4503: 0.31715260076140245
Position 2304: 0.06714424271504411
Position 990: 0.05429281475390909
Position 1374: 0.050951408685605847
Position 953: 0.043861105000672744
Position 2055: 0.038706892593826536
Position 1559: 0.028586874593695098
Position 4690: 0.027473842118897092
Position 2254: 0.02620182870087771
Position 6510: 0.016414528933032253
Position 894: 0.00818453448879913
Position 1821: 0.007848932862433775
Position 324: 0.006220090158518758
Position 1215: 0.005113686837442561
Position 956: 0.004754898979882214
Position 3177: 0.004061150226025571
Position 6478: 0.004028205000868938
Position 1025: 0.0037532293629220937
Position 1239: 0.00325299572263434
Position 3205: 0.0022275293400690595
Position 1864: 0.002010519177101639
Position 2278: 0.0017395312318418752
Position 1867: 0.0015968187251553057
Position 3412: 0.0014280851017502544
Position 1949: 0.001389975808349938
Position 1709: 0.001342377658230744
Position 4840: 0.0012162598802636184
Position 375: 0.001066686757415921
Position 421: 0.0010253215972937239
Position 882: 0.0008846298105832872
Position 1592: 0.0008809023996130599
Position 2742: 0.0008704054289821657
Position 2767: 0.0008329804482392717
Position 431: 0.0008081291937292049
Position 3090: 0.000686691334959886
Position 3867: 0.0006842245784432508
Position 3704: 0.0006073503373010168
Position 1628: 0.0005288544302542695
Position 1774: 0.0005007627116577481
Position 454: 0.0004538823827454375
Position 393: 0.0004195400013413606
Position 347: 0.00037518985984006834
Position 326: 0.00012825032523258771
Position 1788: 0.00012482874800699232
Position 404: 9.536163590706457e-05
Position 272: 9.001504190586169e-05
Position 395: 8.940537094603744e-05
Position 258: 8.775631347246931e-05
Position 1712: 6.918699736492433e-05
Position 1746: 6.607085562314964e-05
Position 1231: 6.0227418244209e-05
Position 1532: 4.447322862823622e-05
Position 1186: 1.5493466558428246e-05
Position 1565: 1.4743870542138416e-06
