Gene = DBR1
index = 430
Annotated 5SS: [  351  1448  3317  4843  7869 11172 11601]
Annotated 3SS: [ 1322  3235  4756  7643 11090 11454 12366]
SMsplice 5SS: [  351  1448  3317  4843 11172 11601]
SMsplice 3SS: [ 1322  3235  4710 11090 11454 11689]
top_k =  100
Partition function (log Z): -1.1443824099976379

Sorted 5' Splice Sites (High to Low Probability):
Position 4843: 0.99721456128599
Position 11601: 0.9900371400827914
Position 351: 0.9447408281431617
Position 1448: 0.9348743629600925
Position 3317: 0.5496062967331886
Position 3366: 0.18372777831405016
Position 324: 0.04964059402666533
Position 1534: 0.036872270486324195
Position 12746: 0.013295395088554577
Position 11885: 0.005207827298696927
Position 11846: 0.003549042382510869
Position 381: 0.002779843644193947
Position 11954: 0.0019191725076419075
Position 280: 0.001740361135038371
Position 11855: 0.0016829447881559364
Position 12040: 0.0011208631530238936
Position 486: 0.00048598274050926316
Position 389: 0.0002654928688904101
Position 491: 0.00018523785507682742
Position 522: 0.00017468500649152466
Position 2947: 1.4978107881912191e-05
Position 7869: 1.092251721802197e-05
Position 1106: 1.0198254619580892e-05
Position 856: 9.10939984249318e-06
Position 539: 3.2344974252051463e-06
Position 682: 1.917027871295299e-06
Position 792: 1.8202825474950222e-06
Position 581: 6.529610274639293e-07
Position 16: 3.837465162250555e-07
Position 1038: 3.193483524136918e-07
Position 93: 3.112481685498228e-07
Position 89: 2.5033473625761773e-07
Position 112: 2.2477530822585486e-07
Position 160: 1.4496388853383449e-07
Position 67: 1.0937250657628723e-07
Position 49: 1.0767926433125489e-07
Position 110: 9.760003619169529e-09
Position 34: 4.158554161600794e-09
Position 107: 1.7759116996717427e-09
Position 166: 6.652539601159648e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11454: 0.9900371400827912
Position 1322: 0.9710419398016884
Position 11689: 0.7561699712754939
Position 4710: 0.7426974965850631
Position 3235: 0.6025235874284934
Position 4756: 0.22553494693064824
Position 12366: 0.1485678443067782
Position 3141: 0.09336173102073315
Position 13105: 0.04292156213552634
Position 3209: 0.023866194487285993
Position 4633: 0.021653812641687607
Position 13547: 0.01994636834552886
Position 12704: 0.016080820398717027
Position 12557: 0.008733091164178735
Position 11797: 0.008290083575124532
Position 4796: 0.007414771465267231
Position 3001: 0.0072126179169310495
Position 2975: 0.00638639355534912
Position 13857: 0.005206198877088144
Position 13530: 0.004569215776455408
Position 12324: 0.004481483426841205
Position 13130: 0.0029770833214030003
Position 11884: 0.0028736156557776157
Position 12477: 0.0028394247731362127
Position 3480: 0.0012164511419926567
Position 7643: 0.0008554667026857433
Position 1447: 0.0007660277877782997
Position 5023: 0.0005723648615464393
Position 4338: 0.00016309773995311743
Position 3476: 7.50606841755318e-05
Position 2878: 3.5330141088697795e-05
Position 3882: 3.4833875173239715e-05
Position 1750: 2.616423796015471e-05
Position 432: 1.759575002891624e-05
Position 935: 9.879820503554036e-06
Position 783: 7.443040248041284e-06
Position 709: 1.9992593315578966e-06
Position 3035: 1.216054814938142e-06
Position 580: 1.1201007797776477e-06
Position 635: 1.0643734839901512e-06
Position 276: 9.621461778105637e-07
Position 955: 6.418543932854124e-07
Position 223: 4.249785167523398e-07
Position 786: 3.356772026201351e-07
Position 723: 2.0182663493072083e-07
Position 144: 1.6091644759371897e-07
Position 3348: 1.4345904003512296e-07
