Gene = PEA15
index = 1010
Annotated 5SS: [ 186 6380 7929]
Annotated 3SS: [6205 7772 8084]
SMsplice 5SS: [ 186 2898 7929]
SMsplice 3SS: [2800 7772 8084]
top_k =  100
Partition function (log Z): -4.7864158745228

Sorted 5' Splice Sites (High to Low Probability):
Position 2898: 0.9976742394755508
Position 186: 0.9772960306027233
Position 7929: 0.9438602939102627
Position 1901: 0.8170411382250106
Position 8174: 0.5622556619209649
Position 6380: 0.48774639622593885
Position 3329: 0.09795988492492791
Position 8545: 0.07423422152675803
Position 624: 0.047752184376192774
Position 8556: 0.03705364039354562
Position 1732: 0.035374554749763316
Position 8540: 0.0327642973756001
Position 9192: 0.0231211703575967
Position 2220: 0.010449581202170254
Position 347: 0.009224535840127291
Position 117: 0.00921125936603485
Position 6314: 0.004473828306080897
Position 1116: 9.803746778176066e-05
Position 343: 7.073447266069787e-05
Position 1249: 3.922694355813211e-05
Position 580: 2.9684425144171094e-05
Position 331: 2.7099787273153782e-05
Position 1188: 2.0688667708493004e-05
Position 236: 1.0594554739999828e-08
Position 152: 4.736782909274455e-09
Position 22: 4.663608549108929e-09
Position 210: 3.988554736957087e-09
Position 17: 8.304971541502293e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7772: 0.9438602939102627
Position 8084: 0.9278665025304371
Position 2800: 0.8324690719744002
Position 6205: 0.49350582916368213
Position 9984: 0.37783315261630157
Position 1792: 0.35702868422902684
Position 1690: 0.2538215515027073
Position 1821: 0.20435854563415848
Position 2707: 0.14934653063030098
Position 8401: 0.09874921677118395
Position 8487: 0.07948800657293066
Position 8753: 0.06762832800080495
Position 9004: 0.051001680825970584
Position 3183: 0.04799255560424902
Position 9346: 0.039306147266329486
Position 515: 0.03728258485447181
Position 1795: 0.033519172572794326
Position 8982: 0.029350024337439277
Position 3203: 0.025409263428405632
Position 9328: 0.021256458997930328
Position 3126: 0.01839001494611077
Position 2686: 0.015217702335635736
Position 8432: 0.015010757042622391
Position 8214: 0.011723759910962729
Position 2133: 0.006869405320265001
Position 3081: 0.006168050946162499
Position 9031: 0.004579982505534811
Position 320: 0.004281532615886532
Position 2104: 0.0035801758819052547
Position 1728: 0.00321165609664267
Position 4232: 0.002574841854864346
Position 602: 0.001907854725128975
Position 3720: 0.000998132014126419
Position 2629: 0.0005053981581386748
Position 4381: 0.0005013549003189778
Position 1576: 0.00041076882993164684
Position 2583: 0.0003751650128592952
Position 1022: 6.997491049472161e-05
Position 278: 4.858213802199022e-05
Position 1496: 4.6628031296291684e-05
Position 998: 4.458266715234938e-05
Position 449: 4.4137144156429335e-05
Position 1151: 3.740675158077682e-05
Position 2862: 3.5412159261745765e-05
Position 472: 2.7784159410777503e-05
Position 1650: 1.8686078216426405e-05
Position 553: 1.3067870583304498e-05
Position 418: 4.767565220322733e-06
Position 1088: 4.0291698461673385e-06
Position 1155: 1.959579974370555e-06
Position 358: 1.241863829880717e-06
