Gene = ZRANB2
index = 1627
Annotated 5SS: [  358  2642  2841  4503  8826  9177 10471 12022 14522]
Annotated 3SS: [ 2588  2731  4419  8748  9041 10300 11934 14362 16159]
SMsplice 5SS: [  358  2642  2841  8826  9177  9427 10471 12022 14522]
SMsplice 3SS: [ 2588  2731  8748  9041  9300 10300 11934 14362 16159]
top_k =  100
Partition function (log Z): 9.367098252312749

Sorted 5' Splice Sites (High to Low Probability):
Position 8826: 0.9960477663086087
Position 2642: 0.9766226796076447
Position 2841: 0.929091080228046
Position 14522: 0.8930721693455161
Position 12022: 0.8603479243351209
Position 10471: 0.8490582368684197
Position 358: 0.8289531271871998
Position 9427: 0.7715191581998931
Position 9177: 0.7651534712670048
Position 54: 0.2804144849436678
Position 4503: 0.2075819260146453
Position 589: 0.17783026424216694
Position 2961: 0.16067463799263698
Position 10010: 0.15455077226700079
Position 5533: 0.1420172446621624
Position 12031: 0.1396520756648792
Position 3084: 0.11370960521865628
Position 14230: 0.11294666748373366
Position 9958: 0.09545517504525823
Position 2245: 0.08955415750668379
Position 10479: 0.08151087747495629
Position 9574: 0.042536951252921916
Position 16329: 0.03821941844983482
Position 4593: 0.034047058751739176
Position 5585: 0.03227163015036907
Position 10159: 0.030756407929844534
Position 10155: 0.02693478651329067
Position 10034: 0.0253461890860696
Position 415: 0.02149389872321528
Position 10492: 0.015284590692229136
Position 323: 0.014389585527335715
Position 10459: 0.014354166449525842
Position 1909: 0.010322422907290086
Position 9167: 0.009978149281572802
Position 10485: 0.007338153712549437
Position 10251: 0.006859043327456052
Position 526: 0.004496973432843411
Position 9442: 0.004436060559130652
Position 1011: 0.004305407108098031
Position 9519: 0.002878355347462229
Position 10465: 0.002387734038209645
Position 2834: 0.0022642733495175263
Position 8849: 0.0019089739554538092
Position 192: 0.0004222480294308603
Position 9367: 0.0002385032626409445
Position 189: 0.0002178932092274634
Position 14829: 0.00011173980717351979
Position 140: 0.00010992987665593426
Position 14819: 9.872412137553123e-05
Position 202: 8.625776846054295e-05
Position 58: 7.33147435317682e-05
Position 362: 4.8520962759019754e-05
Position 373: 3.200512492448616e-05
Position 395: 2.8565009495035954e-05
Position 36: 1.3419050206091129e-05
Position 212: 7.575710067740698e-06
Position 63: 2.1416165962182503e-06
Position 81: 1.5892983243162127e-06
Position 210: 1.0804793303701734e-06
Position 327: 5.354414398151325e-07
Position 278: 4.83218727359508e-07
Position 290: 4.4391843506796127e-07
Position 109: 8.293805715454553e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8748: 0.9979567402640631
Position 2731: 0.9943763707077039
Position 2588: 0.9737306120151852
Position 10300: 0.9411769123246786
Position 11934: 0.9333335261789601
Position 9300: 0.8072852082915934
Position 14362: 0.7617343967005618
Position 9041: 0.7426894014776984
Position 16159: 0.6897223695405876
Position 9883: 0.33990237416891994
Position 2913: 0.20848701223742644
Position 458: 0.16943314221769826
Position 4419: 0.15013052836346555
Position 14407: 0.1416527029988469
Position 265: 0.14119449227587152
Position 13962: 0.11397562849781036
Position 5302: 0.10372748594058664
Position 17668: 0.08236982728004455
Position 4388: 0.0785958717076621
Position 5461: 0.07056138887194482
Position 11870: 0.06666647382103982
Position 16782: 0.05326227647273726
Position 2096: 0.04489818658911934
Position 17347: 0.04370941272328625
Position 14751: 0.04191100492991395
Position 2127: 0.032501471540453665
Position 9101: 0.03131911562223022
Position 10254: 0.028756846911211154
Position 16476: 0.027592067317560497
Position 14917: 0.02250796400084042
Position 17557: 0.018717275206498202
Position 4544: 0.012902584695256871
Position 15036: 0.012226004782593865
Position 2020: 0.012154499377110741
Position 14772: 0.011121247452086841
Position 1807: 0.010322422907290085
Position 9248: 0.010019083905023894
Position 301: 0.00932995040805514
Position 12134: 0.008532715036448061
Position 14801: 0.005009364095235102
Position 16661: 0.004965986985320398
Position 271: 0.0033932309301936835
Position 2436: 0.003245137511605862
Position 12912: 0.0026410775129976295
Position 189: 0.00255457465041979
Position 793: 0.001773952926264326
Position 9009: 0.0016710523964239214
Position 856: 0.0015770501481496097
Position 8980: 0.0015632032508469983
Position 2733: 0.0015456944639921175
Position 14693: 0.0013646091684329884
Position 162: 0.0012411346101817195
Position 221: 0.0012382956828187713
Position 12198: 0.0009831714797386166
Position 2701: 0.000977449460587877
Position 939: 0.0009544040336840933
Position 9474: 0.0008691155840909351
Position 9324: 0.000663286294881396
Position 9400: 0.0005752789260059881
Position 12592: 0.00044961702609278275
Position 238: 0.0001598612297046129
Position 9515: 8.590342183209562e-05
Position 192: 2.2864976893672543e-05
Position 146: 1.582342031833062e-05
Position 195: 1.4857601025999215e-05
Position 550: 1.0412767885799586e-05
Position 327: 7.333986738298734e-06
Position 228: 2.755882638457539e-06
Position 313: 2.1669754365863827e-06
Position 126: 2.0603712248569386e-06
Position 117: 8.331854171673934e-07
Position 210: 5.471708991913883e-07
