Gene = SPDL1
index = 1307
Annotated 5SS: [  256  4942  7591  9915 10661 10859 11048 13068 14946 15526 17992]
Annotated 3SS: [ 4759  7413  9719 10510 10759 10936 12926 14841 15337 17645 20425]
SMsplice 5SS: [  256   533  4942  9915 10661 10859 11048 13068 14946 15526]
SMsplice 3SS: [  453  4759  9719 10510 10759 10936 12950 14841 15337 17235]
top_k =  100
Partition function (log Z): 8.178142493976386

Sorted 5' Splice Sites (High to Low Probability):
Position 11048: 1.0000000000000016
Position 9915: 0.9989829049436415
Position 10859: 0.9785677527138646
Position 13068: 0.9714336921585982
Position 14946: 0.9543961212689636
Position 10661: 0.8376837857016692
Position 533: 0.8068637422569345
Position 256: 0.7687250841112205
Position 15526: 0.7098872705160008
Position 4942: 0.5554599714414629
Position 7591: 0.5167963369652969
Position 4857: 0.43260779533083016
Position 956: 0.3048806115378005
Position 1610: 0.23045167491062538
Position 249: 0.13961132093946227
Position 15921: 0.12733101110606707
Position 1978: 0.0875607197499804
Position 938: 0.08519312308791574
Position 17557: 0.07771933574910368
Position 1111: 0.0726625960916335
Position 14568: 0.06723155663874737
Position 538: 0.06629608882500607
Position 12397: 0.05921526777894375
Position 10592: 0.05502763717096061
Position 281: 0.04815342288910546
Position 9564: 0.047077870148794124
Position 15060: 0.04103371657222016
Position 14443: 0.038886718947703236
Position 5294: 0.033023774473894
Position 1069: 0.01571403299608377
Position 481: 0.011597893893012232
Position 864: 0.008309588132312301
Position 10833: 0.007011071043160597
Position 10869: 0.005310319357018599
Position 565: 0.0036958611170941503
Position 10790: 0.003064312816291845
Position 274: 0.0030372484837443508
Position 15875: 0.0023151103101327897
Position 10268: 0.0017145027704486481
Position 4916: 0.0012734605093546055
Position 10191: 0.0011501231009463549
Position 612: 0.001040047925759463
Position 796: 0.0007252611767365787
Position 4873: 0.0005315673978588445
Position 528: 0.00047767940394333853
Position 25: 0.0004098378103074537
Position 88: 0.0002939838446888883
Position 179: 0.00020012137215311162
Position 285: 0.0001990878039911223
Position 15: 0.00013573124374112648
Position 493: 7.547898934455262e-05
Position 589: 7.320351365028922e-05
Position 684: 5.889924897691383e-05
Position 194: 5.824780084680811e-05
Position 343: 4.550966000211761e-05
Position 95: 1.3532700531298487e-05
Position 9: 1.032945417842291e-05
Position 83: 6.075803945931473e-06
Position 300: 5.203199093389425e-06
Position 174: 3.21190580928166e-06
Position 53: 2.9528470218649097e-08
Position 43: 5.051202379199549e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10936: 0.9999700186825511
Position 9719: 0.998982904943641
Position 4759: 0.9898727946795065
Position 10759: 0.9859133193508396
Position 14841: 0.9115154618789396
Position 453: 0.8493440313908053
Position 10510: 0.7661886176435035
Position 15337: 0.6512967984922469
Position 7413: 0.5167963369652971
Position 12950: 0.47562369195782883
Position 891: 0.47055044786358524
Position 12926: 0.4516388337184686
Position 17235: 0.33786274775794445
Position 17645: 0.2131559771949488
Position 17611: 0.18583664741834596
Position 1475: 0.17569680720897618
Position 19891: 0.14723983781703567
Position 20425: 0.08315685459641792
Position 15377: 0.08182001314792554
Position 1876: 0.08171016386060193
Position 10410: 0.0722924854548617
Position 15803: 0.06613791196797388
Position 15679: 0.05898175922800751
Position 1506: 0.05429938370866005
Position 10377: 0.05423031977426477
Position 12296: 0.053699345428046205
Position 14476: 0.05341233198948939
Position 14343: 0.052705943596961256
Position 14855: 0.05170867798856272
Position 9316: 0.04707787014879413
Position 18014: 0.045846548372372405
Position 12980: 0.04417116648230071
Position 15832: 0.03475347765336227
Position 5124: 0.033023774473893985
Position 14816: 0.018853824117800684
Position 734: 0.014430346627969343
Position 15039: 0.009597739769844365
Position 10763: 0.008070117896944609
Position 16696: 0.00782161382677255
Position 1751: 0.005850555889378449
Position 12130: 0.005515922350897545
Position 14914: 0.003754134086036918
Position 15851: 0.0027730962819843257
Position 10134: 0.002252974856399468
Position 852: 0.0015806566302993105
Position 362: 0.001348591083030774
Position 10069: 0.0006116510149955346
Position 414: 0.0006092898584274477
Position 15228: 0.0005694439259675083
Position 782: 0.0004886491341587814
Position 1483: 0.0002355362022381934
Position 1577: 0.00021994779075089213
Position 354: 0.00021116721883006245
Position 132: 8.574983964777097e-06
Position 334: 1.9996304970582741e-07
Position 330: 7.79608125732098e-08
Position 326: 5.453768391642205e-08
