Gene = BRD8
index = 140
Annotated 5SS: [  391  1416  6922  7626  7949  8155  8642  9765 11053 12469 13159 14273
 14667 14900 15857 16933 17191 18096 18918 19432 26505 28242 29347 33198
 33810 38282]
Annotated 3SS: [ 1318  6851  7575  7825  8073  8576  9627 10907 12258 12877 13819 14572
 14852 15641 16839 17121 17917 18812 19386 26225 27977 29188 33107 33740
 38103 38819]
SMsplice 5SS: [  391  1416  6922  7642  7949  8155  8642  9765 11053 13159 14667 14900
 16933 17191 18096 18918 21883 28242 33198 33835 38282]
SMsplice 3SS: [ 1318  6851  7575  7825  8073  8576  9627 10907 13102 14572 14852 16839
 17121 17917 18812 21718 27977 33107 33740 38103 38819]
top_k =  100
Partition function (log Z): 30.60779269198172

Sorted 5' Splice Sites (High to Low Probability):
Position 28242: 0.9999902463862677
Position 33198: 0.9999902463862677
Position 18918: 0.9928163502960412
Position 7949: 0.979053713386169
Position 14667: 0.9708479908471499
Position 18096: 0.965811502989313
Position 8642: 0.9641964455068283
Position 16933: 0.9529773193965415
Position 8155: 0.9208954974172756
Position 13159: 0.9143066135380712
Position 11053: 0.8504942774989676
Position 9765: 0.8212679542997219
Position 391: 0.8118077448729301
Position 21883: 0.7586521879937701
Position 38282: 0.7211429256143504
Position 17191: 0.6714630110414221
Position 12469: 0.6544227862118756
Position 1416: 0.6541673384023188
Position 7642: 0.6181559985053254
Position 6922: 0.554877310372384
Position 14900: 0.5475575625273617
Position 10517: 0.5036443000278166
Position 33835: 0.4920960872597102
Position 22258: 0.4498679055613606
Position 26505: 0.4396175785529115
Position 1421: 0.345807195067664
Position 33810: 0.3206382197138799
Position 8326: 0.2198222967097082
Position 19432: 0.20512823072543074
Position 17284: 0.15922985294128691
Position 4310: 0.15911421698204967
Position 15899: 0.14864568582592436
Position 17215: 0.14709274524178703
Position 10661: 0.11897964590261657
Position 7626: 0.106807592051901
Position 6970: 0.1061188718825095
Position 12877: 0.10254137847607216
Position 8312: 0.09333585302083112
Position 21820: 0.08603098784189614
Position 9709: 0.08129152061896802
Position 10971: 0.07487886371281202
Position 14273: 0.06641054232876062
Position 594: 0.06008269465586878
Position 6267: 0.059903886628460044
Position 41: 0.053006521863417685
Position 34683: 0.05183843581902863
Position 218: 0.05077207907407282
Position 34836: 0.04769103427854173
Position 38345: 0.0399447699713168
Position 1128: 0.0364259346272522
Position 16954: 0.032075258161823716
Position 1163: 0.03179042557067497
Position 13820: 0.030989723729296974
Position 407: 0.029794202759986097
Position 9326: 0.02710612160636269
Position 25489: 0.026291801108865125
Position 19493: 0.025886781828722626
Position 38356: 0.021038655294638997
Position 8656: 0.01858815411718664
Position 15759: 0.01690802800688441
Position 15072: 0.01539973306024735
Position 15010: 0.014673660839983773
Position 21345: 0.011962331164066937
Position 14757: 0.011785952174070271
Position 19557: 0.011628744751606898
Position 14139: 0.011504222422634325
Position 897: 0.011452712447028014
Position 1143: 0.011200853409059073
Position 7753: 0.00965681772637276
Position 8005: 0.008801168305373194
Position 294: 0.008175292462894602
Position 22357: 0.0071950797634908565
Position 45: 0.007095794004858235
Position 17422: 0.0061892485743860765
Position 15857: 0.005437878392652803
Position 7920: 0.0048757492989972085
Position 13103: 0.00469760926053421
Position 17512: 0.003537076672993184
Position 9965: 0.0030477592101804396
Position 8214: 0.0026328107540757035
Position 18018: 0.0026088108567626366
Position 395: 0.0025941459458729906
Position 8347: 0.002503008514622613
Position 18460: 0.0023826660175539595
Position 17060: 0.0023544028894684774
Position 596: 0.0022287700239201932
Position 928: 0.0022050678048387245
Position 2962: 0.0020827331569074547
Position 3237: 0.001997324513391453
Position 16950: 0.001859209669181038
Position 753: 0.0017539010426134453
Position 5851: 0.0017471513762706403
Position 351: 0.00147652946242966
