Gene = PAIP1
index = 996
Annotated 5SS: [  498  1250  9352 14076 18156 20261 21546 22227 23342 27294]
Annotated 3SS: [ 1079  9165 13962 18043 20134 21438 22108 23286 27199 29609]
SMsplice 5SS: [  261  1250  9352 14076 20261 21546 22227 24816 27294 29687]
SMsplice 3SS: [ 1079  9165 13962 20134 21438 22108 24552 27199 29609 30442]
top_k =  100
Partition function (log Z): 6.840708105839532

Sorted 5' Splice Sites (High to Low Probability):
Position 9352: 0.9999999999999989
Position 14076: 0.9999999999999982
Position 27294: 0.9992719047776059
Position 1250: 0.9988278042521681
Position 22227: 0.9227982049090134
Position 261: 0.7955037530424672
Position 24816: 0.7527356184709079
Position 29687: 0.7240263966041506
Position 498: 0.6583383094935249
Position 21546: 0.5038842483090198
Position 28028: 0.3396239822541585
Position 28944: 0.3389140971069368
Position 21542: 0.27440660532190414
Position 21637: 0.22084374534515544
Position 23342: 0.1987357840832054
Position 28595: 0.17169590297360082
Position 28800: 0.1688073037949233
Position 26559: 0.0980386419835598
Position 29743: 0.09624235006572958
Position 640: 0.07730322377668501
Position 26119: 0.06604054118143614
Position 877: 0.058850374683014926
Position 23476: 0.02528186882402394
Position 243: 0.02417012182651724
Position 26745: 0.02406041510717679
Position 2671: 0.020176171861108025
Position 3852: 0.019596896843243977
Position 25039: 0.017622889318871994
Position 26109: 0.010403358497890628
Position 267: 0.006092643755442938
Position 1166: 0.005226709325538757
Position 130: 0.00381022137428024
Position 717: 0.0021166807357324334
Position 235: 0.0009044142927798597
Position 27287: 0.0007280952223933374
Position 1442: 0.0003859493752599966
Position 14: 1.329037642362526e-05
Position 671: 4.4972878489339335e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 13962: 0.9999999999999989
Position 9165: 0.9999999999999988
Position 27199: 0.9991960741513242
Position 21438: 0.9991345989760789
Position 1079: 0.9939276339416976
Position 29609: 0.9835437572726972
Position 22108: 0.9227982049090129
Position 24552: 0.7527356184709081
Position 30442: 0.5660300411231951
Position 27825: 0.31962407768798073
Position 28869: 0.2672442277803628
Position 397: 0.26461650994348385
Position 28731: 0.24047717312149755
Position 364: 0.16086932775090385
Position 30225: 0.14837298780097086
Position 23191: 0.13878605836745211
Position 380: 0.10784915904023931
Position 28457: 0.09845249066922314
Position 26377: 0.0980386419835598
Position 25989: 0.07644389967932677
Position 28356: 0.06656671763044988
Position 23286: 0.0481325930728909
Position 30758: 0.043171762198142165
Position 23332: 0.03709900146688629
Position 30619: 0.02497340880112254
Position 26658: 0.02406041510717679
Position 29991: 0.0204702967244408
Position 775: 0.018578455971254824
Position 24909: 0.017622889318872
Position 27841: 0.01688773572297734
Position 497: 0.016583168110905648
Position 29552: 0.016456242727302527
Position 335: 0.011741727183678295
Position 1229: 0.009786321110183066
Position 772: 0.009671632305365946
Position 838: 0.009306343315780589
Position 30181: 0.00915858032974151
Position 2554: 0.00898376602024811
Position 3732: 0.008702294332678384
Position 30090: 0.008091669692267132
Position 2519: 0.007908968271324483
Position 612: 0.007794482712454644
Position 3775: 0.007756215971946948
Position 415: 0.0076233456202591116
Position 28390: 0.006676694673927823
Position 437: 0.0037093431025507074
Position 349: 0.003574865930770276
Position 2581: 0.00328343756953543
Position 3798: 0.003138386538618645
Position 420: 0.00173726338845526
Position 523: 0.0015165964877067212
Position 27914: 0.0013051304667123966
Position 27955: 0.0011466511601954672
Position 469: 0.000806619040482898
Position 508: 0.0006940118601425905
Position 27871: 0.0006166250374362181
Position 27168: 0.0005714376633383576
Position 568: 0.00043451694019564174
Position 923: 0.0003944575586697569
Position 1321: 0.0002937881970683536
Position 27250: 0.00021010560111005408
Position 27724: 4.376217885625941e-05
Position 26952: 2.2382584226242345e-05
Position 1014: 2.004054347378009e-05
Position 991: 1.822160187386136e-05
Position 445: 8.842202146019596e-08
Position 462: 7.351806683350559e-08
