Gene = ELN
index = 494
Annotated 5SS: [  481  7626  8796  9951 13463 14918 15246 15380 16132 17505 18429 18979
 19928 20413 20768 24051 24195 25521 26981 28647 28925 29908 32259 32396
 32713 33351 35436 35581 35907 37944 38209 38988]
Annotated 3SS: [ 7574  8765  9917 13426 14824 15194 15328 16089 17432 18398 18906 19885
 20352 20713 23960 24134 25373 26926 28481 28882 29850 32096 32350 32586
 33311 35363 35520 35831 37904 38154 38942 40867]
SMsplice 5SS: [  134   481  7711  9951 14918 17505 18979 19928 20413 20768 24051 24195
 25521 26981 28647 28925 29908 32259 32396 32713 35436 35581 37944]
SMsplice 3SS: [  326  7574  9917 14824 17432 18906 19885 20352 20713 23960 24134 25373
 26926 28481 28882 29850 32096 32350 32586 35363 35520 37904 41021]
top_k =  100
Partition function (log Z): 35.02757273346625

Sorted 5' Splice Sites (High to Low Probability):
Position 25521: 0.9929892836063655
Position 32259: 0.9908741784635473
Position 32713: 0.9869495743713613
Position 20768: 0.9854399331207261
Position 24051: 0.9804923939612858
Position 481: 0.9763619097064558
Position 29908: 0.9623650410529379
Position 28925: 0.9595546193753978
Position 14918: 0.9497684182537292
Position 35436: 0.9423416562727756
Position 19928: 0.9416256149037356
Position 18979: 0.9397455895816653
Position 37944: 0.9289818035367614
Position 24195: 0.922553047700913
Position 20413: 0.850652547251494
Position 17505: 0.8431889060584263
Position 35581: 0.8286635612780211
Position 9951: 0.8269418958368385
Position 32396: 0.7968342453612841
Position 134: 0.790899678872704
Position 26981: 0.7752793234542787
Position 7711: 0.5052375047796297
Position 7626: 0.47594756014723283
Position 8796: 0.4531542185424947
Position 28647: 0.4480909311696999
Position 15380: 0.4149798119612273
Position 15246: 0.37206127733301303
Position 35907: 0.35908233726416916
Position 16132: 0.3123510001170391
Position 13463: 0.29263986666223946
Position 25839: 0.2913403238533285
Position 10673: 0.2748679771884652
Position 33351: 0.2636455651419983
Position 13529: 0.23463237623198563
Position 28623: 0.1978856478272216
Position 15329: 0.17306628182515446
Position 23331: 0.17275759284303793
Position 10681: 0.1664550724179676
Position 35598: 0.1626731046568413
Position 35928: 0.13281030923135234
Position 18429: 0.13180143687688917
Position 8931: 0.12850889561669038
Position 28569: 0.10314760429161954
Position 5396: 0.0983424583804316
Position 16751: 0.09813178053820992
Position 20483: 0.09372361580832057
Position 38988: 0.0824717245773654
Position 32446: 0.05516930000018205
Position 984: 0.04985798967665539
Position 6610: 0.04937320971435059
Position 15016: 0.045729843705678806
Position 23524: 0.04404609659709681
Position 219: 0.04204552652559543
Position 10082: 0.041277782280367804
Position 124: 0.039060258799112915
Position 13566: 0.03858736289607036
Position 756: 0.03731937121919129
Position 35432: 0.03698712022196262
Position 17714: 0.03579379889276805
Position 31680: 0.03484206428802837
Position 160: 0.028202045217693428
Position 30708: 0.02366856714276428
Position 28920: 0.023566342371772617
Position 25907: 0.021999052195768042
Position 26027: 0.021535004216029358
Position 24190: 0.020330977403174473
Position 20479: 0.020114007488406888
Position 20142: 0.017720996340239693
Position 24773: 0.016924398954099994
Position 34338: 0.011607525654097598
Position 156: 0.01145916356360383
Position 126: 0.011421368484548387
Position 6051: 0.00912661092318784
Position 1927: 0.008922166637845123
Position 138: 0.00854705531040521
Position 130: 0.007493934937002657
Position 19449: 0.007463879831259833
Position 25506: 0.007010716393631697
Position 128: 0.006904117386836567
Position 24490: 0.006448255051641269
Position 32374: 0.0053299592907301695
Position 19082: 0.005033935957551831
Position 540: 0.0045835607967823
Position 15083: 0.004501738040586005
Position 19932: 0.003860079067071325
Position 35427: 0.0031454792849872756
Position 235: 0.00303538723360625
Position 29268: 0.0027443925735336086
Position 166: 0.001967215720544053
Position 19019: 0.001753634755312718
Position 19154: 0.0016190148035497324
Position 32686: 0.0012162640540551908
Position 20618: 0.0011697111742248083
Position 164: 0.001034354945124764
Position 140: 0.0009970070403197873
Position 27420: 0.0008872337131193457
Position 168: 0.0008010072220042448
Position 132: 0.00024976376832453254
Position 158: 0.00018181850909510902
