Gene = NFIL3
index = 938
Annotated 5SS: [223]
Annotated 3SS: [12955]
SMsplice 5SS: [  223 13013 13252]
SMsplice 3SS: [12955 13133 13701]
top_k =  100
Partition function (log Z): -10.882831408211434

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9994701556736553
Position 13252: 0.3832430419838112
Position 4972: 0.1635498964671987
Position 1798: 0.15118783118935789
Position 1432: 0.12702880569347058
Position 6108: 0.004357540128398809
Position 1863: 0.002767127667605348
Position 921: 0.0012423705705606918
Position 539: 0.0002059089388161489
Position 1288: 0.00016435655549127564
Position 333: 0.00014737271188759797
Position 940: 0.00010602507957220713
Position 834: 0.00010554084796478867
Position 1344: 9.827723443922667e-05
Position 1463: 8.432199466206636e-05
Position 694: 1.3484198083598127e-05
Position 877: 7.769650418126242e-06
Position 639: 7.563364440299698e-06
Position 475: 4.407460954332959e-06
Position 302: 3.0371396426737494e-07
Position 360: 1.234873946960735e-07
Position 426: 1.1288472408481478e-07
Position 318: 2.261169798394641e-08
Position 325: 1.855362483891113e-08
Position 316: 1.4512225376799743e-09
Position 462: 3.115259274748607e-10
Position 400: 2.0125672643132418e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 12955: 0.8372070825445085
Position 13701: 0.3832430419838112
Position 4849: 0.12551798059241787
Position 1217: 0.10487001467394962
Position 1564: 0.08117208194967193
Position 6314: 0.07185578698790952
Position 1711: 0.06686418231967406
Position 4896: 0.04338857936415093
Position 1401: 0.03356303272188856
Position 5897: 0.020416676800614424
Position 1650: 0.017317476281936466
Position 4216: 0.010752214207946536
Position 3662: 0.00594909655320719
Position 2699: 0.00545258166613895
Position 5970: 0.005000994116373455
Position 522: 0.003770246808924783
Position 4038: 0.0030557613501429807
Position 404: 0.0027829173546540303
Position 1101: 0.001756545560316968
Position 444: 0.0014798250161917026
Position 766: 0.0014674152692779586
Position 1831: 0.001345291119345869
Position 3250: 0.0013013211143734654
Position 1415: 0.001119686603360265
Position 2078: 0.0006544609949429345
Position 601: 0.000564930834747206
Position 783: 0.0004674686540536234
Position 2103: 0.0004546261301650115
Position 1507: 0.000435986598810769
Position 704: 0.0003105024531539162
Position 809: 0.00013199768791055758
Position 1288: 5.771989435690935e-05
Position 1382: 2.2749961808356295e-05
Position 1540: 1.8357280538531825e-05
Position 1182: 1.6466171081074652e-05
Position 425: 6.5263847800568225e-06
Position 465: 7.54437929712009e-07
