Gene = RPP14
index = 1207
Annotated 5SS: [  390  4145  4330 10330 10732]
Annotated 3SS: [ 4046  4244 10252 10652 11177]
SMsplice 5SS: [  390  4145  4330 10330 10732]
SMsplice 3SS: [ 4046  4244 10252 10652 11177]
top_k =  100
Partition function (log Z): -3.8572332891771914

Sorted 5' Splice Sites (High to Low Probability):
Position 390: 0.9952860285553937
Position 4330: 0.9917309954641701
Position 4145: 0.9892516692758246
Position 10330: 0.7774705674736033
Position 10732: 0.5662059206267475
Position 6141: 0.41917170109526386
Position 10104: 0.3761078991832232
Position 1910: 0.1878890274206968
Position 156: 0.10476419487697584
Position 240: 0.035284570287300365
Position 1718: 0.013544662560614327
Position 124: 0.002290773976905714
Position 4439: 0.0021772388952195207
Position 5795: 0.0021136936846415117
Position 152: 0.0019823426246876365
Position 4371: 0.0015112748789607097
Position 5729: 0.0010022841293434847
Position 34: 0.0007905287659068231
Position 953: 0.0007456998174434315
Position 100: 0.00040845714266562257
Position 3481: 0.0002743877911100365
Position 160: 0.00027404613919705
Position 1651: 0.0002646962565453247
Position 251: 0.00024413320317271498
Position 1545: 0.0001594105701168884
Position 2657: 6.34990764668124e-05
Position 184: 4.4778220864401045e-05
Position 1503: 2.1775691363006918e-05
Position 204: 1.645141778796602e-05
Position 131: 1.513461228903873e-05
Position 1597: 1.3360967728830793e-05
Position 4345: 1.168261206562594e-05
Position 119: 7.766215039749792e-06
Position 4487: 7.104811192543863e-06
Position 140: 5.824874819505699e-06
Position 49: 5.318146374074071e-06
Position 187: 3.635866414341824e-06
Position 66: 7.482516656443751e-07
Position 198: 4.788875647388389e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4244: 0.9849334184499875
Position 4046: 0.9344020211225726
Position 10252: 0.7521307051744056
Position 10652: 0.5666346816733361
Position 11177: 0.4604279932248505
Position 6024: 0.3916174736069977
Position 10009: 0.32986328823773003
Position 16683: 0.2313136055265909
Position 1776: 0.1565343437134811
Position 14065: 0.10753758874357114
Position 11681: 0.10078877914875048
Position 319: 0.08991656767531667
Position 4027: 0.054849770108037856
Position 9897: 0.04608015210878712
Position 305: 0.04373572032700315
Position 1872: 0.03135468370721559
Position 9810: 0.02688662821463199
Position 6044: 0.017111631320289658
Position 11020: 0.01693207839977362
Position 15501: 0.01661503961666078
Position 10529: 0.01606795104221185
Position 6020: 0.01577415813264557
Position 10690: 0.014879134956453342
Position 5631: 0.013219393587168336
Position 4246: 0.012717766783792729
Position 1566: 0.011349678311844177
Position 282: 0.0061293106084919615
Position 7097: 0.005846989981342353
Position 11371: 0.003126603168915746
Position 9459: 0.0029372448055452463
Position 254: 0.0023892856012276077
Position 1658: 0.0015657478072329646
Position 4827: 0.0009562228764406196
Position 4913: 0.0009280715861487185
Position 6213: 0.0009150472139458723
Position 1544: 0.000879637921517293
Position 4422: 0.0008350373619151904
Position 4937: 0.000432579166580435
Position 3345: 0.00027438779111003644
Position 1392: 9.151972711074273e-05
Position 1350: 7.415851871718253e-05
Position 2373: 6.349907646681232e-05
Position 1213: 1.5126063486991155e-05
Position 1571: 9.849192995324783e-06
Position 1522: 4.864873410678134e-06
Position 1412: 4.383116982459944e-06
Position 1601: 2.550409533378565e-06
Position 1456: 2.547982110685911e-06
Position 1655: 1.9265934354767922e-06
Position 1686: 1.915527991018143e-06
Position 4284: 9.455113289844332e-07
Position 4293: 3.127884720486495e-08
Position 333: 2.7670430328727323e-08
