Gene = CENPF
index = 342
Annotated 5SS: [  127 10722 11834 15500 16026 17752 19087 25977 27468 29408 34807 40130
 44206 45633 48692 49795 52209 54215 55834]
Annotated 3SS: [10518 11636 15377 15933 17459 18883 25850 27338 29284 34670 36725 41361
 45479 48514 49632 52045 53737 55654 60395]
SMsplice 5SS: [  127 10722 11834 15285 15500 16026 18319 25977 27468 29408 34807 44206
 48692 49795 52209 55834]
SMsplice 3SS: [10518 11636 15168 15377 15933 18141 25850 27338 29284 34670 44004 48514
 49632 52045 55654 60395]
top_k =  100
Partition function (log Z): 8.542582492856942

Sorted 5' Splice Sites (High to Low Probability):
Position 27468: 0.9999999999999993
Position 15500: 0.9999999999999992
Position 16026: 0.9999999999999992
Position 34807: 0.9999999999999991
Position 49795: 0.9999999999999991
Position 52209: 0.9861591155293868
Position 29408: 0.9822942383061593
Position 55834: 0.97535865374665
Position 2768: 0.9148296436669867
Position 127: 0.7470809925018413
Position 18319: 0.7143516881950397
Position 54549: 0.5138625343038447
Position 21842: 0.3738678687842343
Position 56139: 0.31888163779420753
Position 54215: 0.28395106364924266
Position 172: 0.2498024939209
Position 2216: 0.2491390989931331
Position 454: 0.22709008200126182
Position 2003: 0.20988712801640755
Position 54170: 0.18089795247601917
Position 53841: 0.15995993171730524
Position 17752: 0.15837944683838318
Position 2066: 0.1500902243372355
Position 52543: 0.1467900480208911
Position 29537: 0.14381884557479915
Position 2428: 0.10134081520062888
Position 352: 0.07324320618844357
Position 534: 0.06905436399323463
Position 320: 0.06741481172211898
Position 52927: 0.05706644975705516
Position 57396: 0.041153050418533794
Position 55170: 0.031245813214515264
Position 578: 0.0311033750786914
Position 17985: 0.02994748744105756
Position 54965: 0.017744036417248494
Position 59730: 0.013938098497942805
Position 2433: 0.011450345716811245
Position 52272: 0.00840293870359074
Position 55140: 0.007928311200437244
Position 53871: 0.006908571226561181
Position 1548: 0.0064079253656929135
Position 53383: 0.003070337430932094
Position 144: 0.0021845266976029533
Position 29443: 0.0016477545725641519
Position 101: 0.0008613109278467958
Position 52861: 0.00024927457182388426
Position 194: 5.745444297928537e-05
Position 87: 7.108351156770024e-06
Position 188: 4.413737469852913e-06
Position 23: 1.653983021499518e-06
Position 39: 4.1684415334357204e-08
Position 112: 3.2164093138083173e-09
Position 104: 5.213820470816011e-10
Position 133: 1.497479404861219e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 29284: 0.9999999999999993
Position 34670: 0.9999999999999993
Position 15377: 0.9999999999999992
Position 15933: 0.9999999999999992
Position 27338: 0.9999999999999991
Position 49632: 0.9999999999999991
Position 52045: 0.994562054232978
Position 55654: 0.9499153238269626
Position 2583: 0.9148296436669867
Position 60395: 0.768822884384325
Position 54385: 0.5138625343038442
Position 18141: 0.49635911580547243
Position 262: 0.4679058389837504
Position 53737: 0.40333460751429034
Position 21739: 0.3738678687842342
Position 1930: 0.3234069966474852
Position 18165: 0.21052791076782576
Position 1966: 0.18071791495037529
Position 17459: 0.15837944683838318
Position 56054: 0.15507088283044243
Position 53925: 0.11682157385734854
Position 53962: 0.1131331625643974
Position 2315: 0.11279116091744008
Position 52427: 0.10993855859253321
Position 29491: 0.08482542921590056
Position 59629: 0.07901943374320777
Position 56039: 0.07409590710755745
Position 59341: 0.07007023575728626
Position 56032: 0.06191675064047721
Position 57303: 0.060820783890256386
Position 52838: 0.05731572432887902
Position 54840: 0.056918160832201
Position 2030: 0.053081262733169515
Position 55675: 0.04851285130612831
Position 29534: 0.0429354092376227
Position 1985: 0.03182173271068884
Position 52423: 0.030404125432513397
Position 17854: 0.02994748744105756
Position 55924: 0.0277557669765381
Position 58770: 0.01430231028150077
Position 1762: 0.014266819914713192
Position 56309: 0.013631466254605203
Position 58711: 0.008614344225030678
Position 56607: 0.008345001988433303
Position 18088: 0.007464661621741822
Position 57310: 0.006865672377672452
Position 2166: 0.0058217243903441115
Position 52447: 0.004380712298676079
Position 1447: 0.003554702370611558
Position 53251: 0.003070337430932093
Position 52386: 0.0020666516971684593
Position 1498: 0.0015351611180816791
Position 1425: 0.0013180618769996716
