Gene = FAM120AOS
index = 523
Annotated 5SS: [1446 3114]
Annotated 3SS: [2992 5894]
SMsplice 5SS: [ 853 3114]
SMsplice 3SS: [2992 5894]
top_k =  100
Partition function (log Z): -11.789533820640175

Sorted 5' Splice Sites (High to Low Probability):
Position 853: 0.7806023279384011
Position 1702: 0.28549836307336557
Position 1446: 0.2791233047206499
Position 321: 0.0933963029647083
Position 3105: 0.05497068959245961
Position 3076: 0.02813730318068722
Position 6335: 0.02657380912675724
Position 6045: 0.024454572051709162
Position 5789: 0.021720036903296148
Position 769: 0.018733030451940805
Position 366: 0.017264932208202896
Position 207: 0.001139890753266881
Position 228: 0.0007908286639314842
Position 254: 0.0007428322178666212
Position 551: 0.0002224763255850316
Position 3906: 0.00019713146091625486
Position 543: 0.00018407408019524554
Position 212: 0.0001633288355638918
Position 639: 9.988431393381512e-05
Position 262: 6.627958740626654e-05
Position 128: 4.059663947587437e-05
Position 421: 3.6573889224565885e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 5894: 0.8229679122824358
Position 1364: 0.19114409545502048
Position 1586: 0.1879689226698807
Position 6488: 0.11682696505192532
Position 2992: 0.1008675549328048
Position 1541: 0.06876015883805403
Position 1850: 0.026738810764768226
Position 5685: 0.021720036903296148
Position 731: 0.016408348433226874
Position 1601: 0.012531870694164084
Position 6096: 0.008584191789084043
Position 6798: 0.00831276581505995
Position 5102: 0.007546498279502895
Position 954: 0.006704957820634187
Position 1395: 0.006316508040572294
Position 2201: 0.0043545921546140455
Position 5760: 0.004308253897240461
Position 5126: 0.004162146471737039
Position 3004: 0.002442293711788988
Position 3206: 0.0024005110143243474
Position 1053: 0.0023295007790937496
Position 3803: 0.0022993517432808234
Position 5176: 0.0021651283840455776
Position 1610: 0.0020332423106090122
Position 992: 0.0011995353582306943
Position 2905: 0.0010330070171599586
Position 881: 0.0003030665288289803
Position 1392: 0.00024347100306052076
Position 1538: 0.00023354840279502193
Position 664: 0.00019409551147459803
Position 1215: 0.00016700900116577605
Position 788: 0.00014381425642169424
Position 1107: 0.00014283674995990207
Position 1425: 0.00013873758836431714
Position 1422: 0.0001165401440851475
Position 1485: 9.660257132190703e-05
Position 1251: 7.281485355501794e-05
Position 1239: 6.88173254276961e-05
Position 642: 3.611884295384382e-05
Position 644: 3.3234867877454954e-05
Position 739: 2.2409152426748522e-05
Position 1145: 1.82915672707377e-05
