Gene = CLDN11
index = 375
Annotated 5SS: [ 428 4463]
Annotated 3SS: [ 4297 13658]
SMsplice 5SS: [ 428 4463 7309]
SMsplice 3SS: [ 4297  7166 13413]
top_k =  100
Partition function (log Z): -8.207346297484527

Sorted 5' Splice Sites (High to Low Probability):
Position 4463: 0.9574150068861658
Position 7309: 0.9475448316875871
Position 428: 0.9001422504334129
Position 6434: 0.430618343596043
Position 5877: 0.37510929859630987
Position 1963: 0.25402751617583375
Position 3211: 0.1894044699559719
Position 5792: 0.1796871479718514
Position 534: 0.0756114974036127
Position 6208: 0.06506961623725585
Position 838: 0.040036173216637716
Position 5016: 0.03278123140780164
Position 2566: 0.03260079903048075
Position 3123: 0.03189752777013788
Position 1256: 0.02967461121533522
Position 935: 0.028581256865103145
Position 5516: 0.023029430923325742
Position 6256: 0.015416725865444474
Position 3207: 0.013469191975527909
Position 2473: 0.011036469692249001
Position 4409: 0.010984780980617382
Position 3449: 0.009771743360293312
Position 5970: 0.0019683569501928407
Position 1438: 0.0017333307160506423
Position 1692: 0.0011569697914544817
Position 123: 0.0010609028545534853
Position 2705: 0.0008762719740716655
Position 114: 0.000773234284954873
Position 223: 0.0004194668766465922
Position 474: 0.00015991328054253153
Position 2515: 9.753085119873927e-05
Position 226: 6.850674295324298e-05
Position 165: 6.472790342788603e-05
Position 657: 2.983437714309494e-05
Position 295: 2.173456746749565e-05
Position 21: 1.5068149214631957e-05
Position 73: 6.918348162726374e-06
Position 268: 2.625806350286447e-06
Position 140: 2.3930099987437193e-06
Position 75: 1.8328024295444176e-06
Position 205: 1.769637568638901e-06
Position 262: 1.3359189476400475e-06
Position 247: 8.81141921763818e-07
Position 235: 4.9901127149675866e-08
Position 213: 3.6322703382464315e-08
Position 90: 3.336276692352319e-08
Position 12: 1.3678738184513442e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4297: 0.9708484452771275
Position 7166: 0.9562420042337993
Position 5689: 0.5631525711913725
Position 6288: 0.42285029549370684
Position 13413: 0.35557955400816627
Position 13658: 0.273727070264983
Position 3045: 0.24206781363756671
Position 1862: 0.23915453279258866
Position 7425: 0.11018624537159132
Position 6099: 0.103782674890632
Position 7428: 0.06688402090751981
Position 14301: 0.05897702229256538
Position 9382: 0.045002977185990535
Position 2410: 0.03314046695117176
Position 1042: 0.0249691807882449
Position 5439: 0.023029430923325742
Position 771: 0.022208621264900346
Position 11225: 0.019357928223478656
Position 7097: 0.016609110968300787
Position 4792: 0.013202108719216425
Position 4885: 0.012711661058286156
Position 1731: 0.009906748853870965
Position 7937: 0.008043082786606964
Position 604: 0.007973889242058932
Position 2440: 0.007474345048254457
Position 740: 0.007209166957449393
Position 4868: 0.006867461630299069
Position 9781: 0.004928528537014032
Position 1865: 0.00492525149303546
Position 835: 0.004000612000312896
Position 822: 0.0036964617669583938
Position 3003: 0.0033892425295002143
Position 2356: 0.0031199875745022703
Position 707: 0.0028494413191329088
Position 8327: 0.0026915787304650535
Position 7750: 0.0018803107556295887
Position 222: 0.001847201749414485
Position 7384: 0.0018292628528195527
Position 1422: 0.00102014705063926
Position 2603: 0.0008762719740716655
Position 1503: 0.0008443884302025561
Position 1145: 0.0005667290112239951
Position 1092: 0.0005544275832698081
Position 554: 0.0004981032059114597
Position 330: 0.0003788922192470207
Position 7050: 0.00032730169456588306
Position 1598: 0.0003125813612519257
Position 1341: 0.00028855681122429063
Position 1330: 0.000271661516913982
Position 681: 7.730633086569864e-05
Position 1801: 4.098303633841719e-05
