Gene = FXN
index = 569
Annotated 5SS: [  689 11224 18002 29777]
Annotated 3SS: [11125 17880 29678 37352]
SMsplice 5SS: [  689  4661 11224 18002 29777]
SMsplice 3SS: [ 4525 11125 17880 29678 37352]
top_k =  100
Partition function (log Z): -9.461125333818396

Sorted 5' Splice Sites (High to Low Probability):
Position 18002: 0.9994632316920505
Position 29777: 0.9993402229931087
Position 11224: 0.9850585773838175
Position 4661: 0.8123919276269482
Position 689: 0.631834423924239
Position 33453: 0.5064800912818914
Position 787: 0.3681655760757634
Position 30618: 0.2502605057447812
Position 36883: 0.24486263591038065
Position 37572: 0.17129837249606147
Position 6346: 0.13775544178819987
Position 30451: 0.12702114261777528
Position 12013: 0.04045083384796673
Position 6248: 0.01798048976501768
Position 11252: 0.0065493332412499055
Position 8303: 2.9027702605620682e-05
Position 14143: 2.0888153700454403e-05
Position 6570: 1.3400191765284804e-05
Position 13918: 9.28939484085126e-06
Position 13962: 4.941786252515997e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 17880: 0.999991742618195
Position 29678: 0.9993402229931087
Position 11125: 0.991608386061137
Position 37352: 0.9523465727152332
Position 4525: 0.7541198025028051
Position 33210: 0.4905738247332113
Position 36793: 0.24486263591038065
Position 30546: 0.22232307255428224
Position 30350: 0.15593441370008598
Position 6184: 0.1546140026351354
Position 38171: 0.11657552061443455
Position 37872: 0.05472285188162683
Position 4582: 0.051383074218099546
Position 11932: 0.0404334614995368
Position 33165: 0.03881523415676641
Position 37250: 0.009656619570347504
Position 4404: 0.006889050888721439
Position 31753: 0.0031371256998906916
Position 33117: 0.002439809926237246
Position 33692: 0.00225771525820551
Position 32616: 0.0022349821869839625
Position 30747: 0.0013836785659741783
Position 32049: 0.0012908552586360278
Position 6234: 0.0011152236496004267
Position 30646: 0.0007080583117021219
Position 19277: 0.00011214978050241464
Position 8181: 2.9027702605620682e-05
Position 6447: 1.3400191765284765e-05
Position 14071: 1.2116977454190355e-05
Position 14040: 8.77117624626399e-06
Position 13876: 8.418116423308344e-06
Position 11902: 7.238802012513672e-06
Position 6163: 6.70526848193361e-06
Position 11948: 6.115252778329381e-06
Position 18641: 6.0924412143922585e-06
Position 13785: 5.813064670058902e-06
Position 20019: 5.3547956568418104e-06
Position 11864: 5.050100745672916e-06
Position 19273: 3.704781821845932e-06
Position 16633: 1.14866540628254e-06
Position 11287: 7.160341500158368e-07
Position 11564: 4.4473126588272286e-07
Position 11310: 1.3401480674722402e-07
Position 4974: 7.602718316343603e-09
Position 1371: 5.990027998313981e-09
Position 4180: 1.7321615092848258e-11
