Gene = ADPRHL2
index = 35
Annotated 5SS: [ 241 2466 2951 3220 3648]
Annotated 3SS: [2368 2742 3034 3546 4221]
SMsplice 5SS: [ 241 2466 2951 3648]
SMsplice 3SS: [2368 2742 3546 4221]
top_k =  100
Partition function (log Z): 2.318907298693162

Sorted 5' Splice Sites (High to Low Probability):
Position 2466: 0.9759736913509521
Position 2951: 0.9147828065192509
Position 241: 0.8696543799127038
Position 3648: 0.8622149610761113
Position 503: 0.5682882436292565
Position 3220: 0.3919167866478262
Position 3238: 0.17539194304920083
Position 3251: 0.1740808450488318
Position 1115: 0.14115990955430932
Position 2892: 0.0650651667223143
Position 229: 0.03854887521949141
Position 1306: 0.01922727561403537
Position 61: 0.018388243427447718
Position 1066: 0.01809052762362707
Position 2500: 0.01725801872491198
Position 4640: 0.016801760113688117
Position 176: 0.015100729667488476
Position 4045: 0.010379475744117819
Position 1074: 0.007081539594523022
Position 3652: 0.003393958844667002
Position 2449: 0.0018177585020011271
Position 4422: 0.0014012232821608538
Position 2624: 0.0012331283378638072
Position 324: 0.0005197407428232697
Position 601: 0.00022020158725222238
Position 261: 0.0001895316902182506
Position 2903: 0.00012991554209439789
Position 271: 0.00012097542737158277
Position 317: 0.00011399445570527861
Position 530: 3.256987225359744e-05
Position 486: 3.232638613695067e-05
Position 8: 1.437037051386732e-07
Position 135: 1.292333181235103e-07
Position 18: 1.9228303205503788e-08
Position 199: 1.0407299572905863e-09
Position 165: 3.1065194230204475e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2742: 0.9827925060738664
Position 2368: 0.9817825847351691
Position 4221: 0.8675694931934563
Position 3546: 0.8073445299543107
Position 3127: 0.485847039265961
Position 378: 0.24334477062835583
Position 423: 0.23656876211172345
Position 3055: 0.11577124187651004
Position 1004: 0.09491115827338031
Position 3100: 0.06886487903432661
Position 3034: 0.06342582749929224
Position 4886: 0.058539107361644686
Position 3363: 0.045290963438420866
Position 818: 0.028034669750087813
Position 4502: 0.02501507973510582
Position 3313: 0.023215131303905494
Position 1205: 0.01922727561403538
Position 3900: 0.018652000616532757
Position 706: 0.017911691874427593
Position 3693: 0.01728230582748851
Position 876: 0.014719368417143731
Position 382: 0.011984567830825472
Position 2371: 0.011731446399126908
Position 152: 0.00984075895548637
Position 2998: 0.009457794846321319
Position 361: 0.008920663167610702
Position 3807: 0.006828233632159642
Position 3479: 0.00513100410733425
Position 4318: 0.004726973253074775
Position 942: 0.004461870549787428
Position 4421: 0.003996203811021403
Position 2571: 0.0035435895650347874
Position 484: 0.0032393408823219567
Position 1065: 0.0030692132523466656
Position 4660: 0.0020887533603116456
Position 2386: 0.001535437443569781
Position 2697: 0.0012500564882833578
Position 363: 0.0001146436857762894
Position 3001: 0.00011296846378652712
Position 462: 9.126464545973813e-05
Position 197: 8.96247084008709e-05
Position 180: 8.836165343592421e-05
Position 393: 6.01807031303896e-05
Position 2812: 4.6288219978905935e-05
Position 569: 3.9708604599613355e-05
Position 541: 1.6696223411409046e-05
Position 338: 1.127311091879117e-05
Position 403: 6.4117415438306975e-06
Position 199: 5.284427282160009e-06
Position 546: 4.528229005243055e-06
Position 507: 3.42557604168143e-06
Position 388: 1.6856827691153442e-06
Position 347: 8.548063258570911e-07
Position 892: 6.292916125360037e-07
Position 743: 5.993648277911302e-07
Position 229: 3.2331720990937523e-08
Position 233: 2.4261786925651098e-08
Position 206: 9.121870174523772e-09
Position 102: 8.164312906952906e-09
