Gene = NDUFA2
index = 923
Annotated 5SS: [303 530]
Annotated 3SS: [ 422 2106]
SMsplice 5SS: [303 530]
SMsplice 3SS: [ 422 2106]
top_k =  100
Partition function (log Z): 0.6685658502233944

Sorted 5' Splice Sites (High to Low Probability):
Position 530: 0.9955132733775719
Position 303: 0.9635124924972462
Position 1173: 0.16926450280619146
Position 2157: 0.03673658822081374
Position 2188: 0.030762597070608664
Position 318: 0.02637748160072565
Position 1169: 0.011955715533440324
Position 251: 0.008249168969210385
Position 854: 0.007171855623436506
Position 805: 0.006329321944359786
Position 563: 0.0037996524969055234
Position 1576: 0.003187482876944213
Position 1310: 0.002544944158424909
Position 1699: 0.002058038190158754
Position 1408: 0.0010595468850967077
Position 221: 0.0007219378965141544
Position 140: 0.0005074572940385323
Position 133: 0.0004861078433109753
Position 861: 8.502899958475549e-05
Position 724: 8.143542091778048e-05
Position 748: 7.981865088805221e-05
Position 56: 6.390240140460328e-05
Position 534: 6.387174982785416e-05
Position 272: 3.325709380184936e-05
Position 298: 3.2775274469837805e-05
Position 144: 3.2572886860804744e-05
Position 776: 2.863683661827569e-05
Position 229: 2.797347118534772e-05
Position 1126: 2.7562628457448033e-05
Position 844: 2.4777817716891544e-05
Position 835: 2.0547146542055615e-05
Position 1544: 1.9666328715193074e-05
Position 315: 1.1495895548549773e-05
Position 347: 5.851202482725903e-06
Position 604: 2.00903212323253e-06
Position 550: 4.718680849885038e-07
Position 502: 4.479550022438709e-09
Position 577: 3.84515534029635e-09
Position 7: 1.9687782697599427e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 422: 0.996774492993781
Position 2106: 0.875100158567263
Position 976: 0.1610891078133963
Position 1091: 0.060542349583766544
Position 2295: 0.048686213456596156
Position 2059: 0.03019830654853959
Position 2320: 0.015578832978649367
Position 1221: 0.013723626807094715
Position 689: 0.008796420191397657
Position 1852: 0.00867751551237247
Position 1964: 0.007379212644149938
Position 673: 0.0067492098995620455
Position 1508: 0.006023959439146382
Position 2419: 0.005156633278398845
Position 2146: 0.005134518973800469
Position 941: 0.004054011101091063
Position 393: 0.003205836599307954
Position 1207: 0.0024843249043972294
Position 2019: 0.002210748171103091
Position 1027: 0.0018843582802706592
Position 751: 0.0017535755742538602
Position 1172: 0.0017410558000495143
Position 1832: 0.0013787060826661798
Position 978: 0.0005450321580846777
Position 2471: 0.00040638222670270733
Position 776: 0.00032660085274018323
Position 1039: 0.00029801265336194073
Position 645: 0.0002827606055975374
Position 1111: 0.00026845479482211367
Position 2066: 0.00013907601715702024
Position 612: 6.377005990849945e-05
Position 631: 5.320073496023348e-05
Position 724: 4.4688126234895e-05
Position 217: 2.09956164890284e-05
Position 370: 1.9433467806160754e-05
Position 731: 1.8971200289241394e-05
Position 169: 1.196748934389325e-05
Position 200: 1.1359305578413562e-05
Position 781: 1.0477624775556989e-05
Position 603: 7.96270791166005e-06
Position 838: 7.668361599323448e-06
Position 148: 7.248499741154564e-06
Position 290: 6.0400222374122466e-06
Position 276: 1.925767636430329e-06
Position 221: 1.611417300547691e-06
Position 1045: 1.4502560224796668e-06
Position 131: 6.3328848377828e-07
Position 124: 4.051015114028568e-07
Position 294: 1.900579190269991e-07
Position 155: 8.418140531575897e-08
Position 456: 6.433828890988927e-08
Position 435: 4.426660474404661e-08
Position 450: 4.4188230115650867e-08
Position 459: 2.6226110510753798e-08
Position 507: 2.447518210222754e-08
Position 240: 1.6565819052327048e-08
Position 380: 1.5022407269844584e-08
Position 375: 1.4061682295899393e-08
Position 345: 1.3682429816800996e-09
Position 513: 7.658859453166396e-12
