Gene = MTHFR
index = 891
Annotated 5SS: [  365  2085  3034  7040  8148  8517  8888  9339 10968 12039]
Annotated 3SS: [ 1845  2922  6845  7896  8381  8706  9155 10865 11918 12346]
SMsplice 5SS: [  365  3034  7040  8148  8517  8888  9339 10968 12039]
SMsplice 3SS: [ 2922  6845  7917  8381  8767  9155 10865 11918 14078]
top_k =  100
Partition function (log Z): 5.435223443521551

Sorted 5' Splice Sites (High to Low Probability):
Position 365: 0.977408172543618
Position 12039: 0.9767479477494276
Position 10968: 0.9720912195636771
Position 8517: 0.9400579879107074
Position 3034: 0.9100654212912114
Position 8888: 0.8774724933419522
Position 8148: 0.867565511661474
Position 7040: 0.8061387394018192
Position 9339: 0.6761630851336843
Position 557: 0.46018126038302704
Position 11609: 0.3232846950440227
Position 5382: 0.304191661356451
Position 9344: 0.1992818492175467
Position 2085: 0.16761866744137527
Position 15406: 0.16403286260388258
Position 4040: 0.157809587514447
Position 9025: 0.1098482491105211
Position 11640: 0.09672978668734358
Position 8023: 0.09474059740648523
Position 14993: 0.09017160216125569
Position 2998: 0.08755151752094575
Position 982: 0.024312954873688314
Position 12497: 0.023128279361103617
Position 9228: 0.02230365565871542
Position 13515: 0.015791312986280302
Position 11148: 0.008858804378808876
Position 386: 0.00866095745379558
Position 9300: 0.007247879166812399
Position 295: 0.0052231876825717845
Position 11820: 0.004162439011896954
Position 380: 0.003359001399751176
Position 52: 0.00201747390448179
Position 3170: 0.0012946712167994023
Position 10941: 0.0010703451289421156
Position 302: 0.0006446129598957597
Position 12333: 0.0003745200538147962
Position 196: 0.00019886843535256172
Position 10928: 0.0001986542659577147
Position 132: 0.0001488351564972165
Position 71: 0.00012699762031817227
Position 115: 1.921271775803837e-05
Position 305: 1.1391607574409061e-05
Position 64: 1.0046375233929188e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 2922: 0.9884434523945455
Position 10865: 0.978047022178238
Position 11918: 0.9621690513030325
Position 9155: 0.8862069532011969
Position 6845: 0.8022045014929045
Position 7917: 0.6182080567868173
Position 8381: 0.4981753487026569
Position 8767: 0.45801860515687276
Position 459: 0.458014496284627
Position 11499: 0.43595585938879194
Position 8706: 0.37845001154974006
Position 8405: 0.3657209965067624
Position 7896: 0.34409805228114193
Position 15515: 0.28912197169888976
Position 15289: 0.21862402773932066
Position 14078: 0.18691336102672765
Position 13392: 0.1746277929302981
Position 5234: 0.16896798794602153
Position 15236: 0.11294426541452013
Position 8743: 0.10402592999293649
Position 3995: 0.09645789222539672
Position 5253: 0.08995910253267445
Position 12424: 0.08596591695730248
Position 14929: 0.06722249613876814
Position 17028: 0.05327938521677855
Position 1904: 0.046736440652732594
Position 5195: 0.045264570877754956
Position 1883: 0.041352249126772614
Position 8418: 0.03821995877541776
Position 8459: 0.03556637400897605
Position 3909: 0.034195615484310805
Position 1845: 0.02976565010601392
Position 8950: 0.028988379203627363
Position 11951: 0.025061365692758544
Position 14956: 0.022949106022487554
Position 8671: 0.01783781654929693
Position 12496: 0.017456514158523978
Position 2008: 0.017255138270160664
Position 3959: 0.014632083145038773
Position 13105: 0.013501589051900624
Position 3752: 0.012523996659700712
Position 1828: 0.012194539769981232
Position 9263: 0.010881040622580947
Position 862: 0.0107084413140873
Position 12623: 0.010205710480078387
Position 1950: 0.00928156911848161
Position 2822: 0.008830731235836465
Position 9239: 0.007908475352981883
Position 14099: 0.007838953652908652
Position 815: 0.007228028618849468
Position 12346: 0.006613884876059559
Position 1901: 0.006366097001718474
Position 892: 0.0063524413145480615
Position 1865: 0.004666983395514204
Position 11094: 0.004172001159146855
Position 6727: 0.003934237908914757
Position 12373: 0.003075570631198223
Position 8252: 0.0012950152318221039
Position 3115: 0.0011708462509177858
Position 8229: 0.0010802946850720777
Position 11890: 0.0005221032248635243
Position 2931: 0.00039370437381011707
Position 12207: 0.00020755664513579148
Position 12188: 0.00010058532857073552
Position 3033: 7.200732169998183e-05
Position 12268: 6.637808010826912e-05
Position 718: 1.0769305815821954e-05
Position 466: 4.324381151089873e-06
Position 482: 1.2906494929833317e-06
Position 538: 1.0121440775454877e-06
Position 434: 9.345484459926675e-07
Position 2659: 8.684521466413352e-07
Position 549: 6.607557841235837e-07
Position 469: 5.7379668751893e-07
