Gene = S100A16
index = 1220
Annotated 5SS: [ 160 1339]
Annotated 3SS: [1159 1644]
SMsplice 5SS: [ 160 1339]
SMsplice 3SS: [1159 1644]
top_k =  100
Partition function (log Z): 0.7675561285507315

Sorted 5' Splice Sites (High to Low Probability):
Position 1339: 0.9964002774439128
Position 160: 0.9163633065500485
Position 439: 0.4484252039187624
Position 787: 0.03932553755690603
Position 345: 0.02452473372368011
Position 1090: 0.022117581558701974
Position 1977: 0.017119455817664404
Position 1725: 0.011156179200303385
Position 166: 0.009270928468215773
Position 313: 0.009102050562304087
Position 1957: 0.008044846075896148
Position 820: 0.0077594661848311135
Position 1853: 0.0033203726075936536
Position 453: 0.0028099169663725926
Position 449: 0.0026283623926111744
Position 1514: 0.0024931814093945045
Position 413: 0.0018515293186609617
Position 29: 0.000570294988612054
Position 1111: 0.00045425322695007435
Position 195: 0.00018334936163430076
Position 50: 5.9367323036717495e-05
Position 353: 3.108245950945856e-05
Position 1335: 9.310160843014679e-06
Position 112: 1.3463080151572715e-06
Position 118: 9.558954950201159e-07
Position 11: 8.492052869608448e-08
Position 131: 4.594804156944579e-08
Position 808: 1.4282195425257061e-08
Position 90: 6.630834314597692e-09
Position 47: 5.6330329957857295e-09
Position 228: 5.386283418480417e-11
Position 222: 5.3320512730307386e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1644: 0.9787562462849285
Position 1159: 0.8765071992457462
Position 262: 0.2773565142280069
Position 1172: 0.0972641846618981
Position 306: 0.07917158949090108
Position 590: 0.04573015191444801
Position 2160: 0.03586646904397625
Position 375: 0.03397759102346962
Position 1049: 0.02335170992892307
Position 309: 0.01412917051864263
Position 994: 0.007021417067649
Position 1169: 0.006207213714827834
Position 2200: 0.005345701925527744
Position 267: 0.005277537762249922
Position 1920: 0.004685190280566082
Position 324: 0.004401689319094707
Position 889: 0.004107227088835602
Position 1618: 0.002929885126957603
Position 1443: 0.0026186666385285664
Position 1865: 0.002477537103131387
Position 1265: 0.0022927785697888984
Position 392: 0.00201758065070054
Position 1495: 0.0016663660217647403
Position 1580: 0.0015636392185657294
Position 1651: 0.0015044612408937393
Position 328: 0.0013116810531553483
Position 1479: 0.0012211954806694426
Position 859: 0.0011590001434781353
Position 1540: 0.0010804627539294763
Position 2002: 0.0009785179715701333
Position 2085: 0.0008548375465188608
Position 394: 0.0005241753460485029
Position 2264: 0.0003033131006507771
Position 1828: 0.00011054382919893394
Position 1461: 0.00010912342064180466
Position 1894: 6.187812283237954e-05
Position 351: 2.3833527526495187e-05
Position 273: 2.28035600170958e-05
Position 486: 1.1392230915096649e-05
Position 149: 9.134029700548296e-06
Position 756: 6.372467811048308e-06
Position 349: 2.5390501395808393e-06
Position 405: 2.2781140912863554e-06
Position 264: 2.2471828535885733e-06
