Gene = DNALI1
index = 458
Annotated 5SS: [ 157  830 2578 4817 5327]
Annotated 3SS: [ 683 2407 4637 5161 8106]
SMsplice 5SS: [ 157  830 2578 5327 8912]
SMsplice 3SS: [ 683 2407 5161 8852 9660]
top_k =  100
Partition function (log Z): 0.5864199047201848

Sorted 5' Splice Sites (High to Low Probability):
Position 5327: 1.0000000000000009
Position 830: 0.9640764034916841
Position 157: 0.9468592699805122
Position 2064: 0.6096470284135713
Position 2578: 0.5900048703935229
Position 8912: 0.5615103883653482
Position 2591: 0.3706116286074398
Position 2857: 0.24178628153156068
Position 5637: 0.16468198248252292
Position 4817: 0.12498088818894212
Position 5980: 0.09150097897429822
Position 1933: 0.07582025088185561
Position 4741: 0.06916516487405033
Position 1610: 0.04370524092749245
Position 4170: 0.040143611521820964
Position 3057: 0.038214547119065745
Position 2136: 0.03089440878190727
Position 569: 0.022104838793397676
Position 124: 0.02034685860930245
Position 299: 0.01740635548280275
Position 9452: 0.01620737739550057
Position 9076: 0.012987866918721658
Position 2072: 0.005369003001537571
Position 105: 0.0035329885624567686
Position 2036: 0.003351585343201024
Position 620: 0.002580512620359248
Position 2285: 0.0023780523924326106
Position 13: 0.0017394816095449234
Position 5885: 0.0011647448080611704
Position 2582: 0.0010639847806164873
Position 229: 0.0009835015731362163
Position 407: 0.0008666175437774497
Position 459: 0.0005074952282294899
Position 838: 0.00019368986996438404
Position 4: 2.5648124731355967e-05
Position 332: 8.48912401392848e-06
Position 268: 3.7396888207099505e-06
Position 285: 2.4776696629733358e-09
Position 310: 2.3224643752357705e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2407: 0.9567099303101952
Position 5161: 0.9320405723516124
Position 683: 0.8346854130675501
Position 9660: 0.4291699242847977
Position 1869: 0.4276918853202638
Position 8852: 0.42544907418238337
Position 8701: 0.24895994074214503
Position 1793: 0.22117381386442256
Position 4637: 0.19414605306299246
Position 2754: 0.1886804682985452
Position 9011: 0.168509361939697
Position 5573: 0.10094856393530194
Position 8106: 0.09838791994937873
Position 5728: 0.08691321851810499
Position 2799: 0.08228646558380757
Position 780: 0.06809602115319094
Position 5102: 0.06795942764838837
Position 9261: 0.059692995042405626
Position 5546: 0.046998581294283394
Position 726: 0.04403361223908663
Position 3997: 0.04014361152182095
Position 6227: 0.029244089567201353
Position 6616: 0.02876627875118878
Position 6591: 0.02603146784301157
Position 1716: 0.024828942443070268
Position 456: 0.02099158174256346
Position 9554: 0.019561989193899978
Position 1551: 0.019495920538019847
Position 1971: 0.018669501023014016
Position 5807: 0.01825455715867365
Position 8671: 0.018212764575798665
Position 5969: 0.015973777776099953
Position 1467: 0.01588112492486906
Position 1917: 0.013597270694265204
Position 5444: 0.013213675739337362
Position 1924: 0.013194233199726185
Position 2640: 0.009033894768273619
Position 6262: 0.008507365392616087
Position 1398: 0.004620114871857732
Position 5588: 0.00352116151360017
Position 2068: 0.003477920627596963
Position 530: 0.002819909651482713
Position 1255: 0.0024964500468974754
Position 1667: 0.0024487092497136155
Position 2217: 0.0023780523924326106
Position 2554: 0.002231020472527347
Position 2358: 0.002150207149071478
Position 713: 0.001814121190917187
Position 710: 0.001771209762472952
Position 91: 0.0017590890584916208
Position 6122: 0.001736631544527302
Position 703: 0.000850674401447611
Position 458: 0.0007187439365232419
Position 732: 0.000655454513124299
Position 740: 0.0006250850912755383
Position 749: 0.0006147871059620577
Position 2489: 0.0005627156328239684
Position 619: 0.0005422479054254951
Position 1485: 0.0005033414599868042
Position 1296: 0.00047367862974275984
Position 699: 0.00040861012975795775
Position 343: 0.0003342632056497874
Position 426: 0.0003168547706589963
Position 1524: 0.00022473033748620378
Position 421: 5.3715861493541716e-05
Position 557: 3.31750177686623e-05
Position 479: 2.819883277649502e-05
Position 2322: 2.6610216961276477e-05
Position 434: 2.1277557494561803e-05
Position 601: 1.5375370612811813e-05
Position 494: 1.2951039258578339e-05
Position 356: 1.2037623953127284e-05
Position 572: 1.143680007843318e-05
Position 1426: 9.880118632566038e-06
Position 105: 4.4586632440540215e-06
Position 794: 3.754985755988669e-06
Position 598: 1.8344248507402078e-06
