Gene = CARNMT1
index = 279
Annotated 5SS: [  383 11142 12127 28665 29797 31948 43488]
Annotated 3SS: [10945 11962 28523 29617 31833 43383 44525]
SMsplice 5SS: [  383  1342 11142 11842 12127 28665 29797 31948 43174 43488]
SMsplice 3SS: [ 1242 10945 11588 11962 28523 29617 31833 43067 43383 44525]
top_k =  100
Partition function (log Z): -23.816442014919282

Sorted 5' Splice Sites (High to Low Probability):
Position 383: 0.9448063247518792
Position 1342: 0.8220431039883084
Position 11142: 0.42609264099867694
Position 11842: 0.36964881049638126
Position 12127: 0.3004033888105222
Position 1360: 0.14548167952993366
Position 7294: 0.11034997788731127
Position 2019: 0.0923886657551154
Position 2077: 0.07941401681603655
Position 4313: 0.03707855327045454
Position 340: 0.03687713700732034
Position 2635: 0.021116643862096326
Position 960: 0.00981785797813662
Position 858: 0.004879181760221058
Position 658: 0.004254070009712433
Position 1944: 0.002413549032135103
Position 1266: 0.0018650641754319188
Position 2595: 0.0018303187920507703
Position 1888: 0.0012331976734286216
Position 1243: 0.00022990147008448308
Position 1287: 0.00018300396824414604
Position 755: 0.00017372220163417717
Position 4020: 4.0287032019872555e-05
Position 1804: 1.831098090092837e-05
Position 2014: 5.153765982797259e-06
Position 234: 4.0827811639422667e-08
Position 576: 2.0961070053692182e-08
Position 279: 9.850348393968822e-09
Position 108: 9.186887490863918e-09
Position 432: 7.885105469690716e-09
Position 104: 5.953279209204339e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11588: 0.7152285181803621
Position 1242: 0.5824887032997609
Position 11962: 0.5297665198992033
Position 10945: 0.4731117120049366
Position 1166: 0.3421996403390715
Position 15085: 0.27084476730418916
Position 1803: 0.19494361401244367
Position 7227: 0.11254570044082325
Position 4230: 0.05491511206056156
Position 2522: 0.04523695162784608
Position 13249: 0.02955862150633334
Position 1170: 0.020577399778778933
Position 1270: 0.013501715064637038
Position 1140: 0.008475919535283028
Position 7609: 0.0029937460586238326
Position 7555: 0.0027911321956451325
Position 4427: 0.002699918495133232
Position 6462: 0.002193125610355433
Position 1682: 0.0015183260758388653
Position 710: 0.00098050934164706
Position 3045: 0.0009554094835521239
Position 3429: 0.0007647086191871451
Position 1098: 0.0007246491781169175
Position 3769: 0.0006248933517974618
Position 1208: 0.0005626090457680801
Position 1014: 0.0005370708497917631
Position 2167: 0.000515652370004274
Position 657: 0.0004913923199716475
Position 1497: 0.0003238897216971503
Position 852: 0.0001314764742136995
Position 1302: 8.951299364562661e-05
Position 2050: 8.29164914937358e-05
Position 826: 7.988068339822599e-05
Position 1309: 6.905948105620166e-05
Position 621: 5.917638865953164e-05
Position 600: 2.2907434492561128e-05
Position 3993: 1.7636108538265522e-05
Position 867: 1.2182456255810013e-05
Position 714: 7.0969892896050056e-06
Position 549: 8.834061194277549e-07
