Gene = ADCK2
index = 27
Annotated 5SS: [ 1111  1605  6131  7985 14089 16573 17661]
Annotated 3SS: [ 1457  6001  7888 13836 16443 17606 21509]
SMsplice 5SS: [  350  1605  6131  7985 14089 16573]
SMsplice 3SS: [ 1457  6001  7888 13836 16443 21509]
top_k =  100
Partition function (log Z): -5.305768389973405

Sorted 5' Splice Sites (High to Low Probability):
Position 1605: 0.999671985385447
Position 16573: 0.9813123105408906
Position 6131: 0.9467449967287599
Position 14089: 0.8137339148155224
Position 7985: 0.7557754916151949
Position 1111: 0.4046502397463991
Position 350: 0.39748250718575495
Position 15528: 0.23526275128950144
Position 3011: 0.1955080389860263
Position 3071: 0.08509538924165778
Position 17661: 0.07377596615478134
Position 325: 0.071412890996062
Position 6124: 0.050062259291523865
Position 346: 0.04588900479859393
Position 7720: 0.03425130465950925
Position 228: 0.03145702467277633
Position 17696: 0.03026640946009886
Position 2762: 0.026985492885873177
Position 86: 0.023980164071411035
Position 4659: 0.018423080188076476
Position 4781: 0.015666180800016364
Position 920: 0.015489097390894343
Position 4910: 0.01524458905169341
Position 4974: 0.013637254168381935
Position 31: 0.00970213917715344
Position 385: 0.009607703488971376
Position 17044: 0.009524835610981166
Position 5527: 0.007638162460567617
Position 499: 0.00597606476857048
Position 2282: 0.005487714928220994
Position 336: 0.005390676925290249
Position 208: 0.005029822002805315
Position 4625: 0.004252110737193971
Position 5456: 0.003447570210942327
Position 5119: 0.0034384044930583354
Position 2125: 0.0024762616356884155
Position 5039: 0.0023808140891025927
Position 1385: 0.0022429365605616757
Position 495: 0.002135942050654557
Position 2803: 0.001959177975008489
Position 2784: 0.0018810651634662261
Position 1060: 0.0012111806328723442
Position 817: 0.0009948764744319315
Position 181: 0.0009033299006796334
Position 328: 0.0008044010707153193
Position 697: 0.0005208219625631709
Position 1027: 0.0005123065221064508
Position 691: 0.00040221413132019443
Position 1270: 0.0003646201858735705
Position 77: 0.00030943832491881943
Position 1696: 0.0002995197393481085
Position 1120: 0.0002921172734283431
Position 627: 0.0002786208212963981
Position 196: 0.00024802342896966154
Position 202: 0.00019682166715229114
Position 553: 0.00016703329336177416
Position 1627: 2.7750892562167487e-05
Position 140: 3.5752933949552997e-06
Position 1729: 7.439826476811959e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 6001: 0.9952774409915992
Position 1457: 0.9920460724171498
Position 16443: 0.990062008078166
Position 7888: 0.6906944264367381
Position 21509: 0.4688379982205754
Position 13836: 0.37968466378975224
Position 17797: 0.277759517465217
Position 15436: 0.23526275128950144
Position 13864: 0.22143032856812309
Position 13783: 0.2126189224576471
Position 2656: 0.15398936293663607
Position 17606: 0.12929662556569094
Position 7569: 0.0786207818327714
Position 2910: 0.04918664049870325
Position 19690: 0.047950965048671725
Position 2959: 0.045838186918368516
Position 4526: 0.03876825938207184
Position 2943: 0.03341292538752913
Position 16710: 0.030275516076613374
Position 18368: 0.026245374213643747
Position 20347: 0.02610261568964277
Position 19856: 0.025323420784138573
Position 1018: 0.02231559933012209
Position 7918: 0.021192471380783024
Position 2885: 0.01821947084172342
Position 19229: 0.01749386873533535
Position 18951: 0.016061852142565808
Position 4887: 0.0158976426290139
Position 17793: 0.01480179550070264
Position 16935: 0.012304286196904962
Position 4638: 0.011346509426882504
Position 5205: 0.011085732671509965
Position 1484: 0.007816587506803368
Position 2889: 0.007031305733352886
Position 16684: 0.00547235292036139
Position 2202: 0.00438014141834366
Position 4909: 0.0035916175964965536
Position 4973: 0.0034384044930583354
Position 14916: 0.003370372850035739
Position 1059: 0.0026390407235441947
Position 16966: 0.002577537023527539
Position 1841: 0.0024802166858764723
Position 2761: 0.002089275168064547
Position 997: 0.002072302258004748
Position 741: 0.002069915072820093
Position 1105: 0.001724567209202762
Position 5944: 0.001684706918018706
Position 2787: 0.0016800331610745765
Position 916: 0.0016555275482532782
Position 206: 0.001420446008494764
Position 970: 0.0012177092781142504
Position 1001: 0.0011605291075408159
Position 2175: 0.0011075735098773289
Position 802: 0.0005989839569501403
Position 1042: 0.0003250257018195936
Position 816: 0.00028274098036511257
Position 852: 0.00017320764374781133
Position 10686: 0.00016587734013883286
Position 5966: 0.0001197712062885395
Position 1423: 8.657748426039007e-05
Position 1359: 3.270876056133471e-05
Position 1362: 1.8053831228491337e-05
