Gene = MTMR14
index = 892
Annotated 5SS: [  281  4308 12914 19333 20031 21709 23297 27926 28597 33783 35209 35503
 35786 38430 39293 39621 40682 48405]
Annotated 3SS: [ 4158 12804 19256 19969 21585 23222 27854 28521 33715 35122 35425 35748
 38358 39233 39481 40501 48248 52327]
SMsplice 5SS: [  281  1068  4308 10348 10593 12914 21709 23297 24521 27926 28597 33783
 35503 38430 39293 39621 40682 48405]
SMsplice 3SS: [  991  4158 10217 10434 12804 21585 23222 24436 27854 28521 33715 35425
 38358 39233 39481 40501 48248 52327]
top_k =  100
Partition function (log Z): 19.54943149977211

Sorted 5' Splice Sites (High to Low Probability):
Position 12914: 0.9999999999999895
Position 4308: 0.9984794726734826
Position 35503: 0.9981726771882181
Position 10593: 0.9904810190707621
Position 38430: 0.9673792125933236
Position 27926: 0.9640305868035751
Position 21709: 0.9611558771115578
Position 28597: 0.9470990806508527
Position 40682: 0.9438957950932426
Position 39621: 0.9303551540252906
Position 23297: 0.8991759453732414
Position 281: 0.8899746865658299
Position 33783: 0.8701748691359419
Position 1068: 0.8521505221997401
Position 39293: 0.712517954666599
Position 11978: 0.6407011244275631
Position 35786: 0.6076011247064705
Position 48405: 0.5618467194600346
Position 24521: 0.5347923525979914
Position 48310: 0.46535767235564435
Position 28388: 0.29205494594756104
Position 30116: 0.25580560005793607
Position 48749: 0.2555301706737893
Position 24556: 0.23954882240289704
Position 28397: 0.21444732024863739
Position 26210: 0.14802041199945787
Position 30102: 0.1330093850984525
Position 46542: 0.13008416524994273
Position 41218: 0.11779068639302519
Position 44344: 0.0959744806340736
Position 48458: 0.0926244922707437
Position 4058: 0.08836775793121855
Position 293: 0.08752925332232454
Position 33855: 0.07691340171522612
Position 42857: 0.0675098338324974
Position 35680: 0.0662476937245616
Position 5392: 0.05673290493640637
Position 48551: 0.04929280809702549
Position 1783: 0.04865413913659457
Position 36019: 0.04667209133391709
Position 21692: 0.03409666476226257
Position 38710: 0.02652508154972441
Position 37123: 0.025024087420985316
Position 24489: 0.024524520830901814
Position 44872: 0.02295426511107322
Position 46628: 0.022242327419671182
Position 39376: 0.021707824783916273
Position 23289: 0.021146234806751794
Position 24533: 0.018344462009091046
Position 36512: 0.015556901652130403
Position 39645: 0.014646625909301523
Position 40601: 0.01447914078607253
Position 24593: 0.012800838088690036
Position 3064: 0.01258658167943694
Position 39342: 0.012517548603042942
Position 12484: 0.011682030146083901
Position 366: 0.008369754208841234
Position 74: 0.007887625529674858
Position 2978: 0.007582991288080345
Position 529: 0.007054501147999677
Position 23406: 0.0068744969592366405
Position 24673: 0.0065838341707206705
Position 35591: 0.006165292803374181
Position 1165: 0.005567929999018118
Position 10629: 0.005234137548987315
Position 1942: 0.005113629949706436
Position 1129: 0.0038445344623642326
Position 39967: 0.0037699156479827577
