Gene = ZDHHC23
index = 1600
Annotated 5SS: [  290  1063  6510  8606 10638]
Annotated 3SS: [  892  5798  8437 10461 12818]
SMsplice 5SS: [ 290 1063]
SMsplice 3SS: [  892 11619]
top_k =  100
Partition function (log Z): -12.03528968078303

Sorted 5' Splice Sites (High to Low Probability):
Position 290: 0.941639758874965
Position 1063: 0.8474783870847075
Position 562: 0.0961821574777906
Position 6510: 0.09429816558521759
Position 7081: 0.08792451781417801
Position 2493: 0.031903966511988936
Position 9585: 0.029250552848690995
Position 794: 0.011538481220081762
Position 666: 0.011400420404244434
Position 116: 0.009760668289709305
Position 834: 0.005918963425368489
Position 307: 0.004686329854653537
Position 441: 0.004252848440964048
Position 629: 0.0017287916757659958
Position 603: 0.0009482906270480258
Position 327: 0.00017089198683198925
Position 214: 8.159037476706208e-05
Position 57: 3.6243368963930106e-05
Position 156: 1.5468332919446475e-05
Position 399: 1.642026781823845e-06
Position 218: 1.3730608093453318e-06
Position 445: 4.5494555078412656e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 892: 0.7825708700400625
Position 11619: 0.394364097893745
Position 10461: 0.3399583562472278
Position 9381: 0.09301921299762829
Position 6187: 0.08879584361373132
Position 487: 0.07712414081736137
Position 5798: 0.052451050639947594
Position 7035: 0.050112462379026494
Position 6916: 0.047823231319687805
Position 867: 0.03523810911601556
Position 9584: 0.028540797023380096
Position 6111: 0.02171921950356564
Position 2441: 0.0216542155834627
Position 910: 0.021233246069752274
Position 6612: 0.014899443407041729
Position 561: 0.014218353183541558
Position 2374: 0.014045524539094066
Position 1273: 0.013134202471933046
Position 7260: 0.007192483139591761
Position 2355: 0.006881025581191724
Position 2025: 0.0066313765422682585
Position 784: 0.006383091726180298
Position 913: 0.004708103253377882
Position 4815: 0.004335079891976308
Position 2169: 0.003948465041760524
Position 1585: 0.0037811186617325225
Position 1515: 0.003546876139333558
Position 4534: 0.003394622874091998
Position 5192: 0.002785761279638561
Position 3286: 0.0018523706967236476
Position 548: 0.0017508650497963655
Position 2514: 0.0017029262684726135
Position 2771: 0.0014871357701207058
Position 3401: 0.001186960909417462
Position 1040: 0.001175239666320593
Position 1876: 0.0011717270914301317
Position 3157: 0.001121426507992662
Position 1176: 0.0009141912754244721
Position 432: 0.0007539606094510094
Position 715: 0.00048142479384832387
Position 619: 0.00035798079599015317
Position 399: 0.00025824992331911593
Position 494: 0.00011834842169761365
Position 517: 0.00011176017823875623
Position 459: 9.249921445352587e-05
Position 510: 8.762414148800653e-05
Position 387: 3.949642412675919e-05
Position 449: 3.597773029269828e-05
Position 651: 2.8967389956317995e-05
