Gene = NCDN
index = 917
Annotated 5SS: [  92  432 1456 3503 4842 5635 6118]
Annotated 3SS: [ 363 1314 2533 4599 5409 5974 7434]
SMsplice 5SS: [  92 1169 1456 4842 5089 5635 6118]
SMsplice 3SS: [1023 1314 4599 4999 5409 5974 8915]
top_k =  100
Partition function (log Z): 4.305655273271899

Sorted 5' Splice Sites (High to Low Probability):
Position 6118: 0.9905841512384843
Position 92: 0.9682610533613489
Position 1456: 0.8589813465362349
Position 4842: 0.7716487443902025
Position 1169: 0.7454161911718773
Position 5635: 0.7103713085041504
Position 5089: 0.552582733622686
Position 1092: 0.1875637787338357
Position 1482: 0.10028985050779035
Position 8209: 0.07188540915849802
Position 5653: 0.0626166828132737
Position 5136: 0.06130641132420283
Position 4780: 0.05776245576267325
Position 8128: 0.054216288231014716
Position 4215: 0.04264590868391627
Position 1412: 0.04072880295597512
Position 5816: 0.04038969803128494
Position 894: 0.02727226495547952
Position 432: 0.02545182203610129
Position 581: 0.019262805236762052
Position 4688: 0.013861175782400044
Position 1031: 0.012639116793091015
Position 5336: 0.011641524269765134
Position 5549: 0.011466624367498983
Position 5500: 0.010223551236850117
Position 6146: 0.00594432841794444
Position 8465: 0.002703265308783546
Position 4696: 0.002246707233685828
Position 735: 0.0020065936799844226
Position 435: 0.0019025674831978214
Position 8308: 0.0018062669852415762
Position 6423: 0.001614782425815498
Position 1108: 0.0010222927217824426
Position 1068: 0.0005446706899293597
Position 620: 0.00020701230847241568
Position 800: 0.00017558697950927865
Position 401: 5.430847005241227e-05
Position 4642: 5.4134463053172494e-05
Position 22: 3.943693735216095e-05
Position 409: 7.487516479388978e-06
Position 406: 3.39756738554584e-06
Position 387: 3.0693227805735447e-06
Position 363: 1.308660189056867e-06
Position 219: 1.216475049560389e-06
Position 365: 6.804312241874946e-07
Position 226: 5.697235368162024e-07
Position 328: 9.375268604063292e-08
Position 242: 2.3047934908064653e-08
Position 8: 4.135074703052694e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5974: 0.9999656773256052
Position 1023: 0.919604936255825
Position 4599: 0.7916977033885292
Position 5409: 0.7682599551832004
Position 1314: 0.7633552539891442
Position 4999: 0.5506587129802265
Position 8915: 0.46370179109506393
Position 1284: 0.23664474601085614
Position 8064: 0.12794446605363355
Position 7434: 0.12720384143586128
Position 8307: 0.11094375146118673
Position 7968: 0.07130364705858053
Position 8193: 0.05968054660569742
Position 5036: 0.05136896973340922
Position 8558: 0.038235521615102894
Position 4030: 0.03819005594240548
Position 5562: 0.033550553262341326
Position 4813: 0.031592240059580175
Position 7607: 0.03124341979523353
Position 5512: 0.024438559311105824
Position 7676: 0.02371844668890797
Position 4581: 0.022283274183905563
Position 6701: 0.02140052064587071
Position 7583: 0.013497663707790979
Position 479: 0.012220132533552985
Position 5016: 0.011861462233252832
Position 5215: 0.011641524269765134
Position 6312: 0.009668203039329968
Position 8714: 0.007772608171727926
Position 981: 0.0072764565185846185
Position 6589: 0.007216780184964607
Position 863: 0.006891028913046395
Position 1026: 0.006650616471468374
Position 817: 0.0066400303815066265
Position 798: 0.006222059902942709
Position 363: 0.006217567790467091
Position 5745: 0.00564389584554552
Position 482: 0.0054574646615360815
Position 557: 0.0044727652874254125
Position 4137: 0.0044558527415108
Position 1127: 0.0043213180984774495
Position 7144: 0.003474542479932499
Position 6563: 0.0034318308227412487
Position 5447: 0.0031749013508644386
Position 7496: 0.0028076853064316187
Position 1091: 0.0026040885303560846
Position 7362: 0.0024408786103087164
Position 8117: 0.0024204768739895595
Position 576: 0.0017272241582649444
Position 820: 0.0007144390870328992
Position 6360: 0.0006478701134269288
Position 662: 0.00046587997083582014
Position 749: 0.0001362651291378428
Position 1056: 6.978915427413694e-05
Position 248: 5.3748928811357986e-05
Position 431: 4.771615421049769e-05
Position 1136: 4.38200455115881e-05
Position 5859: 2.8929104693089705e-05
Position 5934: 3.4229366850428826e-06
Position 5913: 1.9706330164362895e-06
Position 445: 4.217848068297817e-09
