Gene = ZMYM1
index = 1604
Annotated 5SS: [  140 19434 34298 36106 37781 44684 44984 50662 52127 52345]
Annotated 3SS: [19207 34127 36032 37530 44508 44770 50507 51985 52300 53190]
SMsplice 5SS: [  140 34224 39662 44684 50662 52127 52345 53396]
SMsplice 3SS: [34127 39564 44508 50507 51985 52257 53190 54852]
top_k =  100
Partition function (log Z): -31.606996181172402

Sorted 5' Splice Sites (High to Low Probability):
Position 140: 0.9916322464217481
Position 105: 0.008364710522224778
Position 322: 0.00328973027962036
Position 310: 0.0013028149604493975
Position 654: 0.0007412402284517894
Position 96: 1.4044776259852184e-06
Position 81: 1.5780635976416306e-07
Position 297: 1.213577040876617e-07
Position 194: 6.921445039585226e-08
Position 51: 3.979374792221218e-08
Position 238: 3.840198602018458e-08
Position 15: 2.283081759699061e-08
Position 124: 1.7536561229108485e-08
Position 147: 7.168514407792851e-10
Position 35: 2.496939874008172e-10
Position 230: 4.039096457651713e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 214: 0.25536553999503336
Position 12007: 0.13906305566334082
Position 9071: 0.09076852651735207
Position 10798: 0.08940062555211863
Position 861: 0.06721089057556695
Position 12056: 0.046434561570471856
Position 407: 0.0416416324424381
Position 9747: 0.029074264763183432
Position 428: 0.02858627175037735
Position 4929: 0.024103993147217673
Position 10688: 0.022280965626715322
Position 4685: 0.020235266454591234
Position 6456: 0.016466581454454874
Position 8779: 0.013832945221763548
Position 5375: 0.013246192813646503
Position 6431: 0.011177131352561782
Position 5607: 0.009802930302100226
Position 7217: 0.008662673421573973
Position 7546: 0.008345991180633635
Position 2425: 0.006615365499146266
Position 6975: 0.005269701436579805
Position 2513: 0.005040186017184388
Position 1029: 0.004806026888334922
Position 6151: 0.004337478203796721
Position 3190: 0.003487700283141165
Position 2897: 0.0033157898374598957
Position 2575: 0.0030712397778851633
Position 5456: 0.0028382473650133523
Position 3230: 0.0028352545008260115
Position 2230: 0.0025060843890091626
Position 4925: 0.002259076167986649
Position 3359: 0.002220814451204014
Position 1742: 0.0017205838896586334
Position 479: 0.0016263307959954953
Position 3215: 0.001554096956182961
Position 3385: 0.0013149225262407737
Position 888: 0.0011612085959743404
Position 1275: 0.0010719559591112384
Position 3148: 0.0010592040188285834
Position 2064: 0.0010345132279913926
Position 3540: 0.0009784807167084483
Position 2138: 0.0009396809763209515
Position 3241: 0.0008881078297648091
Position 2390: 0.000831898079732426
Position 2691: 0.0008040804355197356
Position 1464: 0.000791236497115794
Position 2743: 0.0007244897402910647
Position 1181: 0.0007131002986711703
Position 403: 0.000699364058698761
Position 584: 0.000646654624667922
Position 1108: 0.0005000096832801784
Position 555: 0.0004844009071743516
Position 558: 0.0004571689397494195
Position 1439: 0.0004076912455377212
Position 252: 0.0003283785316551599
Position 637: 0.0002897498172814137
Position 192: 2.267733110831524e-06
Position 310: 1.1836762433749423e-08
Position 271: 9.696094988395915e-09
Position 230: 7.880576925648108e-09
Position 254: 4.677310191942013e-09
