Gene = GAPT
index = 573
Annotated 5SS: [ 107 2249]
Annotated 3SS: [2183 2811]
SMsplice 5SS: [ 107 2404]
SMsplice 3SS: [2275 5287]
top_k =  100
Partition function (log Z): -5.4276630642367

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.9325317129017227
Position 2404: 0.8494283899463421
Position 622: 0.0825620291874044
Position 396: 0.07969168264588385
Position 699: 0.06942582533260082
Position 129: 0.048636162656312126
Position 111: 0.017255612885812188
Position 2397: 0.010134019782934147
Position 455: 0.0013848967114242477
Position 229: 0.0009509515975434312
Position 449: 0.00013607483902152234
Position 53: 7.566428524029408e-05
Position 391: 6.989343039893626e-05
Position 161: 3.13189272761323e-05
Position 6: 8.76478547959194e-06
Position 472: 7.514329821783181e-06
Position 36: 2.011413020353775e-07
Position 19: 1.796049503765045e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2275: 0.8217880215783688
Position 5287: 0.3555021567600388
Position 545: 0.15936061326736825
Position 4308: 0.1084409896946167
Position 3168: 0.08187379664539451
Position 5361: 0.06500620488546881
Position 319: 0.05487401465757882
Position 4574: 0.05208395232214796
Position 2709: 0.04410801409715334
Position 3635: 0.04371170358299968
Position 5209: 0.04023143135881614
Position 2183: 0.03990737680355435
Position 5181: 0.0347894887313271
Position 2712: 0.02441173770024957
Position 4531: 0.016816112687780063
Position 5334: 0.016451589747684084
Position 200: 0.01581129265004893
Position 322: 0.01307830487422758
Position 4534: 0.010508200044980046
Position 4706: 0.01011510368637304
Position 4494: 0.008369798722934798
Position 521: 0.008173175835091107
Position 2811: 0.00808181572419214
Position 2212: 0.007880398750836239
Position 4281: 0.006974190025375186
Position 4073: 0.0058317059618358345
Position 964: 0.004581075624418487
Position 1932: 0.003733534202630316
Position 4147: 0.0029139054552652635
Position 3512: 0.0028298275320046847
Position 3030: 0.0027888489030143807
Position 524: 0.00250665442732811
Position 3099: 0.0023746841463672544
Position 2948: 0.0023165225010447796
Position 3144: 0.00222844468396909
Position 2752: 0.002115937737416255
Position 3355: 0.002098229896468128
Position 940: 0.002066925572120986
Position 351: 0.0014522164158709695
Position 2727: 0.0013151080436464427
Position 1805: 0.0012648528686538768
Position 755: 0.0011015498245676738
Position 226: 0.0003253725295137016
Position 376: 6.693109968856604e-05
Position 207: 2.700893986649712e-05
Position 395: 2.0133479600968188e-05
Position 602: 8.323476148008283e-06
Position 636: 7.511055369626064e-06
Position 233: 5.852102349077319e-06
Position 260: 1.7700740876330897e-07
Position 258: 7.667029700698931e-08
