Gene = SHISA4
index = 1253
Annotated 5SS: [ 360  909 1880 2861]
Annotated 3SS: [ 736 1745 2692 3091]
SMsplice 5SS: [ 360  909 2861]
SMsplice 3SS: [ 736 2692 3091]
top_k =  100
Partition function (log Z): -2.854207762276392

Sorted 5' Splice Sites (High to Low Probability):
Position 2861: 0.885552461388002
Position 360: 0.8833361921050613
Position 909: 0.5520363280532619
Position 843: 0.44270729057746705
Position 1880: 0.24249120652722472
Position 1719: 0.11186164815973022
Position 559: 0.04695112776099836
Position 2865: 0.037924748607794455
Position 46: 0.024277627674806165
Position 87: 0.02098302135760511
Position 74: 0.012998229051172263
Position 129: 0.010568920760135745
Position 1280: 0.00679230697941192
Position 341: 0.002814663548295834
Position 337: 0.0019013057576839848
Position 552: 0.001478476373417406
Position 233: 0.0002454401995238524
Position 633: 0.0002167886028460486
Position 491: 0.00019145194976705104
Position 241: 0.00018232376525261371
Position 481: 8.541408834909241e-05
Position 608: 2.6074976528347376e-05
Position 91: 5.09211349987741e-06
Position 34: 2.6520532870047818e-08
Position 80: 2.026305659106175e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 736: 0.9920275323722119
Position 3091: 0.7404365265672879
Position 2692: 0.6523968014132873
Position 1745: 0.2248746650412628
Position 2944: 0.1669787314104592
Position 2748: 0.14248312875447963
Position 2778: 0.12574574967576266
Position 1607: 0.06424185439874597
Position 1550: 0.04712031832655543
Position 3169: 0.04257710099657207
Position 3117: 0.016992862183510576
Position 1671: 0.011236355617597095
Position 1179: 0.007073389923627086
Position 2632: 0.0070170955729478785
Position 2975: 0.006088219265833389
Position 3029: 0.0057639316816342195
Position 453: 0.005151389880965765
Position 2958: 0.0037125134652812282
Position 2833: 0.003443230957237766
Position 1490: 0.0025911427286404213
Position 3229: 0.0025698443912134713
Position 3573: 0.0023714110079088866
Position 1645: 0.0017790570496192888
Position 1279: 0.0015733851770867798
Position 163: 0.001304172501647622
Position 958: 0.0010049329822435441
Position 214: 0.0009895178027889647
Position 1496: 0.0008082212276916548
Position 3422: 0.0008025431568240111
Position 1462: 0.0007515440539903367
Position 220: 0.0006279907838787893
Position 474: 0.0006163752329951045
Position 2989: 0.0005032232224209519
Position 3133: 0.00041881098355822866
Position 1145: 0.0004033011899982996
Position 1860: 0.00039382869149772663
Position 278: 0.00019982935386616584
Position 854: 0.00012240913219943955
Position 1020: 9.995978597056604e-05
Position 499: 8.07782099424077e-05
Position 502: 7.148139813900976e-05
Position 427: 4.5240277572561216e-05
Position 151: 4.167641851674685e-05
Position 256: 2.7411859668196962e-05
Position 168: 2.409066106691202e-05
Position 165: 2.401584013395758e-05
Position 133: 1.946696088955315e-05
Position 631: 9.795935702651748e-07
Position 606: 5.4398084867826126e-08
Position 648: 4.641609334830743e-08
Position 750: 1.3057700758358683e-08
Position 557: 1.2859266523441741e-08
Position 881: 9.884508203087404e-10
