Gene = PLAA
index = 1034
Annotated 5SS: [  567 12451 19156 19364 21071 21639 24286 27237 28154 30367 33585 37126
 39630]
Annotated 3SS: [12256 19054 19242 20902 21502 24115 27078 27933 30297 33515 37023 39464
 41386]
SMsplice 5SS: [  567  7803 12451 19156 19364 19825 21071 21362 21639 24286 27237 28154
 30367 37126 39630 42642]
SMsplice 3SS: [ 7688 12256 19054 19242 19682 20902 21265 21502 24115 27078 27933 30214
 37023 39464 42528 42739]
top_k =  100
Partition function (log Z): 2.1356506534875734

Sorted 5' Splice Sites (High to Low Probability):
Position 7803: 1.0000000000000013
Position 12451: 1.0000000000000013
Position 19364: 0.9928617638101916
Position 19156: 0.9908557531733944
Position 24286: 0.9685492988422305
Position 27237: 0.9632660301401978
Position 21071: 0.9329934838446143
Position 19825: 0.8553259179250889
Position 21639: 0.8502378010934826
Position 28154: 0.8269085605634144
Position 567: 0.6770420686163166
Position 21362: 0.6624877291113619
Position 30367: 0.6102631480791734
Position 20679: 0.3651261523181006
Position 438: 0.3229579313836847
Position 37126: 0.2500347427965401
Position 27611: 0.20616375197113032
Position 30308: 0.17673453895145166
Position 21632: 0.07345871047732917
Position 24721: 0.027730885918900845
Position 21628: 0.024031227535046884
Position 21314: 0.02377490360148864
Position 21422: 0.023140328807480254
Position 21617: 0.014800442160949442
Position 23804: 0.011305869841610142
Position 25983: 0.009344835898412868
Position 21594: 0.008181429840156209
Position 25128: 0.007787947963771905
Position 20092: 0.00536692600152027
Position 20712: 0.005189661254783868
Position 21443: 0.0046447679399526836
Position 27158: 0.004420449383463938
Position 19346: 0.0032426554400658476
Position 19915: 0.0028682038409052527
Position 28724: 0.0024750782872722367
Position 20831: 0.001791291841669215
Position 23864: 0.0017121445056507618
Position 19375: 0.0016776181700748826
Position 25688: 0.0009003508137723795
Position 21392: 2.010961127547371e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 7688: 1.0000000000000013
Position 12256: 1.0000000000000013
Position 19054: 0.9912599598491741
Position 27078: 0.972413991933654
Position 19242: 0.9682409003874989
Position 24115: 0.9611006227706723
Position 20902: 0.9270075879496564
Position 21502: 0.9250419315917754
Position 19682: 0.8356322746902302
Position 27933: 0.7726637114816168
Position 30214: 0.7144987580478311
Position 21265: 0.47971056784908683
Position 20625: 0.3362809049307928
Position 37023: 0.3194623941787227
Position 34867: 0.2926756368210092
Position 39464: 0.2500347427965401
Position 21230: 0.14930729972963278
Position 30297: 0.1473154869259036
Position 27390: 0.10019929899484416
Position 27970: 0.08466360324969266
Position 21233: 0.07214840806677704
Position 31542: 0.05981871294096487
Position 30757: 0.05793321954391057
Position 28840: 0.047948168158133256
Position 33089: 0.046650175905892086
Position 27463: 0.04333099583815042
Position 32278: 0.032150410346813076
Position 27466: 0.030674849915410696
Position 19287: 0.02913693035705308
Position 21580: 0.027737739074625338
Position 27417: 0.02589472470068157
Position 20404: 0.019734387835480326
Position 21517: 0.013305512696282247
Position 23567: 0.013018014347260902
Position 24462: 0.012924769309877881
Position 24388: 0.012914432535815588
Position 33001: 0.012524758597114731
Position 30602: 0.011297362643397016
Position 20602: 0.01005307337209579
Position 19703: 0.009878682170558801
Position 25828: 0.008613818116970963
Position 24919: 0.007787947963771905
Position 21208: 0.0074922169013657
Position 24098: 0.007443525513892935
Position 27310: 0.006063882522043427
Position 19649: 0.005561298848608939
Position 21520: 0.004608366829535133
Position 20468: 0.00436336599992186
Position 30413: 0.004104703552457381
Position 29471: 0.003642125402690444
Position 20450: 0.0033372500177775576
Position 19981: 0.0032031642028460365
Position 21190: 0.002940774452477676
Position 21287: 0.002484632986965783
Position 20835: 0.001910791503548435
Position 24522: 0.0018916840732073731
Position 19719: 0.0018785947621460049
Position 21068: 0.0018683356887162492
Position 19558: 0.0018206741893558728
Position 28330: 0.0017307901088172662
Position 28628: 0.0016989337057601002
Position 19913: 0.0014922879098032784
Position 19747: 0.0014725018068013104
Position 25616: 0.0009003508137723795
Position 28693: 0.0007761445815121353
Position 19776: 0.0007399061108924507
Position 25945: 0.0007310177814419043
Position 19801: 0.0006907154066796037
Position 19997: 0.0006714738888709571
Position 20665: 0.0005435511487454854
Position 19848: 0.0004496402971336784
Position 30254: 8.469594584242926e-05
Position 19534: 6.904249874918337e-05
Position 27894: 1.4021333237172438e-05
Position 23937: 5.150557664956885e-06
Position 20759: 1.3408124335136571e-06
Position 19465: 7.90984838676512e-07
