Gene = HMHB1
index = 657
Annotated 5SS: [144]
Annotated 3SS: [8318]
SMsplice 5SS: [144]
SMsplice 3SS: [8318]
top_k =  100
Partition function (log Z): -9.928703174105534

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.9961233400686058
Position 1029: 0.08864783459669759
Position 2489: 0.04276989978281693
Position 3294: 0.02315727002396476
Position 3289: 0.009160524613720123
Position 3510: 0.006382350517815056
Position 250: 0.003821544332742715
Position 475: 0.003480814819612398
Position 487: 0.003467539889041717
Position 1498: 0.002782107536613207
Position 1510: 0.0010507263932566127
Position 1298: 0.0007990010367246848
Position 686: 0.00014800103531392876
Position 285: 1.129079117313502e-05
Position 338: 2.617153113467136e-07
Position 224: 7.380071713424036e-08
Position 448: 1.2280475222301996e-08
Position 92: 7.644044781355417e-09
Position 332: 4.444961012445002e-09
Position 299: 1.0724401104094074e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8318: 0.25521743961255333
Position 1662: 0.14975924192967124
Position 3206: 0.10513375351698034
Position 3381: 0.09229157543524977
Position 2336: 0.0858587384006642
Position 4062: 0.06068990296755234
Position 2205: 0.05011750819165271
Position 869: 0.04837600140010391
Position 837: 0.04337781500985367
Position 373: 0.042908391313172464
Position 8400: 0.042739979039301525
Position 1677: 0.02468032616524201
Position 1126: 0.019513220258967075
Position 576: 0.0152804858176377
Position 1094: 0.012506873230303485
Position 6386: 0.011692411557559915
Position 6018: 0.010518081046632818
Position 3086: 0.010127201508412023
Position 1834: 0.009741156795015863
Position 755: 0.008122564859940085
Position 1600: 0.008014025740435487
Position 985: 0.007596048043596135
Position 2820: 0.006819189965031146
Position 4351: 0.006321512089965015
Position 3559: 0.005768406444503233
Position 1438: 0.00568202309442645
Position 2753: 0.004116047663557146
Position 894: 0.0039483952166968145
Position 4730: 0.0037952314845805073
Position 4259: 0.0037744545524046025
Position 1174: 0.003722437574042122
Position 1952: 0.003177976714667608
Position 2635: 0.0029541880419541406
Position 3976: 0.0028025517114571383
Position 1157: 0.0025979146270720993
Position 670: 0.002202798474311136
Position 3920: 0.0021163603917121084
Position 3405: 0.0019565629003998127
Position 351: 0.0012798960718833146
Position 316: 0.0010608319131812463
Position 1210: 0.000872540522054007
Position 1253: 0.0007518480802232045
Position 621: 0.0005813135298997747
Position 1314: 0.0003927701923249154
Position 927: 0.0003706978027284012
Position 839: 0.00021414243504240811
Position 1399: 0.00021127407867885416
Position 708: 1.816431933516692e-05
Position 872: 1.5181806186120678e-05
Position 380: 8.795725171641167e-06
Position 388: 3.830626980167449e-06
Position 531: 1.1135680256397453e-06
Position 249: 4.701150524962548e-07
Position 332: 3.247303532335977e-07
Position 390: 1.5351289243364213e-07
Position 337: 1.2316942898431973e-07
Position 394: 1.0109512972889202e-07
Position 485: 9.834449191049582e-08
Position 259: 5.0754769892605156e-08
Position 406: 4.643607460605209e-08
Position 397: 4.4778862173674685e-08
