Gene = MGST3
index = 842
Annotated 5SS: [  433 19104 20227 21175 23491]
Annotated 3SS: [18979 20152 21116 23417 24506]
SMsplice 5SS: [  104  4962 15872 19104 20227 21175]
SMsplice 3SS: [ 4865 15707 18979 20152 21116 24506]
top_k =  100
Partition function (log Z): -15.690706434728874

Sorted 5' Splice Sites (High to Low Probability):
Position 4962: 0.7038183269141858
Position 104: 0.6306672488922845
Position 433: 0.477005396403031
Position 1282: 0.20934860345837775
Position 3813: 0.06940123245770191
Position 895: 0.0112673437113831
Position 1300: 0.005891698642332329
Position 939: 0.0015135098706705458
Position 916: 0.001422934406207626
Position 1549: 0.0012903408391977426
Position 1473: 0.0012696057296927848
Position 2268: 0.0009189907604138317
Position 317: 0.000157933819697145
Position 424: 0.00011338242226093063
Position 45: 7.111104104755707e-05
Position 123: 6.439259828527338e-05
Position 186: 3.145102542706067e-05
Position 157: 1.0173508099680354e-05
Position 81: 8.589626654575475e-06
Position 572: 6.5072577746652155e-06
Position 702: 2.697415612762818e-06
Position 252: 5.617933285932524e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4865: 0.6946032539150374
Position 13922: 0.5959973772804759
Position 1098: 0.18701001301041897
Position 9506: 0.16574844587178425
Position 3640: 0.1050721442430108
Position 8203: 0.10281627486778111
Position 353: 0.03897540556706434
Position 4925: 0.03490534217944245
Position 413: 0.029009007713178398
Position 242: 0.022309388335244755
Position 7335: 0.017555348702628083
Position 988: 0.01703087567059132
Position 756: 0.015022198015172421
Position 2157: 0.013387623500153063
Position 1041: 0.011332654251739634
Position 1413: 0.010811365754592572
Position 5159: 0.010053263885860395
Position 364: 0.008745024087881359
Position 8059: 0.008224808951533876
Position 5071: 0.00664201969662805
Position 211: 0.004829021243454029
Position 397: 0.004790485759928209
Position 819: 0.003911030611370816
Position 1375: 0.002730384877675584
Position 1433: 0.000737630260819983
Position 784: 0.0007229835666027277
Position 1079: 0.0006433653785168469
Position 1015: 0.000223196278902306
Position 688: 0.00013363310981038298
Position 284: 9.32225725608302e-05
Position 423: 8.152162449504458e-05
Position 264: 7.013729510638979e-05
Position 821: 3.803967132789675e-05
Position 268: 2.132352503020548e-05
Position 175: 2.2185340743822234e-06
Position 252: 4.881853907718069e-07
Position 208: 3.4780952483284203e-07
Position 369: 3.4054411641969816e-07
Position 183: 2.2460680796169763e-07
Position 181: 2.2431519265039593e-07
Position 223: 2.084600799966162e-07
Position 287: 9.165311162293427e-08
Position 278: 7.720954582773062e-08
