Gene = QRFP
index = 1106
Annotated 5SS: [ 236 1116]
Annotated 3SS: [ 830 2973]
SMsplice 5SS: [236 436]
SMsplice 3SS: [340 830]
top_k =  100
Partition function (log Z): -7.7955765977490135

Sorted 5' Splice Sites (High to Low Probability):
Position 1116: 0.7455568906200825
Position 236: 0.7003620140064786
Position 436: 0.5305390886090193
Position 249: 0.1686839364939467
Position 166: 0.097512890775717
Position 403: 0.09323766693388263
Position 2914: 0.04481372701317709
Position 419: 0.013993536047066506
Position 1659: 0.012270009202156476
Position 443: 0.010246604032978165
Position 1682: 0.010171841150932562
Position 657: 0.008725722174437919
Position 240: 0.008498998607215607
Position 661: 0.006338136593359005
Position 413: 0.004643815041177843
Position 710: 0.002812399173493023
Position 705: 0.0011258935469400625
Position 670: 0.0010984387156758417
Position 557: 0.0009143171184921079
Position 510: 0.000780535284737444
Position 178: 0.0006445249438269174
Position 522: 0.0006444374415519024
Position 939: 0.00017203966091989262
Position 134: 3.6355920217867435e-05
Position 153: 1.3479807522859335e-05
Position 180: 7.473204633859014e-06
Position 59: 1.9048450305300277e-06
Position 300: 8.337605432277864e-07
Position 305: 7.070929166531128e-07
Position 297: 7.46613556755021e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 340: 0.6741382359467205
Position 830: 0.4856060734359771
Position 917: 0.22485523519645306
Position 1852: 0.20726041412009102
Position 1493: 0.1855645537391454
Position 3044: 0.14313525709421507
Position 855: 0.10999914947351098
Position 2973: 0.08200093258656407
Position 2444: 0.0679111910704236
Position 2709: 0.06331687046184138
Position 3184: 0.05478832682362646
Position 2494: 0.041193856115462266
Position 895: 0.02035641746676078
Position 1259: 0.020321685158441353
Position 1531: 0.014369496998554755
Position 1764: 0.012788461017343607
Position 528: 0.011657798477938967
Position 3458: 0.009353920029403193
Position 801: 0.008437244024835214
Position 937: 0.006571320614370459
Position 2295: 0.005771397732887777
Position 2169: 0.004970556215273585
Position 1560: 0.003327137937474986
Position 1412: 0.0029273159388765652
Position 400: 0.0015952736057923383
Position 287: 0.0006578787151563666
Position 297: 0.00044638652876827385
Position 835: 0.0003234267006813963
Position 345: 0.00011870505139243081
Position 366: 8.260501921195143e-05
Position 369: 3.83438576774803e-07
Position 349: 3.682644465825477e-07
Position 372: 2.0084439359110257e-07
Position 422: 1.4272013112432214e-07
