Gene = DFFB
index = 442
Annotated 5SS: [  437  1564  8720 10773 12495 15292]
Annotated 3SS: [ 1436  8530 10692 12323 15190 26225]
SMsplice 5SS: [  437  1564  8720 10773 12495 13038 15292]
SMsplice 3SS: [ 1436  8530 10692 12323 12884 15190 26225]
top_k =  100
Partition function (log Z): -1.5812221461817897

Sorted 5' Splice Sites (High to Low Probability):
Position 1564: 0.9746667918003586
Position 12495: 0.9451642539930873
Position 15292: 0.8382364797421998
Position 10773: 0.7642782822453239
Position 13038: 0.6928753913419579
Position 8720: 0.6723710288194449
Position 15644: 0.5534866498630411
Position 7995: 0.39858205194039165
Position 12324: 0.37483818068166996
Position 437: 0.34015199924866707
Position 100: 0.23571269899009986
Position 10794: 0.23118086093241227
Position 407: 0.22130764232161823
Position 15660: 0.11051426535299348
Position 15698: 0.08565861178903418
Position 11142: 0.08002070583265944
Position 721: 0.07494514356187183
Position 280: 0.058999691162486136
Position 13259: 0.058110181936166135
Position 172: 0.03912886063598191
Position 13847: 0.0340532271179849
Position 15939: 0.02869002176331062
Position 1586: 0.02533320819964263
Position 15857: 0.024496601459687288
Position 3453: 0.022059441018812683
Position 6229: 0.017941282110848333
Position 228: 0.017059515932137018
Position 899: 0.014255316125754309
Position 13907: 0.011989494653509524
Position 13723: 0.011778020019766952
Position 918: 0.009909487131142952
Position 95: 0.009165592463286512
Position 862: 0.00836645454228002
Position 1213: 0.006180700803826664
Position 799: 0.0049230022308127536
Position 10912: 0.00454085682226428
Position 60: 0.004237854627301105
Position 3226: 0.00386412914337174
Position 495: 0.0031808429711666602
Position 709: 0.002568746686941054
Position 1366: 0.001691299613209856
Position 1359: 0.001253507299920442
Position 376: 0.0011503129788308884
Position 12858: 0.0006478232755818155
Position 13338: 6.779721726335527e-05
Position 110: 4.418945523383602e-05
Position 177: 4.308910111575489e-05
Position 142: 5.014595934757211e-06
Position 25: 6.32150575156987e-08
Position 20: 4.0110669130756573e-08
Position 28: 8.363022151431532e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1436: 1.0000000000000022
Position 10692: 1.0000000000000013
Position 15190: 0.8832177261701558
Position 12884: 0.6813785050911312
Position 8530: 0.6335600665241304
Position 12323: 0.5890794825230526
Position 15558: 0.4877261889613822
Position 15732: 0.40102097413590065
Position 16045: 0.3934431560555709
Position 12139: 0.3903154742618027
Position 15516: 0.3230614656560393
Position 12416: 0.17850605057648586
Position 7863: 0.17691223414289825
Position 12398: 0.15017478981845847
Position 7878: 0.1312713670946478
Position 7912: 0.09039845070284556
Position 13642: 0.07175732862281636
Position 19499: 0.06959998768610348
Position 11064: 0.044142310332654006
Position 8361: 0.03881096229531447
Position 13163: 0.031432263667851054
Position 13141: 0.02636061599139008
Position 16837: 0.024687746705742968
Position 3334: 0.02205944101881268
Position 302: 0.02196032559897148
Position 12783: 0.020339241196987805
Position 16082: 0.018195981053243028
Position 6074: 0.017941282110848333
Position 11083: 0.014578460362902413
Position 11080: 0.012519138320443038
Position 12212: 0.011926637494957218
Position 677: 0.010875453485258943
Position 15210: 0.009718870716769181
Position 10983: 0.008780796816659976
Position 15758: 0.00709749785012972
Position 590: 0.004133698795583409
Position 331: 0.0038240314463855777
Position 3132: 0.003178797338069508
Position 1242: 0.0029448069131302965
Position 366: 0.0021220534742312407
Position 334: 0.0020122996713701174
Position 15425: 0.0015348779445895628
Position 210: 0.0011159392152851604
Position 162: 0.0010043071123950768
Position 304: 0.000815404704682785
Position 565: 0.0007834579586800667
Position 1031: 0.0006648626149049288
Position 522: 0.0006323388866787724
Position 765: 0.0005805241008553661
Position 1002: 0.0005706630011286344
Position 3158: 0.00025794300854173064
Position 247: 0.0002409071888241563
Position 2990: 0.0002393854397193339
Position 3026: 0.00018800335704116737
Position 12831: 1.6321237971069843e-05
Position 13026: 1.581678872321797e-05
