Gene = PUSL1
index = 1101
Annotated 5SS: [ 154  406  707 1037 1285 2122 2505]
Annotated 3SS: [ 347  518  886 1113 2066 2341 2762]
SMsplice 5SS: [ 133  434  707 1037 1285 2122 2342]
SMsplice 3SS: [ 347  518  886 1138 2000 2220 2762]
top_k =  100
Partition function (log Z): 9.128304686118845

Sorted 5' Splice Sites (High to Low Probability):
Position 1037: 0.9920311462678902
Position 1285: 0.9907442063750702
Position 2122: 0.9572073744826164
Position 707: 0.9181410834440227
Position 434: 0.631012657406788
Position 133: 0.6118056057077166
Position 2505: 0.5131345019766299
Position 2273: 0.35280232003477013
Position 154: 0.3429436935177789
Position 1724: 0.3374449549909241
Position 441: 0.30736139848116995
Position 2342: 0.3003501719967244
Position 2297: 0.21465000203820556
Position 1790: 0.10603989179894728
Position 406: 0.05128987586838405
Position 1556: 0.03858056880941131
Position 1664: 0.026740677379541698
Position 2402: 0.011067218975501048
Position 186: 0.009973097338466803
Position 2051: 0.009906843277957687
Position 2833: 0.007525542812014152
Position 660: 0.007022763677461959
Position 1370: 0.005717908813330592
Position 104: 0.003956989919925304
Position 158: 0.0027918603529125856
Position 137: 0.0021946999603751657
Position 257: 0.0019231895967781586
Position 248: 0.0018531806864213274
Position 864: 0.001809678593553773
Position 321: 0.001581179880959987
Position 999: 0.0009537356670539904
Position 124: 0.0007488967966792859
Position 552: 0.0005034427730753109
Position 81: 0.0004233684228706733
Position 1580: 0.0004181150539682442
Position 985: 0.0002483988795034879
Position 419: 0.0002017573780317005
Position 1202: 6.911652019429827e-05
Position 1232: 2.0364438142589223e-05
Position 2325: 1.5974857573441506e-05
Position 2482: 1.5502955700530716e-05
Position 234: 1.4112107134315697e-05
Position 1214: 1.2399571433168278e-05
Position 13: 7.258188062071079e-06
Position 122: 9.402715294748266e-07
Position 801: 3.2726282456949043e-07
Position 557: 5.5156443648795586e-08
Position 1041: 3.795510445101981e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 347: 0.9756395292790422
Position 2220: 0.9566293412564388
Position 518: 0.8892243499007142
Position 1138: 0.7800014505568593
Position 886: 0.7202336625549539
Position 2000: 0.6273944130504184
Position 2762: 0.5856691296782964
Position 2401: 0.3953805278763858
Position 2785: 0.2966283912815867
Position 936: 0.2656254628190148
Position 1604: 0.24831461084794726
Position 1113: 0.18514434107333447
Position 1890: 0.16457652297185751
Position 1468: 0.161213119856906
Position 2040: 0.14690332933165365
Position 1629: 0.08313521239329001
Position 2734: 0.071290453813941
Position 2973: 0.035566966329170266
Position 2066: 0.027599392788912824
Position 2341: 0.027343070683963543
Position 1247: 0.014236312448039305
Position 571: 0.013632263285286059
Position 1142: 0.01321893840083194
Position 2482: 0.01053018446763957
Position 659: 0.007343606559180396
Position 2946: 0.0059110675983835344
Position 2272: 0.0055224615469423284
Position 2324: 0.0055064351974063895
Position 521: 0.004495445984746703
Position 913: 0.004483440139432565
Position 1702: 0.0043867266955150315
Position 1616: 0.0041139683818527655
Position 1715: 0.0037768454445871675
Position 556: 0.0029638742770620534
Position 2149: 0.0023772706217144567
Position 1176: 0.0019146040515896242
Position 1444: 0.0019111574542429487
Position 906: 0.0018123526122132076
Position 626: 0.0016986053315448109
Position 1357: 0.001513375446556555
Position 548: 0.0013631762190850505
Position 1186: 0.0012069677080971748
Position 1571: 0.0009540163236193173
Position 2184: 0.0007329711224808145
Position 1364: 0.0006414561194321871
Position 1035: 0.0005820096418259936
Position 1403: 0.000490450988711254
Position 706: 0.00036341953385290624
Position 1197: 0.00033063126284463225
Position 636: 0.00029954890315863996
Position 770: 0.0002479159610080141
Position 1150: 0.00021028039148287934
Position 286: 0.00017756504356664758
Position 868: 0.00015830131814900932
Position 305: 0.00011366997298720804
Position 271: 0.00011279920651574797
Position 393: 9.99159797280699e-05
Position 813: 8.669174206731115e-05
Position 1533: 7.982237859865168e-05
Position 267: 3.792356329902993e-05
Position 365: 3.393246643100831e-05
Position 727: 3.221170541180764e-05
Position 375: 1.369373999293751e-05
Position 1339: 1.3255475585071364e-05
Position 227: 7.788032924975804e-06
Position 310: 4.083100675544452e-06
Position 201: 5.718265839668301e-07
Position 415: 4.08950470684356e-07
Position 298: 3.393200419247773e-07
Position 1276: 2.226989914335949e-08
