Gene = GUCA2B
index = 633
Annotated 5SS: [ 120 1446]
Annotated 3SS: [1258 2113]
SMsplice 5SS: [ 120 1446]
SMsplice 3SS: [1258 1646]
top_k =  100
Partition function (log Z): -5.52501476783032

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9870987693335996
Position 1446: 0.7897487738633854
Position 376: 0.336114954109565
Position 1175: 0.02675261044477396
Position 382: 0.01379087883979139
Position 1924: 0.006474425258540185
Position 477: 0.005888155671825432
Position 1754: 0.0038232638410600804
Position 275: 0.0037528201324961005
Position 164: 0.0032856243146336898
Position 519: 0.00159670390942463
Position 104: 0.0008596651023184727
Position 188: 3.307498116219041e-06
Position 279: 1.6008842364917772e-06
Position 124: 1.4877626825346592e-06
Position 186: 5.822808152993678e-07
Position 75: 4.3564799225795116e-07
Position 108: 7.99841257359327e-10
Position 66: 7.187647394901075e-11
Position 72: 5.745949381991933e-11
Position 138: 2.6987616096907814e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1646: 0.5986351798306639
Position 1258: 0.4059419529324423
Position 254: 0.330091366699262
Position 1342: 0.21016481994736533
Position 1390: 0.20308456326539512
Position 1587: 0.12026135724669278
Position 1998: 0.07575194680832355
Position 2113: 0.031121862138828036
Position 1075: 0.026583348558228893
Position 1052: 0.02060428951255347
Position 1220: 0.016921609946195473
Position 237: 0.013522872526106296
Position 1109: 0.01145576612388932
Position 2238: 0.01066305446453096
Position 356: 0.010061693610905085
Position 1279: 0.009852090064334563
Position 2069: 0.009077008441369626
Position 480: 0.008052229479920084
Position 456: 0.007717128546398647
Position 1526: 0.0074150532005450905
Position 1895: 0.006670655226400201
Position 1878: 0.006595711728824451
Position 1417: 0.0056286527525565115
Position 1533: 0.005468868338566366
Position 288: 0.0052446564360174005
Position 2263: 0.004630537890882118
Position 259: 0.003060134199833887
Position 1656: 0.002925472867032495
Position 2045: 0.0024644601274296123
Position 709: 0.0023616125636327116
Position 1468: 0.0016966654400372308
Position 1202: 0.0016827127095270298
Position 2302: 0.0012922081717692928
Position 305: 0.0009784104941125246
Position 202: 0.0008289662597055966
Position 292: 0.00034911796805027126
Position 373: 0.0001969222769344044
Position 1122: 8.551646662560682e-05
Position 339: 4.0713005732139144e-05
Position 261: 1.1987311871668358e-05
Position 267: 6.31961533747574e-07
Position 204: 1.4087879306283366e-07
Position 218: 6.453889510595008e-08
Position 271: 4.689271036721208e-08
