Gene = GKAP1
index = 593
Annotated 5SS: [  226   747 11441 18558 29142 33028 37361 48925 64485 69434 75213 75791]
Annotated 3SS: [  614 11181 18413 29063 32903 37337 48771 64382 69369 75141 75712 77997]
SMsplice 5SS: [  226   747 11441 18558 28395 33028 51118 57723 64485 69434 75213 75791]
SMsplice 3SS: [  614 11181 18413 28292 32903 51014 57642 64382 69369 75141 75712 77997]
top_k =  100
Partition function (log Z): -31.575416574934113

Sorted 5' Splice Sites (High to Low Probability):
Position 18558: 0.9972527100874844
Position 747: 0.9902517687151989
Position 226: 0.9400824074247502
Position 11441: 0.5156217473085343
Position 11325: 0.4489637012618576
Position 24792: 0.3092969872198474
Position 19731: 0.2994317011228527
Position 1478: 0.21117445161893494
Position 20048: 0.12274194132179886
Position 511: 0.03191432676739913
Position 25533: 0.031694384282359545
Position 874: 0.009714283943349628
Position 282: 0.008795273316970473
Position 46: 0.007881550993370416
Position 142: 0.005065147918035535
Position 230: 0.004791216826929961
Position 327: 0.0005982242034231918
Position 22: 0.00044023397401341403
Position 895: 0.00016223961977656872
Position 257: 8.618778910296246e-05
Position 259: 4.964374775546473e-05
Position 615: 4.4384156940366485e-05
Position 61: 3.9071237405000036e-05
Position 489: 2.760895870467277e-05
Position 703: 2.0547653568742263e-05
Position 640: 1.0905469442841447e-05
Position 645: 9.408950426796411e-06
Position 718: 9.089466600827654e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 18413: 0.999843844015722
Position 11181: 0.9645854485703931
Position 614: 0.9644050327131743
Position 25402: 0.7110001497578406
Position 24643: 0.38847436981750827
Position 19643: 0.29762212787065206
Position 1382: 0.17690892613185633
Position 19857: 0.15304528230389286
Position 22588: 0.06213785504999809
Position 25836: 0.05672533039265423
Position 26933: 0.04071172319102211
Position 1219: 0.03427496702520891
Position 644: 0.027560944910764034
Position 19653: 0.02641308359677813
Position 23577: 0.013572145255317363
Position 21779: 0.0067850398950682735
Position 796: 0.006704077705777418
Position 18815: 0.0023761734750431984
Position 19694: 0.0015544434285590034
Position 458: 0.0004278358899748411
Position 773: 0.00040425759950397114
Position 838: 0.00016854745722551993
Position 640: 0.00016154347084251243
Position 858: 0.0001546257039101251
Position 11632: 8.063036720109136e-05
Position 6073: 1.91438686382331e-05
Position 510: 1.4222834044217981e-05
Position 5085: 1.4083281890617223e-05
Position 1580: 4.315992810222969e-06
Position 972: 4.068199283112391e-06
Position 2232: 3.6761326747748166e-06
Position 3039: 3.0065694860380557e-06
Position 1930: 2.4019509926138542e-06
Position 3835: 2.25312848474707e-06
Position 2597: 2.1773877645527214e-06
Position 2578: 1.5134540237548272e-06
Position 2177: 1.0800341696043862e-06
Position 1194: 7.801948007472349e-07
Position 1300: 1.2077272146644143e-08
Position 560: 2.500557656809943e-09
Position 689: 9.240473349350952e-10
Position 623: 9.019555659170423e-10
Position 419: 1.7796173764539936e-10
Position 655: 1.1757040458957915e-10
Position 710: 3.2505751076331467e-11
