Gene = GGPS1
index = 589
Annotated 5SS: [  149  7985 14429]
Annotated 3SS: [ 7891 14357 14660]
SMsplice 5SS: [  149  7985 14429]
SMsplice 3SS: [ 7891 14357 14660]
top_k =  100
Partition function (log Z): -10.566755644897388

Sorted 5' Splice Sites (High to Low Probability):
Position 7985: 0.9934217666895765
Position 149: 0.8333965724000857
Position 14429: 0.672530021813211
Position 1149: 0.411184312314542
Position 10204: 0.13252223222739506
Position 2636: 0.06987144667527215
Position 2024: 0.06320705109969757
Position 2097: 0.0452520033790345
Position 582: 0.030387103487342502
Position 4173: 0.029455180704403224
Position 227: 0.009835581586696663
Position 731: 0.006585527904684393
Position 658: 0.003969605962864091
Position 108: 0.003012603518072203
Position 8061: 0.002535963647740885
Position 1168: 0.0018376262484182315
Position 275: 0.001439284500723971
Position 225: 0.000957170365958474
Position 855: 0.0007431374077330634
Position 1834: 0.0004858656301870697

Sorted 3' Splice Sites (High to Low Probability):
Position 7891: 0.9991693946455584
Position 14357: 0.8115529482788698
Position 14660: 0.7773261702122749
Position 1021: 0.22058789683390867
Position 10055: 0.12631512046177698
Position 2370: 0.07018613111624497
Position 1906: 0.060365716993264956
Position 2012: 0.04732792750599057
Position 881: 0.034493022676862786
Position 1035: 0.028956692144862368
Position 10077: 0.022840003083196087
Position 3956: 0.021141911057819724
Position 928: 0.01829684754325861
Position 14751: 0.016670459579546916
Position 14698: 0.01624190209669236
Position 10571: 0.011930470599852272
Position 4135: 0.0083132696465835
Position 12874: 0.006589857051677792
Position 14679: 0.00527278978126461
Position 8153: 0.0024374247950638985
Position 9151: 0.0016308402661669935
Position 8167: 0.0008544103971381697
Position 9195: 0.0007701685454818356
Position 8563: 0.0005774192289200699
Position 1776: 0.0003955001132311762
Position 1069: 0.00038426546817899124
Position 949: 0.00029046741148187845
Position 1948: 0.00025914206706217
Position 854: 0.00023518699319184224
Position 1860: 0.00022469518139603658
Position 1878: 0.000187533220638107
Position 714: 0.00014546764346828694
Position 687: 0.00014517923421199127
Position 1571: 0.00013743996777822217
Position 1762: 0.00012767614690810673
Position 1699: 0.00011607349371767503
Position 4520: 5.5202766532676855e-05
Position 4298: 4.133701065836298e-05
Position 488: 1.5686543507916795e-05
Position 1361: 1.2389396966793595e-05
Position 319: 7.934205133868783e-06
Position 957: 8.61572957138403e-08
