Gene = TAF1A
index = 1374
Annotated 5SS: [  207  1491  5806 10175 12489 19399 20424 25875 26761 28570 31311]
Annotated 3SS: [ 1367  5635 10060 12289 19267 20264 25807 26636 28414 31160 31664]
SMsplice 5SS: [  207  1491  5806 10175 12489 19399 20424 23460 26761 28570 31311]
SMsplice 3SS: [ 1367  5635 10060 12289 19267 20264 23407 26636 28414 31160 31664]
top_k =  100
Partition function (log Z): 7.495969217452577

Sorted 5' Splice Sites (High to Low Probability):
Position 1491: 0.9990797677477007
Position 20424: 0.990625640890038
Position 12489: 0.988642775748882
Position 10175: 0.9782836566556717
Position 5806: 0.9579977348594859
Position 23460: 0.9539002199072932
Position 31311: 0.9418789988082076
Position 19399: 0.9412194034222241
Position 207: 0.9379146659254411
Position 28570: 0.9021297524846442
Position 26761: 0.807977284058652
Position 22697: 0.31928236508381386
Position 22037: 0.2831160144597745
Position 24647: 0.24836969064310221
Position 27015: 0.20247243496754186
Position 9968: 0.13560262947140853
Position 29201: 0.09531101637328228
Position 27150: 0.07777144558328063
Position 4410: 0.07688407602119507
Position 9870: 0.06620261446728279
Position 9940: 0.06229680790902956
Position 10699: 0.06132219125885377
Position 9785: 0.06124338562721128
Position 25875: 0.053999691636565615
Position 28531: 0.05085488623401054
Position 1245: 0.04429629059332337
Position 4908: 0.0271048369390541
Position 2839: 0.027068001703821554
Position 10439: 0.024303938822909325
Position 91: 0.02318847598197936
Position 20584: 0.017939112959924782
Position 261: 0.017469939736774465
Position 2007: 0.015243296644764669
Position 14551: 0.01511652257299924
Position 2620: 0.013910412123502
Position 5569: 0.013581536812865615
Position 10793: 0.013551282901124928
Position 2889: 0.01143612459109436
Position 12503: 0.0113572242511181
Position 728: 0.010899946879587456
Position 26669: 0.010545971285109612
Position 4666: 0.009720958746904994
Position 3073: 0.00944918603855618
Position 134: 0.007884619878622746
Position 4912: 0.0060482803463708466
Position 5745: 0.005350357405061618
Position 4620: 0.0053009341081154794
Position 1006: 0.005260708507499233
Position 888: 0.001436277080389305
Position 941: 0.0012600006031010607
Position 31323: 0.0012462884534165143
Position 31256: 0.0011547591162809228
Position 12832: 0.0005915337194002663
Position 1487: 0.0004480189839477741
Position 10786: 0.00039169590006133266
Position 1536: 0.00026424495669842926
Position 20304: 0.00023154216656848814
Position 6354: 0.00022034869931036413
Position 1368: 4.3759614474557e-05
Position 695: 2.0956682141738478e-05
Position 659: 1.6237753433310126e-05
Position 554: 1.617295478887374e-05
Position 578: 9.904742023933275e-06
Position 439: 5.187120688367722e-06
Position 446: 4.329578642844275e-06
Position 511: 6.655337455066326e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12289: 0.9999414502957751
Position 5635: 0.9633480922645478
Position 28414: 0.9540882954661232
Position 31160: 0.9487557603319383
Position 19267: 0.9412194034222241
Position 10060: 0.9398479030226267
Position 20264: 0.9339245197885725
Position 1367: 0.9297009415571785
Position 23407: 0.9049142027767164
Position 31664: 0.8830322681441329
Position 26636: 0.8185232553437617
Position 9674: 0.3637811911079768
Position 22576: 0.319282365083814
Position 26881: 0.28035091146351315
Position 24524: 0.2483862014881837
Position 21896: 0.24689416939510253
Position 31422: 0.05766514130183323
Position 25807: 0.05399969163656563
Position 10571: 0.05135340095319135
Position 4253: 0.050031636679706316
Position 20218: 0.04962099860228662
Position 29065: 0.04923241293233393
Position 23206: 0.04898601713057707
Position 2770: 0.0438615183547713
Position 1098: 0.04011895855964662
Position 21863: 0.036221845064672034
Position 10352: 0.03463223132816114
Position 31189: 0.03348588381521661
Position 29126: 0.032493525895970786
Position 4831: 0.024660509729295167
Position 1281: 0.024261180231413562
Position 4327: 0.01909895841394094
Position 20508: 0.01793911295992479
Position 1314: 0.017304277135795784
Position 1892: 0.01524329664476467
Position 14415: 0.015116522572999235
Position 4544: 0.015021892855020471
Position 1409: 0.015020842442451516
Position 2446: 0.013910412123502008
Position 28991: 0.01358507754497755
Position 10698: 0.01358347660159686
Position 5242: 0.013581536812865615
Position 31505: 0.011417526327701481
Position 4740: 0.008492607556129784
Position 4278: 0.007753480927547759
Position 20229: 0.007311664665746811
Position 1383: 0.006552372530170319
Position 767: 0.004992992968484214
Position 1317: 0.004127462825851544
Position 31537: 0.003063430012417845
Position 851: 0.002820797968149111
Position 30461: 0.0024843957182864793
Position 2979: 0.00215159623240234
Position 2906: 0.0019401977462984589
Position 1119: 0.0012861129458797361
Position 31786: 0.0010985188843980341
Position 31918: 0.0010700443058821087
Position 883: 0.0007900184506683159
Position 1163: 0.000551043747918742
Position 532: 0.0005428928477383543
Position 31764: 0.0005001896861075202
Position 507: 0.00045596089190241346
Position 1235: 0.00041914140030286116
Position 12733: 0.0003051034628129044
Position 12705: 0.0002864302565873613
Position 28927: 0.00025838611444851104
Position 28865: 0.00022130323030139878
Position 6098: 0.00022034869931036413
Position 818: 0.00021955285519747707
Position 510: 0.00021550055858877347
Position 488: 0.00011623658776575561
Position 12143: 5.854970422491525e-05
Position 1244: 2.3884349901126513e-05
