Gene = MEAF6
index = 826
Annotated 5SS: [  107  1341  5309  5486 12960 18057 18879]
Annotated 3SS: [ 1224  5220  5439 12766 18026 18844 20655]
SMsplice 5SS: [  107  1341  5309  5486 12960 13838]
SMsplice 3SS: [ 1224  5220  5439 12766 13745 20655]
top_k =  100
Partition function (log Z): 0.5320307114299796

Sorted 5' Splice Sites (High to Low Probability):
Position 12960: 0.9980396652901322
Position 5309: 0.9973820181180936
Position 107: 0.9917458510565453
Position 1341: 0.9711963435943782
Position 13838: 0.778924730570975
Position 5486: 0.6106725205572598
Position 9631: 0.4744483550211744
Position 15256: 0.21048557112996114
Position 18879: 0.16537280711370883
Position 2716: 0.10307606718321285
Position 13540: 0.07870997873138197
Position 9649: 0.07548721291788506
Position 7389: 0.05139361875502017
Position 13905: 0.02670870353682281
Position 1323: 0.02349974175580666
Position 18057: 0.022965891965712255
Position 5443: 0.015712299478798368
Position 6750: 0.013133578339413983
Position 2136: 0.006585275208983994
Position 417: 0.005900841026571209
Position 988: 0.0036457572241202383
Position 879: 0.002766190175860714
Position 970: 0.0027392910691114666
Position 990: 0.0020920851570832783
Position 13346: 0.0014364933756728542
Position 247: 0.0012721423805865245
Position 956: 0.0012544331029754807
Position 1048: 0.0011358958623949634
Position 413: 0.0010160959860795338
Position 14250: 0.0009931782623076543
Position 430: 0.000987283442368249
Position 894: 0.0009814739600184955
Position 5322: 0.0007268127629920813
Position 992: 0.0005471336947629506
Position 1293: 0.0004913815795976988
Position 374: 0.00036710916580992434
Position 1086: 0.0002664763815054393
Position 5283: 0.0002551420039752279
Position 5313: 0.0002034203423555258
Position 447: 0.00019407905207368382
Position 919: 0.00018215082466928887
Position 626: 0.00014934540069211412
Position 553: 3.274622177886788e-06
Position 272: 5.202344991295084e-08
Position 126: 4.5516489383882095e-09
Position 190: 2.5289496825479974e-09
Position 83: 4.102821149580612e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12766: 0.9943797037827083
Position 1224: 0.9718162715834873
Position 5220: 0.8495106914224835
Position 13745: 0.7764440173061365
Position 20655: 0.5694940374478905
Position 5439: 0.4574733125279521
Position 18844: 0.3996450402069123
Position 9541: 0.35324931254430086
Position 15217: 0.2758681108642754
Position 9544: 0.19668625539475865
Position 5417: 0.16874376888583087
Position 5092: 0.13844087128524096
Position 2581: 0.09505879749144472
Position 13472: 0.08054575522701071
Position 15165: 0.04982874586041496
Position 17820: 0.047448969241204
Position 7200: 0.02079699006675254
Position 13821: 0.020564997357492013
Position 7148: 0.01964128108719574
Position 1106: 0.018632329327120407
Position 14473: 0.01299238637275407
Position 16861: 0.011573745897564531
Position 7163: 0.010987642246058913
Position 882: 0.010785298418586288
Position 6656: 0.010710619947138383
Position 16674: 0.010166869674608484
Position 17221: 0.008800868324151353
Position 13429: 0.007095077851636603
Position 5047: 0.006937633524403012
Position 12910: 0.0055453890596717445
Position 2655: 0.004431403290475432
Position 15001: 0.004187800399118298
Position 777: 0.004131642076924573
Position 2040: 0.004087356849185605
Position 13576: 0.0036167822042946
Position 1191: 0.003307118017396563
Position 5232: 0.002757255786784324
Position 2499: 0.002580604372944431
Position 14153: 0.0025403693378601897
Position 2066: 0.002497918359798392
Position 6652: 0.0024229583922755916
Position 277: 0.00152574684060957
Position 13182: 0.0014364933756728555
Position 14495: 0.0013869530276775168
Position 1271: 0.0012265679796118673
Position 5099: 0.0010156221284325303
Position 2629: 0.001005262028348253
Position 622: 0.0003155943196804143
Position 241: 0.00024375217132304857
Position 1251: 0.0001306090210434614
Position 186: 9.43058271282812e-05
Position 5443: 9.41434282628442e-05
Position 787: 7.964962116464248e-05
Position 765: 7.102563565022509e-05
Position 1266: 4.449989175565436e-05
Position 1028: 2.7511750091144357e-05
Position 5397: 1.3273036776365265e-05
Position 5385: 8.253749939740943e-06
Position 1168: 9.57625421003347e-07
Position 591: 8.712237685297155e-07
Position 1047: 6.846987569707401e-07
