Gene = CFAP100
index = 354
Annotated 5SS: [   40  1111 12314 19241 21570 23587 23836 24218 24880 25083 25291 28438
 28706 38266 39443 40714]
Annotated 3SS: [ 1002 12232 19145 21376 23518 23671 24136 24697 25040 25163 28385 28553
 38129 39236 40619 41351]
SMsplice 5SS: [  491  1111  1741 12314 21570 23587 23836 24218 25083 25291 28438 28706
 38266 39443 40714]
SMsplice 3SS: [ 1002  1550 12232 21376 23518 23671 24136 25040 25163 28385 28553 38129
 39329 40619 41351]
top_k =  100
Partition function (log Z): 16.397097314436568

Sorted 5' Splice Sites (High to Low Probability):
Position 1741: 1.0000000000000029
Position 12314: 1.0000000000000027
Position 21570: 1.0000000000000024
Position 38266: 1.0000000000000013
Position 25291: 0.9905233496477952
Position 23587: 0.9791832179735845
Position 1111: 0.9644099764185746
Position 25083: 0.953575597170233
Position 28438: 0.949770055559319
Position 24218: 0.9326807280207887
Position 40714: 0.9018478085686891
Position 28706: 0.8855535005835846
Position 39443: 0.8611317869915823
Position 23836: 0.8318328228894201
Position 7130: 0.3840775020911276
Position 7522: 0.38348729681216837
Position 491: 0.3373998392954674
Position 7517: 0.2983795998883537
Position 40: 0.2729035013085257
Position 13993: 0.27100310919615245
Position 27795: 0.16709541760366395
Position 905: 0.15167801554189167
Position 28710: 0.1144464994164186
Position 21852: 0.10663929287844418
Position 24468: 0.08217133519178806
Position 850: 0.07897223175127824
Position 41252: 0.059729861591195144
Position 28256: 0.058453033260640525
Position 44: 0.05834919924838537
Position 24223: 0.05601578704827285
Position 4175: 0.05277567354152014
Position 11551: 0.05206869366169464
Position 25842: 0.042259665891629654
Position 11541: 0.0377936124085049
Position 23791: 0.03357487332823745
Position 25522: 0.024176797304494492
Position 29345: 0.023341121106568764
Position 740: 0.02324914497298432
Position 667: 0.019675904157724224
Position 24909: 0.01956904679254203
Position 36: 0.01924052920402293
Position 24880: 0.01568460135174059
Position 1128: 0.012420200684496322
Position 79: 0.01218345438458581
Position 1144: 0.010928494182001655
Position 823: 0.00945127722701812
Position 28230: 0.008240354131340347
Position 40500: 0.008064186054751435
Position 24054: 0.00703254776096803
Position 55: 0.006829433764446261
Position 1189: 0.0055474891941986
Position 83: 0.003726685614976631
Position 40966: 0.00296583324271714
Position 1183: 0.002762119357177207
Position 868: 0.0027213670516443946
Position 474: 0.002475582266124988
Position 688: 0.0020874304009747408
Position 892: 0.0015991033334587354
Position 1115: 0.0008714077700705546
Position 1003: 0.000513185907995617
Position 111: 4.426961982829025e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 12232: 1.0000000000000022
Position 21376: 1.0000000000000022
Position 38129: 1.000000000000001
Position 1002: 0.9914062342529901
Position 25040: 0.9797514120643857
Position 1550: 0.9724340070189014
Position 24136: 0.8657142612654967
Position 23671: 0.8521656364508937
Position 25163: 0.8277189069989471
Position 28553: 0.7542213164065219
Position 28385: 0.7195063057380778
Position 41351: 0.685930375727518
Position 7314: 0.6818668967005219
Position 40619: 0.637144126524431
Position 23518: 0.5401092496576962
Position 23515: 0.41811946011177614
Position 39329: 0.4046316268585992
Position 6967: 0.2683066843038306
Position 13868: 0.2587518827924881
Position 39305: 0.24847090620923565
Position 28347: 0.21463183098868904
Position 28527: 0.21250897754567394
Position 40582: 0.20186639172807586
Position 41141: 0.14665700334534396
Position 39236: 0.14526842749971694
Position 27730: 0.14060713145349107
Position 24083: 0.12282380986761703
Position 6910: 0.11577081778729703
Position 11452: 0.08986230607019949
Position 41474: 0.08635115624483432
Position 25201: 0.07208828069387785
Position 28129: 0.0666933873919809
Position 25165: 0.06299406809425158
Position 21729: 0.061736152958585123
Position 40592: 0.05428852941317138
Position 24330: 0.05174896391323886
Position 25690: 0.042259665891629654
Position 40430: 0.03815706437049305
Position 41109: 0.03792392645309085
Position 4075: 0.03461869627079039
Position 39302: 0.031065816946705783
Position 24366: 0.030393875234367037
Position 27756: 0.026488286150172895
Position 28583: 0.026372607588571857
Position 21668: 0.022655840994408434
Position 21832: 0.022247298925450625
Position 23363: 0.02095450820411227
Position 39207: 0.020016190602622157
Position 4127: 0.018156977270729752
Position 24697: 0.01779968541437855
Position 41073: 0.017188147741847282
Position 29145: 0.016306702754274698
Position 28413: 0.015631918832553566
Position 40814: 0.015579192953147499
Position 1430: 0.014279221872277452
Position 1642: 0.01328677110882366
Position 23689: 0.013247454172493223
Position 41395: 0.013205684235946964
Position 25362: 0.012251701381820386
Position 13864: 0.0122512264036643
Position 25404: 0.011925095922674106
Position 39099: 0.011678818874702665
Position 24818: 0.011534169813124034
Position 40886: 0.008753344028723376
Position 41388: 0.007588381064946035
Position 41203: 0.007402905902458928
Position 23929: 0.007187168513832985
Position 29233: 0.007034418352294045
Position 40961: 0.0070160636962488185
Position 28586: 0.0065120020545509335
Position 24531: 0.005340188577630189
Position 40471: 0.004578699203043904
Position 38411: 0.0029766968240306827
Position 977: 0.0023664517869324882
Position 24580: 0.0020510469969873286
Position 904: 0.0013923940746974513
Position 277: 0.0013464596521144596
Position 1056: 0.0011319116135544449
Position 385: 0.0008446384899525811
Position 1019: 0.0006313421784177127
Position 1022: 0.0005245396079252837
Position 326: 0.00035602834341966243
Position 28605: 0.00021235722144163135
Position 28637: 0.0001727391832432599
Position 25239: 7.483630872881796e-05
Position 24020: 1.6614010374405637e-05
Position 23950: 1.0310811161132085e-05
