Gene = IQCB1
index = 712
Annotated 5SS: [  114   689  6219  6610  9029 26164 27736 35884 37962 39623 45007 46796
 53337 62523]
Annotated 3SS: [  599  6106  6446  8898 26069 27635 35704 37851 39512 44863 46646 53204
 62365 64504]
SMsplice 5SS: [  114  6219  6610  9029 27736 37962 39623 45007 53337]
SMsplice 3SS: [ 6106  6446  8898 27635 37851 39512 44863 53204 62342]
top_k =  100
Partition function (log Z): -23.305726374490504

Sorted 5' Splice Sites (High to Low Probability):
Position 9029: 0.9983631993721961
Position 6219: 0.9970148103936216
Position 114: 0.9787549023840145
Position 6610: 0.48193598961287104
Position 6623: 0.3987705014959076
Position 17327: 0.2560883964050324
Position 6965: 0.21101675048444046
Position 15638: 0.14703079232827387
Position 16072: 0.12537842069513688
Position 15623: 0.10313750908771396
Position 3254: 0.07981584134243512
Position 689: 0.049870602586040425
Position 1594: 0.03021154010033685
Position 1725: 0.023879240042557957
Position 5905: 0.022697480901447513
Position 15907: 0.020801257604545053
Position 15773: 0.019506005142101598
Position 210: 0.018614110547591114
Position 898: 0.01602363798561992
Position 11395: 0.004527219294580775
Position 7011: 0.0025123101666408
Position 80: 0.001456783006800105
Position 6132: 0.0007605318877393982
Position 831: 0.00021775835741046843
Position 291: 9.716416736389957e-05
Position 128: 9.388680576786206e-05
Position 267: 5.5175398592389054e-05
Position 335: 2.1424351871999057e-05
Position 427: 1.320723865969016e-05
Position 256: 5.434069150643651e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8898: 0.9998803839503071
Position 6106: 0.9977752538569137
Position 6446: 0.8089072906913463
Position 17250: 0.5263999343715614
Position 22909: 0.31773685048748357
Position 15550: 0.3062886699061602
Position 6778: 0.1556752854574572
Position 16023: 0.14401510518483493
Position 11673: 0.12006925558090713
Position 17061: 0.11688695756407212
Position 3144: 0.05602799888198802
Position 1482: 0.052482208959062304
Position 599: 0.04645394821995121
Position 6811: 0.03639521558071053
Position 17666: 0.03597658234700002
Position 6470: 0.03188677947879813
Position 6546: 0.030202544244770112
Position 5781: 0.02269756932589532
Position 18213: 0.02219920648016674
Position 18593: 0.022154152458226644
Position 6885: 0.01390324621471845
Position 3065: 0.012586412281550228
Position 11317: 0.012472348006997926
Position 817: 0.00978811693228289
Position 16473: 0.009527155242053048
Position 10630: 0.00755256318516634
Position 6364: 0.007461261939387676
Position 3024: 0.006559948880558394
Position 9654: 0.006139318654945436
Position 6722: 0.0058838179583598415
Position 10267: 0.00482888178693305
Position 3207: 0.004641481298338279
Position 477: 0.004342838788862869
Position 9233: 0.0033015332553794027
Position 12240: 0.00299132965454262
Position 11524: 0.002895834961403477
Position 10719: 0.002791605848216749
Position 11228: 0.00248094122283082
Position 11702: 0.0023392649891204494
Position 9611: 0.0019128322646397144
Position 6568: 0.0019093492945050313
Position 6858: 0.0016714954398349777
Position 1637: 0.0016085711838325144
Position 873: 0.0012000372095047132
Position 753: 0.001193950084326247
Position 11890: 0.0011754293234606638
Position 455: 0.0011468357446016574
Position 829: 0.0010983599193519595
Position 11635: 0.0010933580084360383
Position 9155: 0.0010620574943714122
Position 10339: 0.000541631650670348
Position 6310: 0.0004485926974273569
Position 8746: 9.607036135457512e-06
Position 6394: 6.817761012676674e-07
